DAYS_BIRTH,OCCUPATION_TYPE,prediction
-18520,Core staff,19
-18520,Core staff,19
-18520,Core staff,19
-18520,Core staff,19
-18520,Core staff,19
-18520,Core staff,19
-15174,Sales staff,12
-15174,Sales staff,12
-15174,Sales staff,12
-15174,Sales staff,12
-15174,Sales staff,12
-15174,Sales staff,12
-13483,Laborers,3
-13483,Laborers,3
-13483,Laborers,3
-13483,Laborers,3
-13483,Laborers,3
-14295,Core staff,2
-14295,Core staff,2
-14295,Core staff,2
-17039,Sales staff,10
-17039,Sales staff,10
-17755,"",12
-17755,"",12
-17755,"",12
-17755,"",12
-17755,"",12
-17755,"",12
-17755,"",12
-17755,"",12
-17755,"",12
-17755,"",12
-17755,"",12
-16971,Cleaning staff,10
-16971,Cleaning staff,10
-13471,Sales staff,18
-20858,"",24
-20858,"",24
-20858,"",24
-20858,"",24
-20858,"",24
-10406,Core staff,0
-10406,Core staff,0
-10406,Core staff,0
-10406,Core staff,0
-10406,Core staff,0
-10406,Core staff,0
-10406,Core staff,0
-10406,Core staff,0
-10406,Core staff,0
-10406,Core staff,0
-10406,Core staff,0
-10406,Core staff,0
-11052,High skill tech staff,14
-11052,High skill tech staff,14
-11052,High skill tech staff,14
-12719,Managers,4
-16978,"",20
-16978,"",20
-16978,"",20
-16978,"",20
-16978,"",20
-16978,"",20
-16978,"",20
-16978,"",20
-16978,"",20
-12774,High skill tech staff,18
-14522,Laborers,12
-14522,Laborers,12
-14522,Laborers,12
-14522,Laborers,12
-14522,Laborers,12
-14522,Laborers,12
-14522,Laborers,12
-14522,Laborers,12
-14522,Laborers,12
-14522,Laborers,12
-14522,Laborers,12
-15021,High skill tech staff,8
-15021,High skill tech staff,8
-15021,High skill tech staff,8
-15021,High skill tech staff,8
-15021,High skill tech staff,8
-15021,High skill tech staff,8
-12325,Core staff,12
-12325,Core staff,12
-12325,Core staff,12
-12325,Core staff,12
-12325,Core staff,12
-12325,Core staff,12
-12325,Core staff,12
-12325,Core staff,12
-12325,Core staff,12
-12325,Core staff,12
-11009,Laborers,18
-18545,Laborers,18
-11454,Cooking staff,11
-11454,Cooking staff,11
-11454,Cooking staff,11
-11454,Cooking staff,11
-11454,Cooking staff,11
-11454,Cooking staff,11
-11454,Cooking staff,11
-11454,Cooking staff,11
-11454,Cooking staff,11
-11454,Cooking staff,11
-17383,Medicine staff,19
-15532,High skill tech staff,8
-13156,Laborers,13
-13156,Laborers,13
-13156,Laborers,13
-13156,Laborers,13
-13156,Laborers,13
-11938,Accountants,8
-11938,Accountants,8
-11938,Accountants,8
-11938,Accountants,8
-11938,Accountants,8
-11938,Accountants,8
-20359,"",19
-20359,"",19
-20359,"",19
-20359,"",19
-20359,"",19
-20359,"",19
-20359,"",19
-8993,Medicine staff,14
-8993,Medicine staff,14
-8993,Medicine staff,14
-10190,"",6
-10190,"",6
-10190,"",6
-10190,"",6
-10190,"",6
-10190,"",6
-10190,"",6
-10190,"",6
-10190,"",6
-11961,Sales staff,4
-10981,Laborers,18
-18233,"",15
-18233,"",15
-18233,"",15
-18233,"",15
-18233,"",15
-18233,"",15
-18233,"",15
-18233,"",15
-18233,"",15
-18233,"",15
-18233,"",15
-18233,"",15
-18233,"",15
-9545,Laborers,10
-9545,Laborers,10
-13534,Laborers,21
-13534,Laborers,21
-13534,Laborers,21
-13095,Laborers,11
-13095,Laborers,11
-13095,Laborers,11
-13095,Laborers,11
-16949,Managers,12
-16949,Managers,12
-16949,Managers,12
-16949,Managers,12
-16949,Managers,12
-16949,Managers,12
-16949,Managers,12
-16949,Managers,12
-16949,Managers,12
-16949,Managers,12
-16949,Managers,12
-20940,"",9
-20940,"",9
-20940,"",9
-20940,"",9
-20940,"",9
-20940,"",9
-20940,"",9
-10328,Laborers,20
-10328,Laborers,20
-10328,Laborers,20
-10328,Laborers,20
-10328,Laborers,20
-10328,Laborers,20
-10328,Laborers,20
-10328,Laborers,20
-10328,Laborers,20
-22815,"",2
-22815,"",2
-21583,"",16
-21583,"",16
-12952,Core staff,2
-12952,Core staff,2
-12952,Core staff,2
-20425,Sales staff,18
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-22212,"",11
-12477,Managers,12
-12477,Managers,12
-12477,Managers,12
-12477,Managers,12
-12477,Managers,12
-12477,Managers,12
-12477,Managers,12
-12477,Managers,12
-12477,Managers,12
-12477,Managers,12
-12477,Managers,12
-9130,High skill tech staff,23
-9130,High skill tech staff,23
-9130,High skill tech staff,23
-9130,High skill tech staff,23
-17743,"",2
-17743,"",2
-17743,"",2
-11720,Sales staff,0
-11720,Sales staff,0
-11720,Sales staff,0
-11720,Sales staff,0
-11720,Sales staff,0
-11720,Sales staff,0
-11720,Sales staff,0
-11720,Sales staff,0
-11720,Sales staff,0
-11720,Sales staff,0
-11720,Sales staff,0
-11720,Sales staff,0
-13100,"",3
-13100,"",3
-13100,"",3
-13100,"",3
-13100,"",3
-20282,"",18
-11177,Laborers,24
-11177,Laborers,24
-11177,Laborers,24
-11177,Laborers,24
-11177,Laborers,24
-9303,Sales staff,6
-9303,Sales staff,6
-9303,Sales staff,6
-9303,Sales staff,6
-9303,Sales staff,6
-9303,Sales staff,6
-9303,Sales staff,6
-9303,Sales staff,6
-9303,Sales staff,6
-9303,Sales staff,6
-18863,"",4
-13898,Laborers,18
-20102,Laborers,5
-20102,Laborers,5
-20102,Laborers,5
-20102,Laborers,5
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-9952,"",11
-14868,Security staff,22
-14868,Security staff,22
-14868,Security staff,22
-14868,Security staff,22
-22776,"",2
-22776,"",2
-10049,Sales staff,1
-10049,Sales staff,1
-10049,Sales staff,1
-10049,Sales staff,1
-10049,Sales staff,1
-11714,Core staff,1
-11714,Core staff,1
-11714,Core staff,1
-14917,Drivers,2
-14917,Drivers,2
-14917,Drivers,2
-12811,"",13
-12811,"",13
-12811,"",13
-12811,"",13
-12811,"",13
-14731,Laborers,15
-14731,Laborers,15
-14731,Laborers,15
-14731,Laborers,15
-14731,Laborers,15
-14731,Laborers,15
-14731,Laborers,15
-20135,"",5
-20135,"",5
-20135,"",5
-20135,"",5
-11445,Core staff,22
-19452,Sales staff,19
-19452,Sales staff,19
-19452,Sales staff,19
-19452,Sales staff,19
-19452,Sales staff,19
-19452,Sales staff,19
-19452,Sales staff,19
-19205,"",20
-19205,"",20
-19205,"",20
-19205,"",20
-19205,"",20
-19205,"",20
-19205,"",20
-19205,"",20
-19205,"",20
-15812,Accountants,13
-15812,Accountants,13
-15812,Accountants,13
-15812,Accountants,13
-15812,Accountants,13
-22204,"",7
-22204,"",7
-22204,"",7
-22204,"",7
-22204,"",7
-22204,"",7
-22204,"",7
-22204,"",7
-17836,Security staff,16
-17836,Security staff,16
-18090,High skill tech staff,19
-18090,High skill tech staff,19
-18090,High skill tech staff,19
-18090,High skill tech staff,19
-18090,High skill tech staff,19
-18090,High skill tech staff,19
-18090,High skill tech staff,19
-9621,Core staff,2
-9621,Core staff,2
-9621,Core staff,2
-19686,Laborers,6
-19686,Laborers,6
-19686,Laborers,6
-19686,Laborers,6
-19686,Laborers,6
-19686,Laborers,6
-19686,Laborers,6
-19686,Laborers,6
-19686,Laborers,6
-10091,"",5
-10091,"",5
-10091,"",5
-10091,"",5
-21881,"",4
-13297,Sales staff,17
-13297,Sales staff,17
-13297,Sales staff,17
-13297,Sales staff,17
-13297,Sales staff,17
-13297,Sales staff,17
-20681,"",22
-20681,"",22
-20681,"",22
-20681,"",22
-19569,Sales staff,22
-19569,Sales staff,22
-19569,Sales staff,22
-13177,Sales staff,22
-13177,Sales staff,22
-13177,Sales staff,22
-13177,Sales staff,22
-11719,"",12
-11719,"",12
-11719,"",12
-11719,"",12
-11719,"",12
-11719,"",12
-11719,"",12
-11719,"",12
-11719,"",12
-11719,"",12
-11719,"",12
-21788,"",16
-21788,"",16
-12044,Sales staff,14
-12044,Sales staff,14
-12044,Sales staff,14
-13207,Low-skill Laborers,0
-19911,Cooking staff,2
-19911,Cooking staff,2
-19911,Cooking staff,2
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-15170,High skill tech staff,15
-19780,Managers,5
-19780,Managers,5
-19780,Managers,5
-19780,Managers,5
-11945,Laborers,22
-11945,Laborers,22
-11945,Laborers,22
-11945,Laborers,22
-19270,Drivers,14
-19270,Drivers,14
-19270,Drivers,14
-14143,Drivers,15
-14143,Drivers,15
-14143,Drivers,15
-14143,Drivers,15
-14143,Drivers,15
-14143,Drivers,15
-12188,"",16
-12188,"",16
-19161,Security staff,3
-19161,Security staff,3
-19161,Security staff,3
-19161,Security staff,3
-19161,Security staff,3
-23594,"",20
-23594,"",20
-23594,"",20
-23594,"",20
-23594,"",20
-23594,"",20
-23594,"",20
-23594,"",20
-15581,"",3
-15581,"",3
-15581,"",3
-15581,"",3
-15581,"",3
-14329,Laborers,13
-14329,Laborers,13
-14329,Laborers,13
-14329,Laborers,13
-14329,Laborers,13
-14329,Laborers,13
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15231,High skill tech staff,11
-15879,"",16
-15879,"",16
-23646,"",15
-23646,"",15
-23646,"",15
-23646,"",15
-23646,"",15
-23646,"",15
-23646,"",15
-23646,"",15
-23646,"",15
-23646,"",15
-23646,"",15
-23646,"",15
-23646,"",15
-21127,Core staff,18
-17556,Sales staff,10
-17556,Sales staff,10
-10787,Managers,10
-10787,Managers,10
-15100,Cooking staff,15
-15100,Cooking staff,15
-15100,Cooking staff,15
-15100,Cooking staff,15
-15100,Cooking staff,15
-15100,Cooking staff,15
-15100,Cooking staff,15
-15100,Cooking staff,15
-15100,Cooking staff,15
-15100,Cooking staff,15
-15100,Cooking staff,15
-15100,Cooking staff,15
-15100,Cooking staff,15
-11664,Drivers,4
-19042,"",6
-19042,"",6
-19042,"",6
-19042,"",6
-19042,"",6
-19042,"",6
-19042,"",6
-19042,"",6
-19042,"",6
-19042,"",6
-10815,Sales staff,16
-10815,Sales staff,16
-11373,Managers,5
-11373,Managers,5
-11373,Managers,5
-11373,Managers,5
-21503,Core staff,15
-21503,Core staff,15
-21503,Core staff,15
-21503,Core staff,15
-21503,Core staff,15
-21503,Core staff,15
-21503,Core staff,15
-21503,Core staff,15
-21503,Core staff,15
-21503,Core staff,15
-21503,Core staff,15
-21503,Core staff,15
-21503,Core staff,15
-9655,"",14
-9655,"",14
-9655,"",14
-16200,Core staff,2
-16200,Core staff,2
-23498,"",4
-20693,Core staff,0
-20693,Core staff,0
-20693,Core staff,0
-20693,Core staff,0
-20693,Core staff,0
-20693,Core staff,0
-20693,Core staff,0
-20693,Core staff,0
-20693,Core staff,0
-20693,Core staff,0
-20693,Core staff,0
-20693,Core staff,0
-22739,"",18
-11172,Laborers,17
-11172,Laborers,17
-11172,Laborers,17
-11172,Laborers,17
-11172,Laborers,17
-11172,Laborers,17
-17536,Sales staff,16
-17536,Sales staff,16
-21594,Laborers,8
-21594,Laborers,8
-21594,Laborers,8
-21594,Laborers,8
-21594,Laborers,8
-21594,Laborers,8
-8738,Sales staff,16
-8738,Sales staff,16
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-21899,"",11
-10845,High skill tech staff,19
-10845,High skill tech staff,19
-10845,High skill tech staff,19
-10845,High skill tech staff,19
-10845,High skill tech staff,19
-10845,High skill tech staff,19
-10845,High skill tech staff,19
-19187,Cooking staff,23
-19187,Cooking staff,23
-19187,Cooking staff,23
-19187,Cooking staff,23
-16569,Laborers,4
-21412,"",9
-21412,"",9
-21412,"",9
-21412,"",9
-21412,"",9
-21412,"",9
-21412,"",9
-21412,"",9
-11470,Sales staff,10
-11470,Sales staff,10
-17927,Laborers,4
-10614,Sales staff,10
-10614,Sales staff,10
-15914,Sales staff,20
-15914,Sales staff,20
-15914,Sales staff,20
-15914,Sales staff,20
-15914,Sales staff,20
-15914,Sales staff,20
-15914,Sales staff,20
-15914,Sales staff,20
-17570,Core staff,3
-17570,Core staff,3
-17570,Core staff,3
-17570,Core staff,3
-17570,Core staff,3
-8696,Drivers,20
-8696,Drivers,20
-8696,Drivers,20
-8696,Drivers,20
-8696,Drivers,20
-8696,Drivers,20
-14173,Security staff,23
-14173,Security staff,23
-17309,"",0
-17309,"",0
-17309,"",0
-17309,"",0
-17309,"",0
-17309,"",0
-17309,"",0
-17309,"",0
-17309,"",0
-17309,"",0
-17309,"",0
-17309,"",0
-13038,"",17
-13038,"",17
-13038,"",17
-13038,"",17
-13038,"",17
-13038,"",17
-8145,"",4
-16951,"",20
-16951,"",20
-16951,"",20
-16951,"",20
-16951,"",20
-16951,"",20
-16951,"",20
-16951,"",20
-16951,"",20
-14166,Medicine staff,15
-14166,Medicine staff,15
-14166,Medicine staff,15
-14166,Medicine staff,15
-14166,Medicine staff,15
-14166,Medicine staff,15
-14166,Medicine staff,15
-14166,Medicine staff,15
-14166,Medicine staff,15
-14166,Medicine staff,15
-14166,Medicine staff,15
-14166,Medicine staff,15
-16722,Managers,21
-16722,Managers,21
-16722,Managers,21
-23570,"",8
-23570,"",8
-23570,"",8
-23570,"",8
-23570,"",8
-23570,"",8
-15688,Drivers,10
-15688,Drivers,10
-20692,"",17
-20692,"",17
-20692,"",17
-20692,"",17
-20692,"",17
-20692,"",17
-23484,"",5
-23484,"",5
-23484,"",5
-23484,"",5
-18630,Laborers,21
-18630,Laborers,21
-18630,Laborers,21
-10724,High skill tech staff,10
-10724,High skill tech staff,10
-13163,Laborers,16
-13163,Laborers,16
-11984,Core staff,6
-11984,Core staff,6
-11984,Core staff,6
-11984,Core staff,6
-11984,Core staff,6
-11984,Core staff,6
-11984,Core staff,6
-11984,Core staff,6
-11984,Core staff,6
-11984,Core staff,6
-11234,Sales staff,23
-11234,Sales staff,23
-11234,Sales staff,23
-11234,Sales staff,23
-11234,Sales staff,23
-13071,Sales staff,0
-13071,Sales staff,0
-13071,Sales staff,0
-13071,Sales staff,0
-13071,Sales staff,0
-13071,Sales staff,0
-13071,Sales staff,0
-13071,Sales staff,0
-13071,Sales staff,0
-13071,Sales staff,0
-13071,Sales staff,0
-14836,Security staff,23
-14836,Security staff,23
-21721,"",14
-21721,"",14
-21721,"",14
-8533,Laborers,22
-8533,Laborers,22
-8533,Laborers,22
-8533,Laborers,22
-17803,Core staff,6
-17803,Core staff,6
-17803,Core staff,6
-17803,Core staff,6
-17803,Core staff,6
-17803,Core staff,6
-17803,Core staff,6
-17803,Core staff,6
-17803,Core staff,6
-13435,Secretaries,6
-13435,Secretaries,6
-13435,Secretaries,6
-13435,Secretaries,6
-13435,Secretaries,6
-13435,Secretaries,6
-13435,Secretaries,6
-13435,Secretaries,6
-13435,Secretaries,6
-13435,Secretaries,6
-13263,Managers,13
-13263,Managers,13
-13263,Managers,13
-13263,Managers,13
-13263,Managers,13
-8603,Core staff,10
-8603,Core staff,10
-10144,Laborers,24
-10144,Laborers,24
-10144,Laborers,24
-10144,Laborers,24
-10144,Laborers,24
-12022,Laborers,17
-12022,Laborers,17
-12022,Laborers,17
-12022,Laborers,17
-12022,Laborers,17
-12022,Laborers,17
-12118,Core staff,7
-12118,Core staff,7
-12118,Core staff,7
-12118,Core staff,7
-12118,Core staff,7
-12118,Core staff,7
-12118,Core staff,7
-12118,Core staff,7
-20404,"",7
-20404,"",7
-20404,"",7
-20404,"",7
-20404,"",7
-20404,"",7
-20404,"",7
-20404,"",7
-11185,Medicine staff,23
-11185,Medicine staff,23
-11185,Medicine staff,23
-11185,Medicine staff,23
-11759,Managers,1
-11759,Managers,1
-11759,Managers,1
-11759,Managers,1
-11759,Managers,1
-11759,Managers,1
-11759,Managers,1
-17972,Sales staff,21
-17972,Sales staff,21
-17972,Sales staff,21
-22060,"",22
-22060,"",22
-22060,"",22
-22060,"",22
-13810,Private service staff,2
-13810,Private service staff,2
-13810,Private service staff,2
-14858,Cleaning staff,18
-9862,Laborers,0
-9862,Laborers,0
-9862,Laborers,0
-9862,Laborers,0
-9862,Laborers,0
-9862,Laborers,0
-9862,Laborers,0
-9862,Laborers,0
-9862,Laborers,0
-9862,Laborers,0
-9862,Laborers,0
-14421,Accountants,10
-14421,Accountants,10
-23286,"",10
-23286,"",10
-19380,"",16
-19380,"",16
-14309,Sales staff,2
-14309,Sales staff,2
-14309,Sales staff,2
-15903,Sales staff,23
-15903,Sales staff,23
-15903,Sales staff,23
-15903,Sales staff,23
-10669,Laborers,23
-10669,Laborers,23
-20763,"",2
-20763,"",2
-14064,Drivers,9
-14064,Drivers,9
-14064,Drivers,9
-14064,Drivers,9
-14064,Drivers,9
-14064,Drivers,9
-14064,Drivers,9
-14064,Drivers,9
-23406,Security staff,20
-23406,Security staff,20
-23406,Security staff,20
-23406,Security staff,20
-23406,Security staff,20
-23406,Security staff,20
-23406,Security staff,20
-23406,Security staff,20
-23406,Security staff,20
-15202,Drivers,22
-15202,Drivers,22
-15202,Drivers,22
-15202,Drivers,22
-15262,Managers,16
-15262,Managers,16
-21289,"",9
-21289,"",9
-21289,"",9
-21289,"",9
-21289,"",9
-21289,"",9
-21289,"",9
-9791,Sales staff,7
-9791,Sales staff,7
-9791,Sales staff,7
-9791,Sales staff,7
-9791,Sales staff,7
-9791,Sales staff,7
-9791,Sales staff,7
-9791,Sales staff,7
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-10800,Sales staff,15
-11366,Core staff,4
-13847,Medicine staff,20
-13847,Medicine staff,20
-13847,Medicine staff,20
-13847,Medicine staff,20
-13847,Medicine staff,20
-13847,Medicine staff,20
-13847,Medicine staff,20
-13847,Medicine staff,20
-13847,Medicine staff,20
-22964,"",23
-22964,"",23
-22964,"",23
-22964,"",23
-13127,Managers,23
-13127,Managers,23
-13127,Managers,23
-13127,Managers,23
-12369,Core staff,8
-12369,Core staff,8
-11998,Managers,15
-11998,Managers,15
-11998,Managers,15
-11998,Managers,15
-11998,Managers,15
-11998,Managers,15
-11998,Managers,15
-11998,Managers,15
-11998,Managers,15
-11998,Managers,15
-11998,Managers,15
-11998,Managers,15
-11998,Managers,15
-11900,Sales staff,5
-11900,Sales staff,5
-7723,Sales staff,16
-7723,Sales staff,16
-8477,Laborers,17
-8477,Laborers,17
-8477,Laborers,17
-8477,Laborers,17
-8477,Laborers,17
-8477,Laborers,17
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-17262,Core staff,11
-12494,Laborers,0
-12494,Laborers,0
-12494,Laborers,0
-12494,Laborers,0
-12494,Laborers,0
-12494,Laborers,0
-12494,Laborers,0
-12494,Laborers,0
-12494,Laborers,0
-12494,Laborers,0
-12494,Laborers,0
-12494,Laborers,0
-18902,Managers,3
-18902,Managers,3
-18902,Managers,3
-18902,Managers,3
-18902,Managers,3
-19586,Managers,10
-19586,Managers,10
-16616,Core staff,0
-16616,Core staff,0
-16616,Core staff,0
-13621,Accountants,17
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-14100,Private service staff,11
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-16314,Managers,15
-13326,Laborers,14
-13326,Laborers,14
-13326,Laborers,14
-19292,Core staff,18
-10765,"",6
-10765,"",6
-10765,"",6
-10765,"",6
-10765,"",6
-10765,"",6
-10765,"",6
-10765,"",6
-10765,"",6
-15752,Core staff,8
-15752,Core staff,8
-15752,Core staff,8
-15752,Core staff,8
-15752,Core staff,8
-15752,Core staff,8
-12195,Managers,0
-12195,Managers,0
-12195,Managers,0
-12195,Managers,0
-12195,Managers,0
-12195,Managers,0
-12195,Managers,0
-12195,Managers,0
-12195,Managers,0
-12195,Managers,0
-12195,Managers,0
-12195,Managers,0
-21275,"",13
-21275,"",13
-21275,"",13
-21275,"",13
-21275,"",13
-9154,Laborers,16
-9154,Laborers,16
-12615,Laborers,12
-12615,Laborers,12
-12615,Laborers,12
-11642,Low-skill Laborers,4
-14096,Accountants,0
-14096,Accountants,0
-14096,Accountants,0
-14096,Accountants,0
-14096,Accountants,0
-14096,Accountants,0
-14096,Accountants,0
-14096,Accountants,0
-14096,Accountants,0
-14096,Accountants,0
-14096,Accountants,0
-14096,Accountants,0
-8231,Cooking staff,16
-8231,Cooking staff,16
-18293,"",1
-18293,"",1
-18293,"",1
-18293,"",1
-18293,"",1
-18293,"",1
-18293,"",1
-15025,Sales staff,18
-12928,Accountants,2
-12928,Accountants,2
-12928,Accountants,2
-19065,"",9
-19065,"",9
-19065,"",9
-19065,"",9
-19065,"",9
-19065,"",9
-19065,"",9
-9436,Sales staff,18
-18868,Managers,7
-18868,Managers,7
-18868,Managers,7
-18868,Managers,7
-18868,Managers,7
-18868,Managers,7
-18868,Managers,7
-18868,Managers,7
-24311,"",7
-24311,"",7
-24311,"",7
-24311,"",7
-24311,"",7
-24311,"",7
-24311,"",7
-24311,"",7
-23956,"",10
-23956,"",10
-23007,Cleaning staff,9
-23007,Cleaning staff,9
-23007,Cleaning staff,9
-23007,Cleaning staff,9
-23007,Cleaning staff,9
-23007,Cleaning staff,9
-23007,Cleaning staff,9
-23007,Cleaning staff,9
-13779,Sales staff,16
-13779,Sales staff,16
-23799,"",16
-23799,"",16
-11440,Private service staff,4
-16898,"",18
-20833,"",5
-20833,"",5
-20833,"",5
-20833,"",5
-21187,"",2
-21187,"",2
-21187,"",2
-18690,Laborers,2
-18690,Laborers,2
-18690,Laborers,2
-15088,Sales staff,14
-15088,Sales staff,14
-15088,Sales staff,14
-17810,Laborers,14
-17810,Laborers,14
-17810,Laborers,14
-8179,"",4
-20950,"",19
-20950,"",19
-20950,"",19
-20950,"",19
-20950,"",19
-20950,"",19
-20950,"",19
-23145,"",14
-23145,"",14
-23145,"",14
-10760,Laborers,21
-10760,Laborers,21
-10760,Laborers,21
-13073,Medicine staff,16
-13073,Medicine staff,16
-21177,"",23
-21177,"",23
-21177,"",23
-21177,"",23
-11279,Laborers,17
-11279,Laborers,17
-11279,Laborers,17
-16806,Sales staff,10
-16806,Sales staff,10
-13792,"",16
-13792,"",16
-23379,"",9
-23379,"",9
-23379,"",9
-23379,"",9
-23379,"",9
-23379,"",9
-23379,"",9
-23379,"",9
-12615,Cooking staff,12
-12615,Cooking staff,12
-12615,Cooking staff,12
-12615,Cooking staff,12
-12615,Cooking staff,12
-12615,Cooking staff,12
-12615,Cooking staff,12
-12615,Cooking staff,12
-21801,"",10
-21801,"",10
-8758,High skill tech staff,16
-8758,High skill tech staff,16
-11709,Laborers,1
-11709,Laborers,1
-11709,Laborers,1
-11709,Laborers,1
-11709,Laborers,1
-11709,Laborers,1
-16868,Laborers,13
-16868,Laborers,13
-16868,Laborers,13
-16868,Laborers,13
-16868,Laborers,13
-16819,Drivers,18
-21868,"",23
-21868,"",23
-21868,"",23
-21868,"",23
-20932,"",18
-15156,Core staff,13
-15156,Core staff,13
-15156,Core staff,13
-15156,Core staff,13
-15156,Core staff,13
-10136,Laborers,24
-10136,Laborers,24
-10136,Laborers,24
-10136,Laborers,24
-10136,Laborers,24
-24167,"",18
-18826,"",14
-18826,"",14
-18826,"",14
-12691,Realty agents,12
-12691,Realty agents,12
-12691,Realty agents,12
-12691,Realty agents,12
-12691,Realty agents,12
-12691,Realty agents,12
-12691,Realty agents,12
-12691,Realty agents,12
-12691,Realty agents,12
-12691,Realty agents,12
-12691,Realty agents,12
-12288,Core staff,10
-12288,Core staff,10
-21135,"",15
-21135,"",15
-21135,"",15
-21135,"",15
-21135,"",15
-21135,"",15
-21135,"",15
-21135,"",15
-21135,"",15
-21135,"",15
-21135,"",15
-21135,"",15
-11400,Managers,22
-11400,Managers,22
-11400,Managers,22
-11400,Managers,22
-13658,Sales staff,23
-13658,Sales staff,23
-13658,Sales staff,23
-13658,Sales staff,23
-21786,"",21
-21786,"",21
-21786,"",21
-23361,"",10
-23361,"",10
-15081,Medicine staff,9
-15081,Medicine staff,9
-15081,Medicine staff,9
-17738,Laborers,13
-17738,Laborers,13
-17738,Laborers,13
-17738,Laborers,13
-17738,Laborers,13
-21268,"",22
-21268,"",22
-21268,"",22
-21268,"",22
-17235,Core staff,20
-17235,Core staff,20
-17235,Core staff,20
-17235,Core staff,20
-17235,Core staff,20
-17235,Core staff,20
-11524,Sales staff,4
-22129,"",7
-22129,"",7
-22129,"",7
-22129,"",7
-22129,"",7
-22129,"",7
-22129,"",7
-22129,"",7
-15790,Drivers,13
-15790,Drivers,13
-15790,Drivers,13
-15790,Drivers,13
-15790,Drivers,13
-19354,Core staff,18
-14438,Sales staff,1
-14438,Sales staff,1
-14438,Sales staff,1
-14438,Sales staff,1
-14438,Sales staff,1
-14438,Sales staff,1
-14438,Sales staff,1
-16712,Drivers,13
-16712,Drivers,13
-16712,Drivers,13
-16712,Drivers,13
-16712,Drivers,13
-20737,"",16
-24629,"",10
-24629,"",10
-17376,Laborers,4
-11202,Core staff,7
-11202,Core staff,7
-11202,Core staff,7
-11202,Core staff,7
-11202,Core staff,7
-11202,Core staff,7
-11202,Core staff,7
-11202,Core staff,7
-12997,"",6
-12997,"",6
-12997,"",6
-12997,"",6
-12997,"",6
-12997,"",6
-12997,"",6
-12997,"",6
-12997,"",6
-12997,"",6
-19549,"",5
-19549,"",5
-19549,"",5
-19549,"",5
-20433,Drivers,5
-20433,Drivers,5
-20433,Drivers,5
-20433,Drivers,5
-21202,Drivers,7
-21202,Drivers,7
-21202,Drivers,7
-21202,Drivers,7
-21202,Drivers,7
-21202,Drivers,7
-21202,Drivers,7
-21202,Drivers,7
