DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,NAME_INCOME_TYPE,prediction
-15329,-1371,Core staff,Working,26
-15329,-1371,Core staff,Working,26
-15329,-1371,Core staff,Working,26
-8907,-913,"",Commercial associate,21
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-16896,-248,Laborers,Working,35
-17767,-3804,Cooking staff,State servant,66
-17767,-3804,Cooking staff,State servant,66
-17767,-3804,Cooking staff,State servant,66
-17767,-3804,Cooking staff,State servant,66
-17767,-3804,Cooking staff,State servant,66
-17767,-3804,Cooking staff,State servant,66
-17767,-3804,Cooking staff,State servant,66
-17767,-3804,Cooking staff,State servant,66
-17767,-3804,Cooking staff,State servant,66
-17767,-3804,Cooking staff,State servant,66
-15174,-582,"",Working,58
-15174,-582,"",Working,58
-15174,-582,"",Working,58
-15174,-582,"",Working,58
-15174,-582,"",Working,58
-14940,-1644,Laborers,Working,95
-14172,-2131,Sales staff,Working,13
-11448,-1066,"",Working,70
-11448,-1066,"",Working,70
-11448,-1066,"",Working,70
-19972,-6610,Laborers,Working,12
-19972,-6610,Laborers,Working,12
-19972,-6610,Laborers,Working,12
-19972,-6610,Laborers,Working,12
-19972,-6610,Laborers,Working,12
-19972,-6610,Laborers,Working,12
-19972,-6610,Laborers,Working,12
-19972,-6610,Laborers,Working,12
-19972,-6610,Laborers,Working,12
-13259,-213,Core staff,State servant,78
-13259,-213,Core staff,State servant,78
-13259,-213,Core staff,State servant,78
-13259,-213,Core staff,State servant,78
-18454,-7518,Drivers,Commercial associate,64
-18454,-7518,Drivers,Commercial associate,64
-18454,-7518,Drivers,Commercial associate,64
-18454,-7518,Drivers,Commercial associate,64
-22100,-578,Managers,Working,66
-22100,-578,Managers,Working,66
-22100,-578,Managers,Working,66
-22100,-578,Managers,Working,66
-22100,-578,Managers,Working,66
-22100,-578,Managers,Working,66
-22100,-578,Managers,Working,66
-22100,-578,Managers,Working,66
-22100,-578,Managers,Working,66
-22100,-578,Managers,Working,66
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-11007,-762,"",Working,76
-21845,365243,"",Pensioner,20
-21845,365243,"",Pensioner,20
-21845,365243,"",Pensioner,20
-21845,365243,"",Pensioner,20
-21845,365243,"",Pensioner,20
-21845,365243,"",Pensioner,20
-21845,365243,"",Pensioner,20
-21845,365243,"",Pensioner,20
-21845,365243,"",Pensioner,20
-21845,365243,"",Pensioner,20
-21845,365243,"",Pensioner,20
-20066,-3988,Private service staff,Working,66
-20066,-3988,Private service staff,Working,66
-20066,-3988,Private service staff,Working,66
-20066,-3988,Private service staff,Working,66
-20066,-3988,Private service staff,Working,66
-20066,-3988,Private service staff,Working,66
-20066,-3988,Private service staff,Working,66
-20066,-3988,Private service staff,Working,66
-20066,-3988,Private service staff,Working,66
-20066,-3988,Private service staff,Working,66
-21982,365243,"",Pensioner,80
-18907,-2470,Sales staff,Commercial associate,31
-18907,-2470,Sales staff,Commercial associate,31
-18907,-2470,Sales staff,Commercial associate,31
-17110,-370,Laborers,State servant,44
-17110,-370,Laborers,State servant,44
-17110,-370,Laborers,State servant,44
-9547,-1340,Drivers,Working,12
-9547,-1340,Drivers,Working,12
-9547,-1340,Drivers,Working,12
-9547,-1340,Drivers,Working,12
-9547,-1340,Drivers,Working,12
-9547,-1340,Drivers,Working,12
-9547,-1340,Drivers,Working,12
-9547,-1340,Drivers,Working,12
-9547,-1340,Drivers,Working,12
-13315,-5204,Core staff,Working,92
-13315,-5204,Core staff,Working,92
-13315,-5204,Core staff,Working,92
-13315,-5204,Core staff,Working,92
-21415,-2744,Cleaning staff,Commercial associate,53
-21415,-2744,Cleaning staff,Commercial associate,53
-21148,365243,"",Pensioner,22
-21148,365243,"",Pensioner,22
-21148,365243,"",Pensioner,22
-21148,365243,"",Pensioner,22
-21148,365243,"",Pensioner,22
-19040,-1070,Sales staff,Working,72
-19040,-1070,Sales staff,Working,72
-19040,-1070,Sales staff,Working,72
-11501,-735,Core staff,Working,93
-11501,-735,Core staff,Working,93
-11501,-735,Core staff,Working,93
-11501,-735,Core staff,Working,93
-11501,-735,Core staff,Working,93
-11501,-735,Core staff,Working,93
-11782,-705,Core staff,Working,1
-11782,-705,Core staff,Working,1
-8378,-370,Core staff,Commercial associate,34
-8378,-370,Core staff,Commercial associate,34
-8378,-370,Core staff,Commercial associate,34
-20407,365243,"",Pensioner,33
-20407,365243,"",Pensioner,33
-10450,-1218,Laborers,Working,40
-10450,-1218,Laborers,Working,40
-10450,-1218,Laborers,Working,40
-11905,-2470,Cooking staff,Working,57
-11905,-2470,Cooking staff,Working,57
-11905,-2470,Cooking staff,Working,57
-11905,-2470,Cooking staff,Working,57
-11905,-2470,Cooking staff,Working,57
-11905,-2470,Cooking staff,Working,57
-11905,-2470,Cooking staff,Working,57
-11905,-2470,Cooking staff,Working,57
-11905,-2470,Cooking staff,Working,57
-11905,-2470,Cooking staff,Working,57
-11905,-2470,Cooking staff,Working,57
-10665,-1493,Laborers,Commercial associate,33
-10665,-1493,Laborers,Commercial associate,33
-10665,-1493,Laborers,Commercial associate,33
-10682,-609,Sales staff,Working,72
-10682,-609,Sales staff,Working,72
-10682,-609,Sales staff,Working,72
-15760,-1858,Sales staff,Working,5
-15760,-1858,Sales staff,Working,5
-15096,-2862,"",Working,90
-15096,-2862,"",Working,90
-15096,-2862,"",Working,90
-15096,-2862,"",Working,90
-14150,-401,Laborers,Working,43
-14150,-401,Laborers,Working,43
-20958,365243,"",Pensioner,88
-20958,365243,"",Pensioner,88
-20958,365243,"",Pensioner,88
-20958,365243,"",Pensioner,88
-18136,-10110,High skill tech staff,State servant,10
-18136,-10110,High skill tech staff,State servant,10
-18136,-10110,High skill tech staff,State servant,10
-18136,-10110,High skill tech staff,State servant,10
-18136,-10110,High skill tech staff,State servant,10
-18136,-10110,High skill tech staff,State servant,10
-18136,-10110,High skill tech staff,State servant,10
-18136,-10110,High skill tech staff,State servant,10
-18136,-10110,High skill tech staff,State servant,10
-18136,-10110,High skill tech staff,State servant,10
-18136,-10110,High skill tech staff,State servant,10
-19271,-4839,Core staff,Working,85
-19271,-4839,Core staff,Working,85
-19271,-4839,Core staff,Working,85
-19271,-4839,Core staff,Working,85
-19271,-4839,Core staff,Working,85
-19271,-4839,Core staff,Working,85
-19271,-4839,Core staff,Working,85
-22231,365243,"",Pensioner,33
-22231,365243,"",Pensioner,33
-22231,365243,"",Pensioner,33
-12807,-2404,Laborers,Working,43
-22917,365243,"",Pensioner,45
-22917,365243,"",Pensioner,45
-22917,365243,"",Pensioner,45
-22917,365243,"",Pensioner,45
-9310,-1678,"",Working,80
-9310,-1678,"",Working,80
-9310,-1678,"",Working,80
-9310,-1678,"",Working,80
-9310,-1678,"",Working,80
-9310,-1678,"",Working,80
-9310,-1678,"",Working,80
-20870,-1583,Medicine staff,Commercial associate,12
-20870,-1583,Medicine staff,Commercial associate,12
-20870,-1583,Medicine staff,Commercial associate,12
-20870,-1583,Medicine staff,Commercial associate,12
-20870,-1583,Medicine staff,Commercial associate,12
-20870,-1583,Medicine staff,Commercial associate,12
-20870,-1583,Medicine staff,Commercial associate,12
-20870,-1583,Medicine staff,Commercial associate,12
-20870,-1583,Medicine staff,Commercial associate,12
-14335,-856,Sales staff,Commercial associate,13
-11843,-429,Drivers,Commercial associate,13
-18188,-578,Drivers,Working,5
-18188,-578,Drivers,Working,5
-9906,-122,Sales staff,Working,52
-9906,-122,Sales staff,Working,52
-9906,-122,Sales staff,Working,52
-9906,-122,Sales staff,Working,52
-9906,-122,Sales staff,Working,52
-9906,-122,Sales staff,Working,52
-9906,-122,Sales staff,Working,52
-9906,-122,Sales staff,Working,52
-9906,-122,Sales staff,Working,52
-15097,-5027,"",Working,13
-12428,-4900,High skill tech staff,Working,54
-12428,-4900,High skill tech staff,Working,54
-12428,-4900,High skill tech staff,Working,54
-12428,-4900,High skill tech staff,Working,54
-9787,-1674,"",State servant,52
-9787,-1674,"",State servant,52
-9787,-1674,"",State servant,52
-9787,-1674,"",State servant,52
-9787,-1674,"",State servant,52
-9787,-1674,"",State servant,52
-9787,-1674,"",State servant,52
-9787,-1674,"",State servant,52
-9787,-1674,"",State servant,52
-9787,-1674,"",State servant,52
-13052,-1952,Cooking staff,State servant,78
-13052,-1952,Cooking staff,State servant,78
-13052,-1952,Cooking staff,State servant,78
-13052,-1952,Cooking staff,State servant,78
-19672,-1375,Accountants,Working,94
-19672,-1375,Accountants,Working,94
-19672,-1375,Accountants,Working,94
-19672,-1375,Accountants,Working,94
-19672,-1375,Accountants,Working,94
-21589,365243,"",Pensioner,38
-19201,-1309,Managers,Commercial associate,73
-19201,-1309,Managers,Commercial associate,73
-21269,365243,"",Pensioner,76
-21269,365243,"",Pensioner,76
-21269,365243,"",Pensioner,76
-21269,365243,"",Pensioner,76
-21269,365243,"",Pensioner,76
-21269,365243,"",Pensioner,76
-21269,365243,"",Pensioner,76
-19309,-2435,"",State servant,24
-19309,-2435,"",State servant,24
-19309,-2435,"",State servant,24
-19309,-2435,"",State servant,24
-19309,-2435,"",State servant,24
-19309,-2435,"",State servant,24
-19309,-2435,"",State servant,24
-19309,-2435,"",State servant,24
-16893,-1521,Sales staff,Commercial associate,13
-11038,-2408,"",Working,13
-15250,-517,Cooking staff,Working,95
-15003,-122,Managers,Working,45
-15003,-122,Managers,Working,45
-15003,-122,Managers,Working,45
-15003,-122,Managers,Working,45
-21918,365243,"",Pensioner,22
-21918,365243,"",Pensioner,22
-21918,365243,"",Pensioner,22
-21918,365243,"",Pensioner,22
-11701,-3262,"",Working,44
-11701,-3262,"",Working,44
-11701,-3262,"",Working,44
-11701,-3262,"",Working,44
-11701,-3262,"",Working,44
-11701,-3262,"",Working,44
-21456,-425,Medicine staff,Commercial associate,45
-21456,-425,Medicine staff,Commercial associate,45
-21456,-425,Medicine staff,Commercial associate,45
-21456,-425,Medicine staff,Commercial associate,45
-13367,365243,"",Pensioner,91
-13367,365243,"",Pensioner,91
-22831,365243,"",Pensioner,38
-12554,-5326,Managers,Working,29
-12554,-5326,Managers,Working,29
-12554,-5326,Managers,Working,29
-12554,-5326,Managers,Working,29
-12554,-5326,Managers,Working,29
-12554,-5326,Managers,Working,29
-12554,-5326,Managers,Working,29
-12554,-5326,Managers,Working,29
-13207,-1401,Low-skill Laborers,Working,58
-13207,-1401,Low-skill Laborers,Working,58
-13207,-1401,Low-skill Laborers,Working,58
-13207,-1401,Low-skill Laborers,Working,58
-13207,-1401,Low-skill Laborers,Working,58
-13207,-1401,Low-skill Laborers,Working,58
-13207,-1401,Low-skill Laborers,Working,58
-13207,-1401,Low-skill Laborers,Working,58
-13207,-1401,Low-skill Laborers,Working,58
-13207,-1401,Low-skill Laborers,Working,58
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-13788,-640,Laborers,Working,15
-18745,-3653,Cleaning staff,Commercial associate,0
-18745,-3653,Cleaning staff,Commercial associate,0
-18745,-3653,Cleaning staff,Commercial associate,0
-18745,-3653,Cleaning staff,Commercial associate,0
-18745,-3653,Cleaning staff,Commercial associate,0
-18745,-3653,Cleaning staff,Commercial associate,0
-18745,-3653,Cleaning staff,Commercial associate,0
-18745,-3653,Cleaning staff,Commercial associate,0
-13205,-248,Managers,Working,33
-13205,-248,Managers,Working,33
-13205,-248,Managers,Working,33
-12418,-1678,Laborers,Working,33
-12418,-1678,Laborers,Working,33
-12418,-1678,Laborers,Working,33
-18520,-2101,Core staff,Commercial associate,85
-18520,-2101,Core staff,Commercial associate,85
-18520,-2101,Core staff,Commercial associate,85
-18520,-2101,Core staff,Commercial associate,85
-18520,-2101,Core staff,Commercial associate,85
-18520,-2101,Core staff,Commercial associate,85
-18520,-2101,Core staff,Commercial associate,85
-15174,-3292,Sales staff,Working,77
-15174,-3292,Sales staff,Working,77
-15174,-3292,Sales staff,Working,77
-15174,-3292,Sales staff,Working,77
-15174,-3292,Sales staff,Working,77
-15174,-3292,Sales staff,Working,77
-13483,-5204,Laborers,Working,94
-13483,-5204,Laborers,Working,94
-13483,-5204,Laborers,Working,94
-13483,-5204,Laborers,Working,94
-13483,-5204,Laborers,Working,94
-14295,-5966,Core staff,Working,79
-14295,-5966,Core staff,Working,79
-14295,-5966,Core staff,Working,79
-17039,-2986,Sales staff,Commercial associate,53
-17039,-2986,Sales staff,Commercial associate,53
-17755,-401,"",Working,10
-17755,-401,"",Working,10
-17755,-401,"",Working,10
-17755,-401,"",Working,10
-17755,-401,"",Working,10
-17755,-401,"",Working,10
-17755,-401,"",Working,10
-17755,-401,"",Working,10
-17755,-401,"",Working,10
-17755,-401,"",Working,10
-17755,-401,"",Working,10
-16971,-1375,Cleaning staff,Commercial associate,28
-16971,-1375,Cleaning staff,Commercial associate,28
-13471,-1797,Sales staff,Commercial associate,95
-20858,365243,"",Pensioner,27
-20858,365243,"",Pensioner,27
-20858,365243,"",Pensioner,27
-20858,365243,"",Pensioner,27
-20858,365243,"",Pensioner,27
-10406,-2774,Core staff,Working,86
-10406,-2774,Core staff,Working,86
-10406,-2774,Core staff,Working,86
-10406,-2774,Core staff,Working,86
-10406,-2774,Core staff,Working,86
-10406,-2774,Core staff,Working,86
-10406,-2774,Core staff,Working,86
-10406,-2774,Core staff,Working,86
-10406,-2774,Core staff,Working,86
-10406,-2774,Core staff,Working,86
-10406,-2774,Core staff,Working,86
-10406,-2774,Core staff,Working,86
-11052,-609,High skill tech staff,Working,36
-11052,-609,High skill tech staff,Working,36
-11052,-609,High skill tech staff,Working,36
-12719,-1218,Managers,Commercial associate,21
-16978,-821,"",Commercial associate,12
-16978,-821,"",Commercial associate,12
-16978,-821,"",Commercial associate,12
-16978,-821,"",Commercial associate,12
-16978,-821,"",Commercial associate,12
-16978,-821,"",Commercial associate,12
-16978,-821,"",Commercial associate,12
-16978,-821,"",Commercial associate,12
-16978,-821,"",Commercial associate,12
-12774,-517,High skill tech staff,Working,95
-14522,-1552,Laborers,Commercial associate,20
-14522,-1552,Laborers,Commercial associate,20
-14522,-1552,Laborers,Commercial associate,20
-14522,-1552,Laborers,Commercial associate,20
-14522,-1552,Laborers,Commercial associate,20
-14522,-1552,Laborers,Commercial associate,20
-14522,-1552,Laborers,Commercial associate,20
-14522,-1552,Laborers,Commercial associate,20
-14522,-1552,Laborers,Commercial associate,20
-14522,-1552,Laborers,Commercial associate,20
-14522,-1552,Laborers,Commercial associate,20
-15021,-6879,High skill tech staff,Working,87
-15021,-6879,High skill tech staff,Working,87
-15021,-6879,High skill tech staff,Working,87
-15021,-6879,High skill tech staff,Working,87
-15021,-6879,High skill tech staff,Working,87
-15021,-6879,High skill tech staff,Working,87
-12325,-187,Core staff,Commercial associate,57
-12325,-187,Core staff,Commercial associate,57
-12325,-187,Core staff,Commercial associate,57
-12325,-187,Core staff,Commercial associate,57
-12325,-187,Core staff,Commercial associate,57
-12325,-187,Core staff,Commercial associate,57
-12325,-187,Core staff,Commercial associate,57
-12325,-187,Core staff,Commercial associate,57
-12325,-187,Core staff,Commercial associate,57
-12325,-187,Core staff,Commercial associate,57
-11009,-366,Laborers,Working,38
-18545,-425,Laborers,Working,38
-11454,-1678,Cooking staff,Working,35
-11454,-1678,Cooking staff,Working,35
-11454,-1678,Cooking staff,Working,35
-11454,-1678,Cooking staff,Working,35
-11454,-1678,Cooking staff,Working,35
-11454,-1678,Cooking staff,Working,35
-11454,-1678,Cooking staff,Working,35
-11454,-1678,Cooking staff,Working,35
-11454,-1678,Cooking staff,Working,35
-11454,-1678,Cooking staff,Working,35
-17383,-4692,Medicine staff,Working,19
-15532,-1587,High skill tech staff,Commercial associate,49
-13156,-1917,Laborers,Working,14
-13156,-1917,Laborers,Working,14
-13156,-1917,Laborers,Working,14
-13156,-1917,Laborers,Working,14
-13156,-1917,Laborers,Working,14
-11938,-2162,Accountants,Commercial associate,41
-11938,-2162,Accountants,Commercial associate,41
-11938,-2162,Accountants,Commercial associate,41
-11938,-2162,Accountants,Commercial associate,41
-11938,-2162,Accountants,Commercial associate,41
-11938,-2162,Accountants,Commercial associate,41
-20359,365243,"",Pensioner,37
-20359,365243,"",Pensioner,37
-20359,365243,"",Pensioner,37
-20359,365243,"",Pensioner,37
-20359,365243,"",Pensioner,37
-20359,365243,"",Pensioner,37
-20359,365243,"",Pensioner,37
-8993,-152,Medicine staff,Working,18
-8993,-152,Medicine staff,Working,18
-8993,-152,Medicine staff,Working,18
-10190,-279,"",Working,66
-10190,-279,"",Working,66
-10190,-279,"",Working,66
-10190,-279,"",Working,66
-10190,-279,"",Working,66
-10190,-279,"",Working,66
-10190,-279,"",Working,66
-10190,-279,"",Working,66
-10190,-279,"",Working,66
-11961,-2131,Sales staff,Working,13
-10981,-1766,Laborers,Commercial associate,95
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-18233,-425,"",State servant,40
-9545,-156,Laborers,Working,4
-9545,-156,Laborers,Working,4
-13534,-2557,Laborers,Working,96
-13534,-2557,Laborers,Working,96
-13534,-2557,Laborers,Working,96
-13095,-217,Laborers,Working,82
-13095,-217,Laborers,Working,82
-13095,-217,Laborers,Working,82
-13095,-217,Laborers,Working,82
-16949,-1371,Managers,Commercial associate,20
-16949,-1371,Managers,Commercial associate,20
-16949,-1371,Managers,Commercial associate,20
-16949,-1371,Managers,Commercial associate,20
-16949,-1371,Managers,Commercial associate,20
-16949,-1371,Managers,Commercial associate,20
-16949,-1371,Managers,Commercial associate,20
-16949,-1371,Managers,Commercial associate,20
-16949,-1371,Managers,Commercial associate,20
-16949,-1371,Managers,Commercial associate,20
-16949,-1371,Managers,Commercial associate,20
-20940,365243,"",Pensioner,26
-20940,365243,"",Pensioner,26
-20940,365243,"",Pensioner,26
-20940,365243,"",Pensioner,26
-20940,365243,"",Pensioner,26
-20940,365243,"",Pensioner,26
-20940,365243,"",Pensioner,26
-10328,-1156,Laborers,Working,99
-10328,-1156,Laborers,Working,99
-10328,-1156,Laborers,Working,99
-10328,-1156,Laborers,Working,99
-10328,-1156,Laborers,Working,99
-10328,-1156,Laborers,Working,99
-10328,-1156,Laborers,Working,99
-10328,-1156,Laborers,Working,99
-10328,-1156,Laborers,Working,99
-22815,365243,"",Pensioner,33
-22815,365243,"",Pensioner,33
-21583,365243,"",Pensioner,91
-21583,365243,"",Pensioner,91
-12952,-1587,Core staff,Working,46
-12952,-1587,Core staff,Working,46
-12952,-1587,Core staff,Working,46
-20425,-5453,Sales staff,Working,95
-22212,365243,"",Pensioner,2
-22212,365243,"",Pensioner,2
-22212,365243,"",Pensioner,2
-22212,365243,"",Pensioner,2
-22212,365243,"",Pensioner,2
-22212,365243,"",Pensioner,2
-22212,365243,"",Pensioner,2
-22212,365243,"",Pensioner,2
-22212,365243,"",Pensioner,2
-22212,365243,"",Pensioner,2
-22212,365243,"",Pensioner,2
-12477,-456,Managers,Commercial associate,10
-12477,-456,Managers,Commercial associate,10
-12477,-456,Managers,Commercial associate,10
-12477,-456,Managers,Commercial associate,10
-12477,-456,Managers,Commercial associate,10
-12477,-456,Managers,Commercial associate,10
-12477,-456,Managers,Commercial associate,10
-12477,-456,Managers,Commercial associate,10
-12477,-456,Managers,Commercial associate,10
-12477,-456,Managers,Commercial associate,10
-12477,-456,Managers,Commercial associate,10
-9130,-2105,High skill tech staff,Working,64
-9130,-2105,High skill tech staff,Working,64
-9130,-2105,High skill tech staff,Working,64
-9130,-2105,High skill tech staff,Working,64
-17743,-4205,"",Working,72
-17743,-4205,"",Working,72
-17743,-4205,"",Working,72
-11720,-1191,Sales staff,Working,86
-11720,-1191,Sales staff,Working,86
-11720,-1191,Sales staff,Working,86
-11720,-1191,Sales staff,Working,86
-11720,-1191,Sales staff,Working,86
-11720,-1191,Sales staff,Working,86
-11720,-1191,Sales staff,Working,86
-11720,-1191,Sales staff,Working,86
-11720,-1191,Sales staff,Working,86
-11720,-1191,Sales staff,Working,86
-11720,-1191,Sales staff,Working,86
-11720,-1191,Sales staff,Working,86
-13100,-2013,"",Working,94
-13100,-2013,"",Working,94
-13100,-2013,"",Working,94
-13100,-2013,"",Working,94
-13100,-2013,"",Working,94
-20282,365243,"",Pensioner,91
-11177,-4205,Laborers,Working,14
-11177,-4205,Laborers,Working,14
-11177,-4205,Laborers,Working,14
-11177,-4205,Laborers,Working,14
-11177,-4205,Laborers,Working,14
-9303,-852,Sales staff,Working,66
-9303,-852,Sales staff,Working,66
-9303,-852,Sales staff,Working,66
-9303,-852,Sales staff,Working,66
-9303,-852,Sales staff,Working,66
-9303,-852,Sales staff,Working,66
-9303,-852,Sales staff,Working,66
-9303,-852,Sales staff,Working,66
-9303,-852,Sales staff,Working,66
-9303,-852,Sales staff,Working,66
-18863,-1644,"",Commercial associate,13
-13898,-609,Laborers,Commercial associate,50
-20102,-1039,Laborers,Working,54
-20102,-1039,Laborers,Working,54
-20102,-1039,Laborers,Working,54
-20102,-1039,Laborers,Working,54
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-9952,-1613,"",Working,2
-14868,-3013,Security staff,Commercial associate,64
-14868,-3013,Security staff,Commercial associate,64
-14868,-3013,Security staff,Commercial associate,64
-14868,-3013,Security staff,Commercial associate,64
-22776,365243,"",Pensioner,33
-22776,365243,"",Pensioner,33
-10049,-1405,Sales staff,Working,75
-10049,-1405,Sales staff,Working,75
-10049,-1405,Sales staff,Working,75
-10049,-1405,Sales staff,Working,75
-10049,-1405,Sales staff,Working,75
-11714,-1740,Core staff,Commercial associate,62
-11714,-1740,Core staff,Commercial associate,62
-11714,-1740,Core staff,Commercial associate,62
-14917,-8157,Drivers,Working,1
-14917,-8157,Drivers,Working,1
-14917,-8157,Drivers,Working,1
-12811,-4327,"",Working,49
-12811,-4327,"",Working,49
-12811,-4327,"",Working,49
-12811,-4327,"",Working,49
-12811,-4327,"",Working,49
-14731,-4931,Laborers,Working,68
-14731,-4931,Laborers,Working,68
-14731,-4931,Laborers,Working,68
-14731,-4931,Laborers,Working,68
-14731,-4931,Laborers,Working,68
-14731,-4931,Laborers,Working,68
-14731,-4931,Laborers,Working,68
-20135,365243,"",Pensioner,88
-20135,365243,"",Pensioner,88
-20135,365243,"",Pensioner,88
-20135,365243,"",Pensioner,88
-11445,-3657,Core staff,Working,83
-19452,-1218,Sales staff,Working,48
-19452,-1218,Sales staff,Working,48
-19452,-1218,Sales staff,Working,48
-19452,-1218,Sales staff,Working,48
-19452,-1218,Sales staff,Working,48
-19452,-1218,Sales staff,Working,48
-19452,-1218,Sales staff,Working,48
-19205,-1552,"",Working,52
-19205,-1552,"",Working,52
-19205,-1552,"",Working,52
-19205,-1552,"",Working,52
-19205,-1552,"",Working,52
-19205,-1552,"",Working,52
-19205,-1552,"",Working,52
-19205,-1552,"",Working,52
-19205,-1552,"",Working,52
-15812,-4231,Accountants,Commercial associate,49
-15812,-4231,Accountants,Commercial associate,49
-15812,-4231,Accountants,Commercial associate,49
-15812,-4231,Accountants,Commercial associate,49
-15812,-4231,Accountants,Commercial associate,49
-22204,365243,"",Pensioner,51
-22204,365243,"",Pensioner,51
-22204,365243,"",Pensioner,51
-22204,365243,"",Pensioner,51
-22204,365243,"",Pensioner,51
-22204,365243,"",Pensioner,51
-22204,365243,"",Pensioner,51
-22204,365243,"",Pensioner,51
-17836,-2561,Security staff,Working,95
-17836,-2561,Security staff,Working,95
-18090,-5570,High skill tech staff,Working,85
-18090,-5570,High skill tech staff,Working,85
-18090,-5570,High skill tech staff,Working,85
-18090,-5570,High skill tech staff,Working,85
-18090,-5570,High skill tech staff,Working,85
-18090,-5570,High skill tech staff,Working,85
-18090,-5570,High skill tech staff,Working,85
-9621,-126,Core staff,Working,72
-9621,-126,Core staff,Working,72
-9621,-126,Core staff,Working,72
-19686,-1131,Laborers,Working,12
-19686,-1131,Laborers,Working,12
-19686,-1131,Laborers,Working,12
-19686,-1131,Laborers,Working,12
-19686,-1131,Laborers,Working,12
-19686,-1131,Laborers,Working,12
-19686,-1131,Laborers,Working,12
-19686,-1131,Laborers,Working,12
-19686,-1131,Laborers,Working,12
-10091,-1525,"",Commercial associate,78
-10091,-1525,"",Commercial associate,78
-10091,-1525,"",Commercial associate,78
-10091,-1525,"",Commercial associate,78
-21881,365243,"",Pensioner,38
-13297,-762,Sales staff,Commercial associate,11
-13297,-762,Sales staff,Commercial associate,11
-13297,-762,Sales staff,Commercial associate,11
-13297,-762,Sales staff,Commercial associate,11
-13297,-762,Sales staff,Commercial associate,11
-13297,-762,Sales staff,Commercial associate,11
-20681,365243,"",Pensioner,45
-20681,365243,"",Pensioner,45
-20681,365243,"",Pensioner,45
-20681,365243,"",Pensioner,45
-19569,-2013,Sales staff,Commercial associate,94
-19569,-2013,Sales staff,Commercial associate,94
-19569,-2013,Sales staff,Commercial associate,94
-13177,-1678,Sales staff,Working,45
-13177,-1678,Sales staff,Working,45
-13177,-1678,Sales staff,Working,45
-13177,-1678,Sales staff,Working,45
-11719,-2866,"",Commercial associate,10
-11719,-2866,"",Commercial associate,10
-11719,-2866,"",Commercial associate,10
-11719,-2866,"",Commercial associate,10
-11719,-2866,"",Commercial associate,10
-11719,-2866,"",Commercial associate,10
-11719,-2866,"",Commercial associate,10
-11719,-2866,"",Commercial associate,10
-11719,-2866,"",Commercial associate,10
-11719,-2866,"",Commercial associate,10
-11719,-2866,"",Commercial associate,10
-21788,365243,"",Pensioner,91
-21788,365243,"",Pensioner,91
-12044,-2805,Sales staff,Working,18
-12044,-2805,Sales staff,Working,18
-12044,-2805,Sales staff,Working,18
-13207,-766,Low-skill Laborers,Working,16
-19911,-126,Cooking staff,Working,72
