id,Anonym_DAYS_BIRTH,Anonym_OCCUPATION_TYPE,Anonym_NAME_INCOME_TYPE,Anonym_NAME_EDUCATION_TYPE,prediction
1659,[(-24202)-(-8603)],Employee,Unique earnings,Educated,0.0
1660,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
1661,[(-24311)-(-8488)],Employee,Unique earnings,Educated,0.0
1662,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
1663,[(-24206)-(-8097)],Employee,Unique earnings,Educated,0.0
1664,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
1665,[(-24166)-(-10138)],Employee,Unique earnings,Educated,0.0
1666,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
1667,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
1668,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
1669,[(-24691)-(-9746)],Employee,Unique earnings,Educated,0.0
1670,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
1671,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
1672,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
1673,[(-23646)-(-8533)],Employee,Unique earnings,Educated,0.0
1674,[(-24831)-(-9387)],Employee,Unique earnings,Educated,0.0
1675,[(-24691)-(-9746)],Employee,Unique earnings,Educated,0.0
1676,[(-24589)-(-8696)],Employee,Unique earnings,Educated,0.0
1677,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1678,[(-24166)-(-8209)],Employee,Unique earnings,Educated,0.0
1679,[(-24482)-(-8488)],Employee,Unique earnings,Educated,0.0
1680,[(-24691)-(-9380)],Employee,Unique earnings,Educated,0.0
1681,[(-24691)-(-8717)],Employee,Unique earnings,Educated,0.0
1682,[(-24166)-(-8477)],Employee,Unique earnings,Educated,0.0
1683,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
1684,[(-23442)-(-8527)],Employee,Unique earnings,Educated,0.0
1685,[(-24166)-(-8477)],Employee,Unique earnings,Educated,0.0
1686,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
1687,[(-24691)-(-9461)],Employee,Unique earnings,Educated,0.0
1688,[(-24575)-(-9270)],Employee,Unique earnings,Educated,0.0
1689,[(-24311)-(-8488)],Employee,Unique earnings,Educated,0.0
1690,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
1691,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
1692,[(-23768)-(-8347)],Employee,Unique earnings,Educated,0.0
1693,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
1694,[(-24166)-(-10138)],Employee,Unique earnings,Educated,0.0
1695,[(-24278)-(-9235)],Employee,Unique earnings,Educated,0.0
1696,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
1697,[(-24691)-(-8843)],Employee,Unique earnings,Educated,0.0
1698,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
1699,[(-24691)-(-9746)],Employee,Unique earnings,Educated,0.0
1700,[(-24166)-(-10138)],Employee,Unique earnings,Educated,0.0
1701,[(-24691)-(-8477)],Employee,Unique earnings,Educated,0.0
1702,[(-24691)-(-8843)],Employee,Unique earnings,Educated,0.0
1703,[(-24691)-(-9746)],Employee,Unique earnings,Educated,0.0
1704,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
1705,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
1706,[(-24742)-(-8717)],Employee,Unique earnings,Educated,0.0
1707,[(-23868)-(-8533)],Employee,Unique earnings,Educated,0.0
1708,[(-24878)-(-9417)],Employee,Unique earnings,Educated,0.0
1709,[(-22985)-(-9430)],Employee,Unique earnings,Educated,0.0
1710,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
1711,[(-24691)-(-9130)],Employee,Unique earnings,Educated,0.0
1712,[(-24831)-(-9087)],Employee,Unique earnings,Educated,0.0
1713,[(-24303)-(-9119)],Employee,Unique earnings,Educated,0.0
1714,[(-23646)-(-8655)],Employee,Unique earnings,Educated,0.0
1715,[(-23868)-(-8533)],Employee,Unique earnings,Educated,0.0
1716,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
1717,[(-24166)-(-8041)],Employee,Unique earnings,Educated,0.0
1718,[(-24831)-(-8520)],Employee,Unique earnings,Educated,0.0
1719,[(-24278)-(-8861)],Employee,Unique earnings,Educated,0.0
1720,[(-23442)-(-8477)],Employee,Unique earnings,Educated,0.0
1721,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
1722,[(-23442)-(-8527)],Employee,Unique earnings,Educated,0.0
1723,[(-24278)-(-8893)],Employee,Unique earnings,Educated,0.0
1724,[(-24206)-(-9115)],Employee,Unique earnings,Educated,0.0
1725,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
1726,[(-24166)-(-9075)],Employee,Unique earnings,Educated,0.0
1727,[(-24166)-(-8179)],Employee,Unique earnings,Educated,0.0
1728,[(-24311)-(-8488)],Employee,Unique earnings,Educated,0.0
1729,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
1730,[(-24691)-(-9190)],Employee,Unique earnings,Educated,0.0
1731,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
1732,[(-24166)-(-8482)],Employee,Unique earnings,Educated,0.0
1733,[(-23768)-(-8347)],Employee,Unique earnings,Educated,0.0
1734,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
1735,[(-24831)-(-9387)],Employee,Unique earnings,Educated,0.0
1736,[(-24831)-(-8477)],Employee,Unique earnings,Educated,0.0
1737,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
1738,[(-24206)-(-7489)],Employee,Unique earnings,Educated,0.0
1739,[(-24878)-(-8655)],Employee,Unique earnings,Educated,0.0
1740,[(-24166)-(-8209)],Employee,Unique earnings,Educated,0.0
1741,[(-24166)-(-8477)],Employee,Unique earnings,Educated,0.0
1742,[(-24691)-(-8477)],Employee,Unique earnings,Educated,0.0
1743,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
1744,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
1745,[(-24575)-(-9270)],Employee,Unique earnings,Educated,0.0
1746,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1747,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
1748,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
1749,[(-24742)-(-8717)],Employee,Unique earnings,Educated,0.0
1750,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
1751,[(-24303)-(-9119)],Employee,Unique earnings,Educated,0.0
1752,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1753,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
1754,[(-24878)-(-8568)],Employee,Unique earnings,Educated,0.0
1755,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
1756,[(-24278)-(-8363)],Employee,Unique earnings,Educated,0.0
1757,[(-24206)-(-7489)],Employee,Unique earnings,Educated,0.0
1758,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
1759,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
1760,[(-24311)-(-8488)],Employee,Unique earnings,Educated,0.0
1761,[(-24206)-(-8097)],Employee,Unique earnings,Educated,0.0
1762,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
1763,[(-24589)-(-7723)],Employee,Unique earnings,Educated,0.0
1764,[(-24166)-(-8378)],Employee,Unique earnings,Educated,0.0
1765,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
1766,[(-24278)-(-8861)],Employee,Unique earnings,Educated,0.0
1767,[(-24303)-(-8717)],Employee,Unique earnings,Educated,0.0
1768,[(-24742)-(-8069)],Employee,Unique earnings,Educated,0.0
1769,[(-24311)-(-8488)],Employee,Unique earnings,Educated,0.0
1770,[(-23646)-(-8655)],Employee,Unique earnings,Educated,0.0
1771,[(-24166)-(-8843)],Employee,Unique earnings,Educated,0.0
1772,[(-23768)-(-8347)],Employee,Unique earnings,Educated,0.0
1773,[(-25140)-(-8111)],Employee,Unique earnings,Educated,0.0
1774,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
1775,[(-24831)-(-9387)],Employee,Unique earnings,Educated,0.0
1776,[(-24575)-(-9270)],Employee,Unique earnings,Educated,0.0
1777,[(-24589)-(-7723)],Employee,Unique earnings,Educated,0.0
1778,[(-23442)-(-8477)],Employee,Unique earnings,Educated,0.0
1779,[(-24831)-(-9387)],Employee,Unique earnings,Educated,0.0
1780,[(-24166)-(-9075)],Employee,Unique earnings,Educated,0.0
1781,[(-24691)-(-9190)],Employee,Unique earnings,Educated,0.0
1782,[(-24166)-(-8482)],Employee,Unique earnings,Educated,0.0
1783,[(-24742)-(-8717)],Employee,Unique earnings,Educated,0.0
1784,[(-24742)-(-8069)],Employee,Unique earnings,Educated,0.0
1785,[(-24206)-(-7489)],Employee,Unique earnings,Educated,0.0
1786,[(-24691)-(-8717)],Employee,Unique earnings,Educated,0.0
1787,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
1788,[(-24831)-(-8477)],Employee,Unique earnings,Educated,0.0
1789,[(-24589)-(-8488)],Employee,Unique earnings,Educated,0.0
1790,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1791,[(-24303)-(-8717)],Employee,Unique earnings,Educated,0.0
1792,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
1793,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
1794,[(-25140)-(-8111)],Employee,Unique earnings,Educated,0.0
1795,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
1796,[(-23442)-(-8477)],Employee,Unique earnings,Educated,0.0
1797,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1798,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
1799,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
1800,[(-24166)-(-8209)],Employee,Unique earnings,Educated,0.0
1801,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
1802,[(-24831)-(-9387)],Employee,Unique earnings,Educated,0.0
1803,[(-23751)-(-8562)],Employee,Unique earnings,Educated,0.0
1804,[(-24303)-(-9119)],Employee,Unique earnings,Educated,0.0
1805,[(-24742)-(-8717)],Employee,Unique earnings,Educated,0.0
1806,[(-23646)-(-8655)],Employee,Unique earnings,Educated,0.0
1807,[(-24691)-(-9800)],Employee,Unique earnings,Educated,0.0
1808,[(-24166)-(-9075)],Employee,Unique earnings,Educated,0.0
1809,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
1810,[(-24691)-(-9190)],Employee,Unique earnings,Educated,0.0
1811,[(-24691)-(-8475)],Employee,Unique earnings,Educated,0.0
1812,[(-24166)-(-8477)],Employee,Unique earnings,Educated,0.0
1813,[(-23646)-(-8655)],Employee,Unique earnings,Educated,0.0
1814,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
1815,[(-23751)-(-8562)],Employee,Unique earnings,Educated,0.0
1816,[(-24311)-(-8488)],Employee,Unique earnings,Educated,0.0
1817,[(-24878)-(-9417)],Employee,Unique earnings,Educated,0.0
1818,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
1819,[(-24691)-(-9461)],Employee,Unique earnings,Educated,0.0
1820,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
1821,[(-24742)-(-8069)],Employee,Unique earnings,Educated,0.0
1822,[(-24311)-(-8655)],Employee,Unique earnings,Educated,0.0
1823,[(-24278)-(-8363)],Employee,Unique earnings,Educated,0.0
1824,[(-24878)-(-9154)],Employee,Unique earnings,Educated,0.0
1825,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
1826,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
1827,[(-24166)-(-8179)],Employee,Unique earnings,Educated,0.0
1828,[(-24482)-(-8489)],Employee,Unique earnings,Educated,0.0
1829,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
1830,[(-24691)-(-8477)],Employee,Unique earnings,Educated,0.0
1831,[(-24831)-(-9087)],Employee,Unique earnings,Educated,0.0
1832,[(-24878)-(-9417)],Employee,Unique earnings,Educated,0.0
1833,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
1834,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
1835,[(-22985)-(-9430)],Employee,Unique earnings,Educated,0.0
1836,[(-24311)-(-8655)],Employee,Unique earnings,Educated,0.0
1837,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
1838,[(-24166)-(-10138)],Employee,Unique earnings,Educated,0.0
1839,[(-23734)-(-8477)],Employee,Unique earnings,Educated,0.0
1840,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1841,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
1842,[(-24278)-(-8363)],Employee,Unique earnings,Educated,0.0
1843,[(-24482)-(-8488)],Employee,Unique earnings,Educated,0.0
1844,[(-24589)-(-9187)],Employee,Unique earnings,Educated,0.0
1845,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
1846,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
1847,[(-24482)-(-9080)],Employee,Unique earnings,Educated,0.0
1848,[(-24691)-(-8477)],Employee,Unique earnings,Educated,0.0
1849,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
1850,[(-25140)-(-8111)],Employee,Unique earnings,Educated,0.0
1851,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
1852,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
1853,[(-24166)-(-8482)],Employee,Unique earnings,Educated,0.0
1854,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
1855,[(-24482)-(-9080)],Employee,Unique earnings,Educated,0.0
1856,[(-24278)-(-8861)],Employee,Unique earnings,Educated,0.0
1857,[(-24878)-(-9417)],Employee,Unique earnings,Educated,0.0
1858,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
1859,[(-24691)-(-8534)],Employee,Unique earnings,Educated,0.0
1860,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
1861,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
1862,[(-23646)-(-8655)],Employee,Unique earnings,Educated,0.0
1863,[(-24278)-(-8861)],Employee,Unique earnings,Educated,0.0
1864,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
1865,[(-24589)-(-8041)],Employee,Unique earnings,Educated,0.0
1866,[(-23868)-(-8533)],Employee,Unique earnings,Educated,0.0
1867,[(-24691)-(-9115)],Employee,Unique earnings,Educated,0.0
1868,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
1869,[(-24878)-(-7723)],Employee,Unique earnings,Educated,0.0
1870,[(-22985)-(-9430)],Employee,Unique earnings,Educated,0.0
1871,[(-24691)-(-9746)],Employee,Unique earnings,Educated,0.0
1872,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1873,[(-24278)-(-8363)],Employee,Unique earnings,Educated,0.0
1874,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1875,[(-24166)-(-9075)],Employee,Unique earnings,Educated,0.0
1876,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
1877,[(-24482)-(-8488)],Employee,Unique earnings,Educated,0.0
1878,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1879,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
1880,[(-24691)-(-9190)],Employee,Unique earnings,Educated,0.0
1881,[(-25140)-(-8111)],Employee,Unique earnings,Educated,0.0
1882,[(-24202)-(-8696)],Employee,Unique earnings,Educated,0.0
1883,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1884,[(-24691)-(-9190)],Employee,Unique earnings,Educated,0.0
1885,[(-24831)-(-9387)],Employee,Unique earnings,Educated,0.0
1886,[(-24691)-(-8717)],Employee,Unique earnings,Educated,0.0
1887,[(-24691)-(-9115)],Employee,Unique earnings,Educated,0.0
1888,[(-23646)-(-8533)],Employee,Unique earnings,Educated,0.0
1889,[(-24575)-(-9270)],Employee,Unique earnings,Educated,0.0
1890,[(-23768)-(-8347)],Employee,Unique earnings,Educated,0.0
1891,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
1892,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
1893,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
1894,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
1895,[(-24878)-(-8489)],Employee,Unique earnings,Educated,0.0
1896,[(-24202)-(-8696)],Employee,Unique earnings,Educated,0.0
1897,[(-24482)-(-8489)],Employee,Unique earnings,Educated,0.0
1898,[(-23868)-(-8231)],Employee,Unique earnings,Educated,0.0
1899,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
1900,[(-23734)-(-8477)],Employee,Unique earnings,Educated,0.0
1901,[(-24202)-(-8603)],Employee,Unique earnings,Educated,0.0
1902,[(-24589)-(-9187)],Employee,Unique earnings,Educated,0.0
1903,[(-24303)-(-8717)],Employee,Unique earnings,Educated,0.0
1904,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
1905,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
1906,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1907,[(-24831)-(-8477)],Employee,Unique earnings,Educated,0.0
1908,[(-24278)-(-8363)],Employee,Unique earnings,Educated,0.0
1909,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
1910,[(-24482)-(-9413)],Employee,Unique earnings,Educated,0.0
1911,[(-24742)-(-8069)],Employee,Unique earnings,Educated,0.0
1912,[(-24278)-(-8893)],Employee,Unique earnings,Educated,0.0
1913,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
1914,[(-24575)-(-9270)],Employee,Unique earnings,Educated,0.0
1915,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
1916,[(-24691)-(-8477)],Employee,Unique earnings,Educated,0.0
1917,[(-24482)-(-8488)],Employee,Unique earnings,Educated,0.0
1918,[(-24311)-(-8655)],Employee,Unique earnings,Educated,0.0
1919,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
1920,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
1921,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
1922,[(-24482)-(-8488)],Employee,Unique earnings,Educated,0.0
1923,[(-24303)-(-8717)],Employee,Unique earnings,Educated,0.0
1924,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1925,[(-24166)-(-8378)],Employee,Unique earnings,Educated,0.0
1926,[(-24166)-(-8378)],Employee,Unique earnings,Educated,0.0
1927,[(-24831)-(-9387)],Employee,Unique earnings,Educated,0.0
1928,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
1929,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
1930,[(-23646)-(-8533)],Employee,Unique earnings,Educated,0.0
1931,[(-24831)-(-8477)],Employee,Unique earnings,Educated,0.0
1932,[(-24166)-(-8209)],Employee,Unique earnings,Educated,0.0
1933,[(-24166)-(-8482)],Employee,Unique earnings,Educated,0.0
1934,[(-24691)-(-9461)],Employee,Unique earnings,Educated,0.0
1935,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
1936,[(-24878)-(-8568)],Employee,Unique earnings,Educated,0.0
1937,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
1938,[(-23768)-(-8520)],Employee,Unique earnings,Educated,0.0
1939,[(-23442)-(-8527)],Employee,Unique earnings,Educated,0.0
1940,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
1941,[(-23886)-(-9839)],Employee,Unique earnings,Educated,0.0
1942,[(-24831)-(-8475)],Employee,Unique earnings,Educated,0.0
1943,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
1944,[(-24878)-(-8568)],Employee,Unique earnings,Educated,0.0
1945,[(-23442)-(-8527)],Employee,Unique earnings,Educated,0.0
1946,[(-24831)-(-8182)],Employee,Unique earnings,Educated,0.0
1947,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
1948,[(-23442)-(-8527)],Employee,Unique earnings,Educated,0.0
1949,[(-24831)-(-8041)],Employee,Unique earnings,Educated,0.0
1950,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
1951,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
1952,[(-24575)-(-9270)],Employee,Unique earnings,Educated,0.0
1953,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
1954,[(-24206)-(-9115)],Employee,Unique earnings,Educated,0.0
1955,[(-25140)-(-8657)],Employee,Unique earnings,Educated,0.0
1956,[(-23868)-(-8231)],Employee,Unique earnings,Educated,0.0
1957,[(-24278)-(-8993)],Employee,Unique earnings,Educated,0.0
1958,[(-23734)-(-8477)],Employee,Unique earnings,Educated,0.0
1959,[(-24831)-(-8520)],Employee,Unique earnings,Educated,0.0
1960,[(-24202)-(-8603)],Employee,Unique earnings,Educated,0.0
1961,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
1962,[(-24878)-(-8568)],Employee,Unique earnings,Educated,0.0
1963,[(-24691)-(-8527)],Employee,Unique earnings,Educated,0.0
1964,[(-23570)-(-8568)],Employee,Unique earnings,Educated,0.0
1965,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
1966,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
1967,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
1968,[(-24202)-(-8696)],Employee,Unique earnings,Educated,0.0
1969,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
1970,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
1971,[(-24202)-(-8696)],Employee,Unique earnings,Educated,0.0
1972,[(-23768)-(-9547)],Employee,Unique earnings,Educated,0.0
1973,[(-25140)-(-8657)],Employee,Unique earnings,Educated,0.0
1974,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
1975,[(-24303)-(-9119)],Employee,Unique earnings,Educated,0.0
1976,[(-24691)-(-9115)],Employee,Unique earnings,Educated,0.0
1977,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
1978,[(-24166)-(-10138)],Employee,Unique earnings,Educated,0.0
1979,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
1980,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
1981,[(-24691)-(-8475)],Employee,Unique earnings,Educated,0.0
1982,[(-24742)-(-8069)],Employee,Unique earnings,Educated,0.0
1983,[(-24691)-(-9800)],Employee,Unique earnings,Educated,0.0
1984,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
1985,[(-24629)-(-9190)],Employee,Unique earnings,Educated,0.0
1986,[(-24691)-(-8534)],Employee,Unique earnings,Educated,0.0
1987,[(-24691)-(-9746)],Employee,Unique earnings,Educated,0.0
1988,[(-24067)-(-8533)],Employee,Unique earnings,Educated,0.0
1989,[(-24589)-(-7723)],Employee,Unique earnings,Educated,0.0
1990,[(-24067)-(-8533)],Employee,Unique earnings,Educated,0.0
1991,[(-24878)-(-8489)],Employee,Unique earnings,Educated,0.0
1992,[(-23868)-(-8231)],Employee,Unique earnings,Educated,0.0
1993,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
1994,[(-24878)-(-9417)],Employee,Unique earnings,Educated,0.0
1995,[(-24742)-(-8717)],Employee,Unique earnings,Educated,0.0
1996,[(-24166)-(-8179)],Employee,Unique earnings,Educated,0.0
1997,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
1998,[(-24589)-(-8655)],Employee,Unique earnings,Educated,0.0
1999,[(-24691)-(-9130)],Employee,Unique earnings,Educated,0.0
2000,[(-23751)-(-8562)],Employee,Unique earnings,Educated,0.0
2001,[(-23303)-(-8182)],Employee,Unique earnings,Educated,0.0
2002,[(-24691)-(-9746)],Employee,Unique earnings,Educated,0.0
2003,[(-24166)-(-8482)],Employee,Unique earnings,Educated,0.0
2004,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
2005,[(-24691)-(-8843)],Employee,Unique earnings,Educated,0.0
2006,[(-24691)-(-9746)],Employee,Unique earnings,Educated,0.0
2007,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
2008,[(-24878)-(-9928)],Employee,Unique earnings,Educated,0.0
2009,[(-24691)-(-8843)],Employee,Unique earnings,Educated,0.0
2010,[(-23868)-(-8231)],Employee,Unique earnings,Educated,0.0
2011,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
2012,[(-23886)-(-9080)],Employee,Unique earnings,Educated,0.0
2013,[(-23646)-(-8655)],Employee,Unique earnings,Educated,0.0
2014,[(-24742)-(-8069)],Employee,Unique earnings,Educated,0.0
2015,[(-24691)-(-8111)],Employee,Unique earnings,Educated,0.0
2016,[(-23886)-(-8843)],Employee,Unique earnings,Educated,0.0
2017,[(-23646)-(-8533)],Employee,Unique earnings,Educated,0.0
2018,[(-24278)-(-8861)],Employee,Unique earnings,Educated,0.0
2019,[(-23868)-(-8231)],Employee,Unique earnings,Educated,0.0
2020,[(-25140)-(-9187)],Employee,Unique earnings,Educated,0.0
2021,[(-24166)-(-8378)],Employee,Unique earnings,Educated,0.0
2022,[(-23751)-(-8562)],Employee,Unique earnings,Educated,0.0
2023,[(-24831)-(-8738)],Employee,Unique earnings,Educated,0.0
2024,[(-23442)-(-8527)],Employee,Unique earnings,Educated,0.0
2025,[(-24831)-(-8475)],Employee,Unique earnings,Educated,0.0
2026,[(-24278)-(-8893)],Employee,Unique earnings,Educated,0.0
2027,[(-24831)-(-8781)],Employee,Unique earnings,Educated,0.0
2028,[(-23768)-(-8347)],Employee,Unique earnings,Educated,0.0
2029,[(-24831)-(-8696)],Employee,Unique earnings,Educated,0.0
2030,[(-24742)-(-8717)],Employee,Unique earnings,Educated,0.0
2031,[(-24166)-(-8179)],Employee,Unique earnings,Educated,0.0
2032,[(-24831)-(-8145)],Employee,Unique earnings,Educated,0.0
2033,[(-24629)-(-9190)],Employee,Unique earnings,Educated,0.0
2034,[(-24691)-(-9746)],Employee,Unique earnings,Educated,0.0
2035,[(-24589)-(-8696)],Employee,Unique earnings,Educated,0.0
2036,[(-23868)-(-8533)],Employee,Unique earnings,Educated,0.0
2037,[(-24691)-(-9380)],Employee,Unique earnings,Educated,0.0
2038,[(-24691)-(-8534)],Employee,Unique earnings,Educated,0.0
2039,[(-24831)-(-8738)],Employee,Unique earnings,Educated,0.0
2040,[(-24742)-(-8069)],Employee,Unique earnings,Educated,0.0
2041,[(-24831)-(-8520)],Employee,Unique earnings,Educated,0.0
2042,[(-24589)-(-9187)],Employee,Unique earnings,Educated,0.0
2043,[(-25140)-(-8657)],Employee,Unique earnings,Educated,0.0
2044,[(-23734)-(-8477)],Employee,Unique earnings,Educated,0.0
2045,[(-24742)-(-8717)],Employee,Unique earnings,Educated,0.0
2046,[(-24691)-(-8655)],Employee,Unique earnings,Educated,0.0
2047,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
2048,[(-24691)-(-8477)],Employee,Unique earnings,Educated,0.0
2049,[(-24166)-(-8482)],Employee,Unique earnings,Educated,0.0
2050,[(-24831)-(-8351)],Employee,Unique earnings,Educated,0.0
2051,[(-24691)-(-8477)],Employee,Unique earnings,Educated,0.0
2052,[(-24878)-(-8993)],Employee,Unique earnings,Educated,0.0
2053,[(-24742)-(-8069)],Employee,Unique earnings,Educated,0.0
2054,[(-24303)-(-8717)],Employee,Unique earnings,Educated,0.0
2055,[(-24482)-(-8489)],Employee,Unique earnings,Educated,0.0
