id,Anonym_age,Anonym_race,Anonym_sex,Anonym_workclass,Anonym_income,prediction
1400,50,Person,Adult,Employee,>50K,0.0
1401,[40-41],Person,Adult,Employee,<=50K,0.0
1402,55,Person,Adult,Employee,<=50K,0.0
1403,50,Person,Adult,Employee,<=50K,0.0
1404,31,Person,Adult,Employee,<=50K,0.0
1405,[42-43],Person,Adult,Employee,<=50K,0.0
1406,24,Person,Adult,Employee,>50K,0.0
1407,30,Person,Adult,Employee,<=50K,0.0
1408,39,Person,Adult,Employee,>50K,0.0
1409,37,Person,Adult,Employee,<=50K,0.0
1410,33,Person,Adult,Employee,<=50K,0.0
1411,[48-49],Person,Adult,Employee,<=50K,0.0
1412,43,Person,Adult,Employee,<=50K,0.0
1413,39,Person,Adult,Employee,>50K,0.0
1414,53,Person,Adult,Employee,>50K,0.0
1415,52,Person,Adult,Employee,<=50K,0.0
1416,28,Person,Adult,Employee,<=50K,0.0
1417,32,Person,Adult,Employee,<=50K,0.0
1418,31,Person,Adult,Employee,>50K,0.0
1419,[30-31],Person,Adult,Employee,>50K,0.0
1420,[46-47],Person,Adult,Employee,<=50K,0.0
1421,[18-19],Person,Adult,Employee,<=50K,0.0
1422,40,Person,Adult,Employee,<=50K,0.0
1423,40,Person,Adult,Employee,<=50K,0.0
1424,41,Person,Adult,Employee,<=50K,0.0
1425,53,Person,Adult,Employee,<=50K,0.0
1426,46,Person,Adult,Employee,<=50K,0.0
1427,45,Person,Adult,Employee,>50K,0.0
1428,[38-39],Person,Adult,Employee,<=50K,0.0
1429,19,Person,Adult,Employee,<=50K,0.0
1430,57,Person,Adult,Employee,>50K,0.0
1431,49,Person,Adult,Employee,<=50K,0.0
1432,[58-59],Person,Adult,Employee,<=50K,0.0
1433,[31-32],Person,Adult,Employee,>50K,0.0
1434,18,Person,Adult,Employee,<=50K,0.0
1435,[34-35],Person,Adult,Employee,<=50K,0.0
1436,58,Person,Adult,Employee,<=50K,0.0
1437,28,Person,Adult,Employee,<=50K,0.0
1438,36,Person,Adult,Employee,>50K,0.0
1439,41,Person,Adult,Employee,<=50K,0.0
1440,47,Person,Adult,Employee,>50K,0.0
1441,50,Person,Adult,Employee,<=50K,0.0
1442,[60-61],Person,Adult,Employee,<=50K,0.0
1443,36,Person,Adult,Employee,>50K,0.0
1444,38,Person,Adult,Employee,<=50K,0.0
1445,56,Person,Adult,Employee,>50K,0.0
1446,50,Person,Adult,Employee,<=50K,0.0
1447,45,Person,Adult,Employee,<=50K,0.0
1448,44,Person,Adult,Employee,<=50K,0.0
1449,51,Person,Adult,Employee,>50K,0.0
1450,44,Person,Adult,Employee,>50K,0.0
1451,25,Person,Adult,Employee,<=50K,0.0
1452,60,Person,Adult,Employee,<=50K,0.0
1453,17,Person,Adult,Employee,<=50K,0.0
1454,49,Person,Adult,Employee,>50K,0.0
1455,46,Person,Adult,Employee,>50K,0.0
1456,[55-56],Person,Adult,Employee,<=50K,0.0
1457,25,Person,Adult,Employee,<=50K,0.0
1458,22,Person,Adult,Employee,<=50K,0.0
1459,[74-78],Person,Adult,Employee,<=50K,0.0
1460,41,Person,Adult,Employee,>50K,0.0
1461,48,Person,Adult,Employee,>50K,0.0
1462,46,Person,Adult,Employee,<=50K,0.0
1463,30,Person,Adult,Employee,>50K,0.0
1464,39,Person,Adult,Employee,>50K,0.0
1465,40,Person,Adult,Employee,<=50K,0.0
1466,[69-72],Person,Adult,Employee,<=50K,0.0
1467,[35-36],Person,Adult,Employee,<=50K,0.0
1468,49,Person,Adult,Employee,<=50K,0.0
1469,[24-25],Person,Adult,Employee,<=50K,0.0
1470,40,Person,Adult,Employee,>50K,0.0
1471,[60-61],Person,Adult,Employee,>50K,0.0
1472,25,Person,Adult,Employee,<=50K,0.0
1473,28,Person,Adult,Employee,<=50K,0.0
1474,[69-72],Person,Adult,Employee,<=50K,0.0
1475,22,Person,Adult,Employee,<=50K,0.0
1476,[46-47],Person,Adult,Employee,<=50K,0.0
1477,38,Person,Adult,Employee,<=50K,0.0
1478,26,Person,Adult,Employee,<=50K,0.0
1479,17,Person,Adult,Employee,<=50K,0.0
1480,33,Person,Adult,Employee,<=50K,0.0
1481,43,Person,Adult,Employee,<=50K,0.0
1482,58,Person,Adult,Employee,>50K,0.0
1483,53,Person,Adult,Employee,>50K,0.0
1484,26,Person,Adult,Employee,<=50K,0.0
1485,43,Person,Adult,Employee,>50K,0.0
1486,31,Person,Adult,Employee,<=50K,0.0
1487,30,Person,Adult,Employee,<=50K,0.0
1488,[25-26],Person,Adult,Employee,<=50K,0.0
1489,57,Person,Adult,Employee,<=50K,0.0
1490,37,Person,Adult,Employee,>50K,0.0
1491,32,Person,Adult,Employee,<=50K,0.0
1492,26,Person,Adult,Employee,<=50K,0.0
1493,[45-46],Person,Adult,Employee,>50K,0.0
1494,[53-54],Person,Adult,Employee,>50K,0.0
1495,27,Person,Adult,Employee,<=50K,0.0
1496,[28-29],Person,Adult,Employee,>50K,0.0
1497,[32-33],Person,Adult,Employee,>50K,0.0
1498,35,Person,Adult,Employee,<=50K,0.0
1499,36,Person,Adult,Employee,>50K,0.0
1500,[18-19],Person,Adult,Employee,<=50K,0.0
1501,37,Person,Adult,Employee,>50K,0.0
1502,49,Person,Adult,Employee,<=50K,0.0
1503,20,Person,Adult,Employee,<=50K,0.0
1504,64,Person,Adult,Employee,>50K,0.0
1505,[59-60],Person,Adult,Employee,<=50K,0.0
1506,32,Person,Adult,Employee,<=50K,0.0
1507,58,Person,Adult,Employee,<=50K,0.0
1508,[42-43],Person,Adult,Employee,<=50K,0.0
1509,20,Person,Adult,Employee,<=50K,0.0
1510,42,Person,Adult,Employee,<=50K,0.0
1511,25,Person,Adult,Employee,<=50K,0.0
1512,[29-30],Person,Adult,Employee,>50K,0.0
1513,37,Person,Adult,Employee,>50K,0.0
1514,[65-66],Person,Adult,Employee,<=50K,0.0
1515,[58-59],Person,Adult,Employee,>50K,0.0
1516,44,Person,Adult,Employee,<=50K,0.0
1517,46,Person,Adult,Employee,>50K,0.0
1518,59,Person,Adult,Employee,<=50K,0.0
1519,25,Person,Adult,Employee,<=50K,0.0
1520,17,Person,Adult,Employee,<=50K,0.0
1521,[47-48],Person,Adult,Employee,<=50K,0.0
1522,47,Person,Adult,Employee,<=50K,0.0
1523,[29-30],Person,Adult,Employee,<=50K,0.0
1524,20,Person,Adult,Employee,<=50K,0.0
1525,26,Person,Adult,Employee,<=50K,0.0
1526,20,Person,Adult,Employee,<=50K,0.0
1527,[32-33],Person,Adult,Employee,<=50K,0.0
1528,48,Person,Adult,Employee,<=50K,0.0
1529,52,Person,Adult,Employee,>50K,0.0
1530,37,Person,Adult,Employee,<=50K,0.0
1531,47,Person,Adult,Employee,<=50K,0.0
1532,40,Person,Adult,Employee,>50K,0.0
1533,48,Person,Adult,Employee,>50K,0.0
1534,49,Person,Adult,Employee,>50K,0.0
1535,50,Person,Adult,Employee,<=50K,0.0
1536,30,Person,Adult,Employee,<=50K,0.0
1537,34,Person,Adult,Employee,<=50K,0.0
1538,43,Person,Adult,Employee,<=50K,0.0
1539,22,Person,Adult,Employee,<=50K,0.0
1540,35,Person,Adult,Employee,<=50K,0.0
1541,26,Person,Adult,Employee,<=50K,0.0
1542,[62-63],Person,Adult,Employee,<=50K,0.0
1543,[38-39],Person,Adult,Employee,<=50K,0.0
1544,[58-59],Person,Adult,Employee,<=50K,0.0
1545,[68-69],Person,Adult,Employee,<=50K,0.0
1546,27,Person,Adult,Employee,<=50K,0.0
1547,17,Person,Adult,Employee,<=50K,0.0
1548,38,Person,Adult,Employee,<=50K,0.0
1549,41,Person,Adult,Employee,>50K,0.0
1550,[27-28],Person,Adult,Employee,<=50K,0.0
1551,23,Person,Adult,Employee,<=50K,0.0
1552,17,Person,Adult,Employee,<=50K,0.0
1553,56,Person,Adult,Employee,<=50K,0.0
1554,[24-25],Person,Adult,Employee,<=50K,0.0
1555,[62-63],Person,Adult,Employee,>50K,0.0
1556,44,Person,Adult,Employee,<=50K,0.0
1557,[22-23],Person,Adult,Employee,<=50K,0.0
1558,41,Person,Adult,Employee,<=50K,0.0
1559,25,Person,Adult,Employee,<=50K,0.0
1560,21,Person,Adult,Employee,<=50K,0.0
1561,[17-18],Person,Adult,Employee,<=50K,0.0
1562,45,Person,Adult,Employee,<=50K,0.0
1563,[74-78],Person,Adult,Employee,>50K,0.0
1564,51,Person,Adult,Employee,<=50K,0.0
1565,42,Person,Adult,Employee,<=50K,0.0
1566,[47-48],Person,Adult,Employee,<=50K,0.0
1567,29,Person,Adult,Employee,<=50K,0.0
1568,33,Person,Adult,Employee,<=50K,0.0
1569,43,Person,Adult,Employee,<=50K,0.0
1570,20,Person,Adult,Employee,<=50K,0.0
1571,19,Person,Adult,Employee,<=50K,0.0
1572,44,Person,Adult,Employee,>50K,0.0
1573,24,Person,Adult,Employee,<=50K,0.0
1574,[19-20],Person,Adult,Employee,<=50K,0.0
1575,49,Person,Adult,Employee,<=50K,0.0
1576,52,Person,Adult,Employee,<=50K,0.0
1577,38,Person,Adult,Employee,<=50K,0.0
1578,24,Person,Adult,Employee,<=50K,0.0
1579,32,Person,Adult,Employee,<=50K,0.0
1580,[72-74],Person,Adult,Employee,<=50K,0.0
1581,26,Person,Adult,Employee,>50K,0.0
1582,31,Person,Adult,Employee,<=50K,0.0
1583,29,Person,Adult,Employee,<=50K,0.0
1584,39,Person,Adult,Employee,>50K,0.0
1585,48,Person,Adult,Employee,<=50K,0.0
1586,[40-41],Person,Adult,Employee,>50K,0.0
1587,51,Person,Adult,Employee,<=50K,0.0
1588,28,Person,Adult,Employee,<=50K,0.0
1589,22,Person,Adult,Employee,<=50K,0.0
1590,23,Person,Adult,Employee,<=50K,0.0
1591,[64-65],Person,Adult,Employee,<=50K,0.0
1592,26,Person,Adult,Employee,<=50K,0.0
1593,20,Person,Adult,Employee,<=50K,0.0
1594,55,Person,Adult,Employee,>50K,0.0
1595,38,Person,Adult,Employee,<=50K,0.0
1596,33,Person,Adult,Employee,>50K,0.0
1597,33,Person,Adult,Employee,<=50K,0.0
1598,[37-38],Person,Adult,Employee,<=50K,0.0
1599,[19-20],Person,Adult,Employee,<=50K,0.0
1600,24,Person,Adult,Employee,<=50K,0.0
1601,[29-30],Person,Adult,Employee,<=50K,0.0
1602,57,Person,Adult,Employee,<=50K,0.0
1603,[22-23],Person,Adult,Employee,<=50K,0.0
1604,57,Person,Adult,Employee,>50K,0.0
1605,46,Person,Adult,Employee,<=50K,0.0
1606,[66-68],Person,Adult,Employee,<=50K,0.0
1607,35,Person,Adult,Employee,<=50K,0.0
1608,[46-47],Person,Adult,Employee,<=50K,0.0
1609,[38-39],Person,Adult,Employee,<=50K,0.0
1610,50,Person,Adult,Employee,<=50K,0.0
1611,58,Person,Adult,Employee,<=50K,0.0
1612,36,Person,Adult,Employee,>50K,0.0
1613,45,Person,Adult,Employee,>50K,0.0
1614,54,Person,Adult,Employee,>50K,0.0
1615,26,Person,Adult,Employee,<=50K,0.0
1616,60,Person,Adult,Employee,>50K,0.0
1617,46,Person,Adult,Employee,>50K,0.0
1618,26,Person,Adult,Employee,<=50K,0.0
1619,32,Person,Adult,Employee,<=50K,0.0
1620,38,Person,Adult,Employee,<=50K,0.0
1621,48,Person,Adult,Employee,>50K,0.0
1622,44,Person,Adult,Employee,>50K,0.0
1623,37,Person,Adult,Employee,<=50K,0.0
1624,44,Person,Adult,Employee,<=50K,0.0
1625,31,Person,Adult,Employee,<=50K,0.0
1626,[60-61],Person,Adult,Employee,>50K,0.0
1627,[50-51],Person,Adult,Employee,<=50K,0.0
1628,[52-53],Person,Adult,Employee,>50K,0.0
1629,45,Person,Adult,Employee,<=50K,0.0
1630,36,Person,Adult,Employee,<=50K,0.0
1631,39,Person,Adult,Employee,<=50K,0.0
1632,[66-68],Person,Adult,Employee,<=50K,0.0
1633,40,Person,Adult,Employee,>50K,0.0
1634,27,Person,Adult,Employee,<=50K,0.0
1635,37,Person,Adult,Employee,<=50K,0.0
1636,57,Person,Adult,Employee,>50K,0.0
1637,27,Person,Adult,Employee,<=50K,0.0
1638,28,Person,Adult,Employee,<=50K,0.0
1639,34,Person,Adult,Employee,>50K,0.0
1640,[53-54],Person,Adult,Employee,>50K,0.0
1641,52,Person,Adult,Employee,<=50K,0.0
1642,[42-43],Person,Adult,Employee,>50K,0.0
1643,48,Person,Adult,Employee,>50K,0.0
1644,[64-65],Person,Adult,Employee,>50K,0.0
1645,55,Person,Adult,Employee,<=50K,0.0
1646,[69-72],Person,Adult,Employee,>50K,0.0
1647,[33-34],Person,Adult,Employee,<=50K,0.0
1648,[29-30],Person,Adult,Employee,<=50K,0.0
1649,35,Person,Adult,Employee,>50K,0.0
1650,59,Person,Adult,Employee,<=50K,0.0
1651,19,Person,Adult,Employee,<=50K,0.0
1652,36,Person,Adult,Employee,<=50K,0.0
1653,26,Person,Adult,Employee,<=50K,0.0
1654,34,Person,Adult,Employee,<=50K,0.0
1655,41,Person,Adult,Employee,>50K,0.0
1656,[44-45],Person,Adult,Employee,>50K,0.0
1657,26,Person,Adult,Employee,<=50K,0.0
1658,47,Person,Adult,Employee,<=50K,0.0
1659,18,Person,Adult,Employee,<=50K,0.0
1660,55,Person,Adult,Employee,<=50K,0.0
1661,[49-50],Person,Adult,Employee,<=50K,0.0
1662,44,Person,Adult,Employee,>50K,0.0
1663,43,Person,Adult,Employee,<=50K,0.0
1664,[61-62],Person,Adult,Employee,<=50K,0.0
1665,44,Person,Adult,Employee,<=50K,0.0
1666,[39-40],Person,Adult,Employee,<=50K,0.0
1667,50,Person,Adult,Employee,>50K,0.0
1668,[34-35],Person,Adult,Employee,<=50K,0.0
1669,[52-53],Person,Adult,Employee,<=50K,0.0
1670,46,Person,Adult,Employee,>50K,0.0
1671,44,Person,Adult,Employee,>50K,0.0
1672,43,Person,Adult,Employee,<=50K,0.0
1673,[50-51],Person,Adult,Employee,<=50K,0.0
1674,20,Person,Adult,Employee,<=50K,0.0
1675,[47-48],Person,Adult,Employee,>50K,0.0
1676,43,Person,Adult,Employee,<=50K,0.0
1677,64,Person,Adult,Employee,>50K,0.0
1678,24,Person,Adult,Employee,<=50K,0.0
1679,27,Person,Adult,Employee,<=50K,0.0
1680,32,Person,Adult,Employee,<=50K,0.0
1681,[37-38],Person,Adult,Employee,<=50K,0.0
1682,26,Person,Adult,Employee,<=50K,0.0
1683,43,Person,Adult,Employee,>50K,0.0
1684,50,Person,Adult,Employee,<=50K,0.0
1685,20,Person,Adult,Employee,<=50K,0.0
1686,37,Person,Adult,Employee,>50K,0.0
1687,[43-44],Person,Adult,Employee,<=50K,0.0
1688,[37-38],Person,Adult,Employee,>50K,0.0
1689,[53-54],Person,Adult,Employee,<=50K,0.0
1690,44,Person,Adult,Employee,>50K,0.0
1691,25,Person,Adult,Employee,<=50K,0.0
1692,17,Person,Adult,Employee,<=50K,0.0
1693,[18-19],Person,Adult,Employee,<=50K,0.0
1694,53,Person,Adult,Employee,>50K,0.0
1695,44,Person,Adult,Employee,<=50K,0.0
1696,51,Person,Adult,Employee,>50K,0.0
1697,49,Person,Adult,Employee,<=50K,0.0
1698,[35-36],Person,Adult,Employee,<=50K,0.0
1699,44,Person,Adult,Employee,<=50K,0.0
1700,54,Person,Adult,Employee,<=50K,0.0
1701,37,Person,Adult,Employee,<=50K,0.0
1702,[17-18],Person,Adult,Employee,<=50K,0.0
1703,24,Person,Adult,Employee,<=50K,0.0
1704,29,Person,Adult,Employee,<=50K,0.0
1705,22,Person,Adult,Employee,<=50K,0.0
1706,35,Person,Adult,Employee,<=50K,0.0
1707,56,Person,Adult,Employee,>50K,0.0
1708,[32-33],Person,Adult,Employee,<=50K,0.0
1709,[24-25],Person,Adult,Employee,<=50K,0.0
1710,43,Person,Adult,Employee,>50K,0.0
1711,[72-74],Person,Adult,Employee,<=50K,0.0
1712,47,Person,Adult,Employee,<=50K,0.0
1713,49,Person,Adult,Employee,<=50K,0.0
1714,38,Person,Adult,Employee,>50K,0.0
1715,[30-31],Person,Adult,Employee,<=50K,0.0
1716,[38-39],Person,Adult,Employee,<=50K,0.0
1717,42,Person,Adult,Employee,<=50K,0.0
1718,41,Person,Adult,Employee,>50K,0.0
1719,35,Person,Adult,Employee,>50K,0.0
1720,38,Person,Adult,Employee,<=50K,0.0
1721,31,Person,Adult,Employee,<=50K,0.0
1722,51,Person,Adult,Employee,<=50K,0.0
1723,38,Person,Adult,Employee,>50K,0.0
1724,40,Person,Adult,Employee,>50K,0.0
1725,21,Person,Adult,Employee,<=50K,0.0
1726,44,Person,Adult,Employee,<=50K,0.0
1727,55,Person,Adult,Employee,>50K,0.0
1728,29,Person,Adult,Employee,<=50K,0.0
1729,49,Person,Adult,Employee,>50K,0.0
1730,31,Person,Adult,Employee,<=50K,0.0
1731,[24-25],Person,Adult,Employee,<=50K,0.0
1732,46,Person,Adult,Employee,<=50K,0.0
1733,26,Person,Adult,Employee,<=50K,0.0
1734,35,Person,Adult,Employee,<=50K,0.0
1735,27,Person,Adult,Employee,<=50K,0.0
1736,64,Person,Adult,Employee,>50K,0.0
1737,26,Person,Adult,Employee,<=50K,0.0
1738,21,Person,Adult,Employee,<=50K,0.0
1739,[44-45],Person,Adult,Employee,>50K,0.0
1740,57,Person,Adult,Employee,<=50K,0.0
1741,30,Person,Adult,Employee,>50K,0.0
1742,[44-45],Person,Adult,Employee,<=50K,0.0
1743,50,Person,Adult,Employee,<=50K,0.0
1744,38,Person,Adult,Employee,<=50K,0.0
1745,43,Person,Adult,Employee,<=50K,0.0
1746,42,Person,Adult,Employee,<=50K,0.0
1747,32,Person,Adult,Employee,<=50K,0.0
1748,20,Person,Adult,Employee,<=50K,0.0
1749,27,Person,Adult,Employee,<=50K,0.0
1750,45,Person,Adult,Employee,<=50K,0.0
1751,40,Person,Adult,Employee,<=50K,0.0
1752,38,Person,Adult,Employee,<=50K,0.0
1753,[36-37],Person,Adult,Employee,<=50K,0.0
1754,60,Person,Adult,Employee,<=50K,0.0
1755,53,Person,Adult,Employee,>50K,0.0
1756,25,Person,Adult,Employee,<=50K,0.0
1757,[47-48],Person,Adult,Employee,<=50K,0.0
1758,40,Person,Adult,Employee,<=50K,0.0
1759,[50-51],Person,Adult,Employee,<=50K,0.0
1760,[19-20],Person,Adult,Employee,<=50K,0.0
1761,[41-42],Person,Adult,Employee,>50K,0.0
1762,[64-65],Person,Adult,Employee,<=50K,0.0
1763,41,Person,Adult,Employee,<=50K,0.0
1764,28,Person,Adult,Employee,<=50K,0.0
1765,46,Person,Adult,Employee,>50K,0.0
1766,49,Person,Adult,Employee,>50K,0.0
1767,24,Person,Adult,Employee,<=50K,0.0
1768,[32-33],Person,Adult,Employee,<=50K,0.0
1769,[69-72],Person,Adult,Employee,<=50K,0.0
1770,26,Person,Adult,Employee,>50K,0.0
1771,29,Person,Adult,Employee,<=50K,0.0
1772,50,Person,Adult,Employee,>50K,0.0
1773,51,Person,Adult,Employee,>50K,0.0
1774,17,Person,Adult,Employee,<=50K,0.0
1775,49,Person,Adult,Employee,>50K,0.0
1776,31,Person,Adult,Employee,<=50K,0.0
1777,[23-24],Person,Adult,Employee,<=50K,0.0
1778,[59-60],Person,Adult,Employee,<=50K,0.0
1779,17,Person,Adult,Employee,<=50K,0.0
1780,43,Person,Adult,Employee,>50K,0.0
1781,38,Person,Adult,Employee,>50K,0.0
1782,37,Person,Adult,Employee,<=50K,0.0
1783,29,Person,Adult,Employee,<=50K,0.0
1784,[38-39],Person,Adult,Employee,>50K,0.0
1785,31,Person,Adult,Employee,<=50K,0.0
1786,42,Person,Adult,Employee,>50K,0.0
1787,35,Person,Adult,Employee,>50K,0.0
1788,39,Person,Adult,Employee,>50K,0.0
1789,40,Person,Adult,Employee,<=50K,0.0
1790,[65-66],Person,Adult,Employee,<=50K,0.0
1791,30,Person,Adult,Employee,<=50K,0.0
1792,43,Person,Adult,Employee,<=50K,0.0
1793,47,Person,Adult,Employee,<=50K,0.0
1794,45,Person,Adult,Employee,<=50K,0.0
1795,31,Person,Adult,Employee,<=50K,0.0
1796,33,Person,Adult,Employee,>50K,0.0
1797,32,Person,Adult,Employee,<=50K,0.0
1798,28,Person,Adult,Employee,<=50K,0.0
1799,50,Person,Adult,Employee,>50K,0.0
1800,[63-64],Person,Adult,Employee,<=50K,0.0
1801,28,Person,Adult,Employee,<=50K,0.0
1802,[38-39],Person,Adult,Employee,<=50K,0.0
1803,[51-52],Person,Adult,Employee,<=50K,0.0
1804,38,Person,Adult,Employee,>50K,0.0
1805,41,Person,Adult,Employee,<=50K,0.0
1806,50,Person,Adult,Employee,<=50K,0.0
1807,[58-59],Person,Adult,Employee,<=50K,0.0
1808,32,Person,Adult,Employee,<=50K,0.0
1809,[72-74],Person,Adult,Employee,<=50K,0.0
1810,52,Person,Adult,Employee,<=50K,0.0
1811,57,Person,Adult,Employee,<=50K,0.0
1812,35,Person,Adult,Employee,>50K,0.0
1813,51,Person,Adult,Employee,>50K,0.0
1814,22,Person,Adult,Employee,<=50K,0.0
1815,49,Person,Adult,Employee,>50K,0.0
1816,[21-22],Person,Adult,Employee,<=50K,0.0
1817,46,Person,Adult,Employee,<=50K,0.0
1818,[48-49],Person,Adult,Employee,<=50K,0.0
1819,52,Person,Adult,Employee,<=50K,0.0
1820,43,Person,Adult,Employee,>50K,0.0
1821,25,Person,Adult,Employee,<=50K,0.0
1822,31,Person,Adult,Employee,<=50K,0.0
1823,[18-19],Person,Adult,Employee,<=50K,0.0
1824,19,Person,Adult,Employee,<=50K,0.0
1825,[50-51],Person,Adult,Employee,>50K,0.0
1826,51,Person,Adult,Employee,>50K,0.0
1827,22,Person,Adult,Employee,>50K,0.0
1828,37,Person,Adult,Employee,<=50K,0.0
1829,[19-20],Person,Adult,Employee,<=50K,0.0
1830,[45-46],Person,Adult,Employee,<=50K,0.0
1831,21,Person,Adult,Employee,<=50K,0.0
1832,52,Person,Adult,Employee,<=50K,0.0
1833,46,Person,Adult,Employee,<=50K,0.0
1834,42,Person,Adult,Employee,<=50K,0.0
1835,56,Person,Adult,Employee,<=50K,0.0
1836,23,Person,Adult,Employee,<=50K,0.0
1837,58,Person,Adult,Employee,<=50K,0.0
1838,[69-72],Person,Adult,Employee,<=50K,0.0
1839,30,Person,Adult,Employee,<=50K,0.0
1840,45,Person,Adult,Employee,<=50K,0.0
1841,23,Person,Adult,Employee,<=50K,0.0
1842,34,Person,Adult,Employee,<=50K,0.0
1843,38,Person,Adult,Employee,<=50K,0.0
1844,24,Person,Adult,Employee,<=50K,0.0
1845,[53-54],Person,Adult,Employee,<=50K,0.0
1846,45,Person,Adult,Employee,<=50K,0.0
1847,[21-22],Person,Adult,Employee,<=50K,0.0
1848,21,Person,Adult,Employee,<=50K,0.0
1849,34,Person,Adult,Employee,<=50K,0.0
1850,32,Person,Adult,Employee,>50K,0.0
1851,21,Person,Adult,Employee,<=50K,0.0
1852,[63-64],Person,Adult,Employee,<=50K,0.0
1853,[22-23],Person,Adult,Employee,<=50K,0.0
1854,28,Person,Adult,Employee,<=50K,0.0
1855,29,Person,Adult,Employee,<=50K,0.0
1856,25,Person,Adult,Employee,<=50K,0.0
1857,44,Person,Adult,Employee,<=50K,0.0
1858,18,Person,Adult,Employee,<=50K,0.0
1859,26,Person,Adult,Employee,<=50K,0.0
1860,47,Person,Adult,Employee,>50K,0.0
1861,23,Person,Adult,Employee,<=50K,0.0
1862,46,Person,Adult,Employee,<=50K,0.0
1863,[60-61],Person,Adult,Employee,>50K,0.0
1864,25,Person,Adult,Employee,<=50K,0.0
1865,38,Person,Adult,Employee,>50K,0.0
1866,60,Person,Adult,Employee,<=50K,0.0
1867,23,Person,Adult,Employee,<=50K,0.0
1868,36,Person,Adult,Employee,<=50K,0.0
1869,46,Person,Adult,Employee,<=50K,0.0
1870,32,Person,Adult,Employee,>50K,0.0
1871,40,Person,Adult,Employee,<=50K,0.0
1872,31,Person,Adult,Employee,<=50K,0.0
1873,31,Person,Adult,Employee,>50K,0.0
1874,32,Person,Adult,Employee,<=50K,0.0
1875,21,Person,Adult,Employee,<=50K,0.0
1876,[63-64],Person,Adult,Employee,>50K,0.0
1877,44,Person,Adult,Employee,>50K,0.0
1878,42,Person,Adult,Employee,<=50K,0.0
1879,[23-24],Person,Adult,Employee,<=50K,0.0
1880,[29-30],Person,Adult,Employee,<=50K,0.0
1881,24,Person,Adult,Employee,<=50K,0.0
1882,42,Person,Adult,Employee,>50K,0.0
1883,44,Person,Adult,Employee,>50K,0.0
1884,27,Person,Adult,Employee,<=50K,0.0
1885,27,Person,Adult,Employee,<=50K,0.0
1886,22,Person,Adult,Employee,<=50K,0.0
1887,[68-69],Person,Adult,Employee,<=50K,0.0
1888,[54-55],Person,Adult,Employee,>50K,0.0
1889,22,Person,Adult,Employee,<=50K,0.0
1890,25,Person,Adult,Employee,<=50K,0.0
1891,[68-69],Person,Adult,Employee,<=50K,0.0
1892,62,Person,Adult,Employee,<=50K,0.0
1893,26,Person,Adult,Employee,<=50K,0.0
1894,34,Person,Adult,Employee,>50K,0.0
1895,[68-69],Person,Adult,Employee,<=50K,0.0
1896,[42-43],Person,Adult,Employee,>50K,0.0
1897,45,Person,Adult,Employee,<=50K,0.0
1898,26,Person,Adult,Employee,<=50K,0.0
1899,25,Person,Adult,Employee,<=50K,0.0
1900,23,Person,Adult,Employee,<=50K,0.0
1901,29,Person,Adult,Employee,<=50K,0.0
1902,[64-65],Person,Adult,Employee,<=50K,0.0
1903,31,Person,Adult,Employee,<=50K,0.0
1904,26,Person,Adult,Employee,<=50K,0.0
1905,39,Person,Adult,Employee,>50K,0.0
1906,44,Person,Adult,Employee,>50K,0.0
1907,[44-45],Person,Adult,Employee,<=50K,0.0
1908,26,Person,Adult,Employee,<=50K,0.0
1909,26,Person,Adult,Employee,<=50K,0.0
1910,36,Person,Adult,Employee,<=50K,0.0
1911,38,Person,Adult,Employee,<=50K,0.0
1912,[39-40],Person,Adult,Employee,<=50K,0.0
1913,[52-53],Person,Adult,Employee,<=50K,0.0
1914,39,Person,Adult,Employee,<=50K,0.0
1915,41,Person,Adult,Employee,<=50K,0.0
1916,[42-43],Person,Adult,Employee,>50K,0.0
1917,[47-48],Person,Adult,Employee,<=50K,0.0
1918,28,Person,Adult,Employee,<=50K,0.0
1919,25,Person,Adult,Employee,<=50K,0.0
1920,[35-36],Person,Adult,Employee,<=50K,0.0
1921,32,Person,Adult,Employee,<=50K,0.0
1922,38,Person,Adult,Employee,>50K,0.0
1923,44,Person,Adult,Employee,>50K,0.0
1924,21,Person,Adult,Employee,<=50K,0.0
1925,27,Person,Adult,Employee,<=50K,0.0
1926,30,Person,Adult,Employee,>50K,0.0
1927,30,Person,Adult,Employee,<=50K,0.0
1928,[44-45],Person,Adult,Employee,<=50K,0.0
1929,20,Person,Adult,Employee,<=50K,0.0
1930,[56-58],Person,Adult,Employee,<=50K,0.0
1931,43,Person,Adult,Employee,<=50K,0.0
1932,50,Person,Adult,Employee,<=50K,0.0
1933,28,Person,Adult,Employee,<=50K,0.0
1934,25,Person,Adult,Employee,>50K,0.0
1935,25,Person,Adult,Employee,<=50K,0.0
1936,[78-90],Person,Adult,Employee,<=50K,0.0
1937,[37-38],Person,Adult,Employee,<=50K,0.0
1938,35,Person,Adult,Employee,<=50K,0.0
1939,50,Person,Adult,Employee,>50K,0.0
1940,26,Person,Adult,Employee,<=50K,0.0
1941,39,Person,Adult,Employee,<=50K,0.0
1942,56,Person,Adult,Employee,<=50K,0.0
1943,24,Person,Adult,Employee,<=50K,0.0
1944,46,Person,Adult,Employee,>50K,0.0
1945,18,Person,Adult,Employee,<=50K,0.0
1946,[36-37],Person,Adult,Employee,>50K,0.0
