id,age,race,sex,workclass,income,prediction
1681,37,White,Female,Private,<=50K,1
1682,26,White,Male,Private,<=50K,1
1683,43,White,Male,Private,>50K,0
1684,50,White,Female,Private,<=50K,0
1685,20,White,Male,Self-emp-not-inc,<=50K,0
1686,37,White,Male,Private,>50K,1
1687,43,Black,Female,Private,<=50K,1
1688,37,White,Male,Private,>50K,0
1689,53,White,Female,Private,<=50K,0
1690,44,White,Male,Private,>50K,0
1691,25,White,Female,Private,<=50K,0
1692,17,White,Female,Private,<=50K,1
1693,19,White,Male,Private,<=50K,1
1694,53,White,Female,State-gov,>50K,0
1695,44,White,Male,Private,<=50K,0
1696,51,Black,Male,Private,>50K,0
1697,49,White,Female,Private,<=50K,1
1698,35,White,Male,Private,<=50K,1
1699,44,White,Male,Private,<=50K,0
1700,54,White,Male,Private,<=50K,0
1701,37,Black,Female,Private,<=50K,1
1702,18,White,Female,Private,<=50K,1
1703,24,White,Male,Private,<=50K,1
1704,29,White,Female,Private,<=50K,0
1705,22,White,Female,?,<=50K,1
1706,35,White,Male,Private,<=50K,1
1707,56,White,Male,Private,>50K,0
1708,32,White,Female,?,<=50K,1
1709,24,Asian-Pac-Islander,Male,Private,<=50K,0
1710,43,White,Male,Private,>50K,1
1711,73,White,Female,Private,<=50K,0
1712,47,White,Male,Federal-gov,<=50K,1
1713,49,White,Male,Private,<=50K,1
1714,38,White,Male,Private,>50K,1
1715,31,Black,Male,Private,<=50K,0
1716,39,Amer-Indian-Eskimo,Female,Private,<=50K,1
1717,42,White,Female,Private,<=50K,1
1718,41,Asian-Pac-Islander,Male,Private,>50K,0
1719,35,White,Male,Private,>50K,1
1720,38,White,Male,Private,<=50K,1
1721,31,White,Female,Private,<=50K,1
1722,51,White,Male,Local-gov,<=50K,0
1723,38,White,Male,Private,>50K,0
1724,40,White,Male,Local-gov,>50K,1
1725,21,White,Female,Private,<=50K,1
1726,44,White,Male,Private,<=50K,0
1727,55,White,Male,Private,>50K,1
1728,29,White,Male,Private,<=50K,1
1729,49,White,Female,Private,>50K,0
1730,31,White,Male,Private,<=50K,1
1731,24,White,Male,Private,<=50K,1
1732,46,Black,Male,Private,<=50K,0
1733,26,Black,Male,Private,<=50K,0
1734,35,White,Male,Private,<=50K,1
1735,27,White,Male,Private,<=50K,1
1736,64,White,Male,Self-emp-not-inc,>50K,0
1737,26,White,Male,Private,<=50K,0
1738,21,White,Female,Private,<=50K,1
1739,45,White,Male,Private,>50K,1
1740,57,White,Male,Local-gov,<=50K,0
1741,30,White,Male,Private,>50K,1
1742,45,White,Female,Private,<=50K,1
1743,50,White,Female,Private,<=50K,1
1744,38,White,Female,Private,<=50K,0
1745,43,White,Male,Self-emp-not-inc,<=50K,1
1746,42,White,Female,Private,<=50K,1
1747,32,White,Male,Private,<=50K,0
1748,20,White,Female,Private,<=50K,0
1749,27,White,Female,Private,<=50K,1
1750,45,White,Female,Private,<=50K,1
1751,40,White,Female,Private,<=50K,0
1752,38,White,Male,Private,<=50K,1
1753,37,White,Female,Private,<=50K,1
1754,60,White,Female,Private,<=50K,1
1755,53,Black,Male,Self-emp-not-inc,>50K,0
1756,25,White,Female,Private,<=50K,1
1757,47,Asian-Pac-Islander,Male,Self-emp-not-inc,<=50K,1
1758,40,White,Male,Self-emp-not-inc,<=50K,0
1759,51,White,Male,?,<=50K,0
1760,19,White,Female,Private,<=50K,0
1761,42,White,Female,Private,>50K,1
1762,65,White,Male,?,<=50K,0
1763,41,White,Female,Private,<=50K,0
1764,28,Black,Male,Private,<=50K,1
1765,46,White,Female,Private,>50K,1
1766,49,White,Female,Private,>50K,0
1767,24,Black,Male,Private,<=50K,1
1768,32,White,Male,Private,<=50K,1
1769,71,White,Male,Private,<=50K,0
1770,26,White,Male,Private,>50K,1
1771,29,White,Male,Private,<=50K,0
1772,50,White,Male,Private,>50K,0
1773,51,White,Male,Private,>50K,0
1774,17,White,Female,?,<=50K,1
1775,49,Black,Female,Private,>50K,1
1776,31,White,Male,Private,<=50K,0
1777,23,White,Male,Private,<=50K,0
1778,59,White,Male,Local-gov,<=50K,1
1779,17,White,Male,?,<=50K,1
1780,43,White,Male,Private,>50K,0
1781,38,White,Male,Private,>50K,0
1782,37,White,Male,Private,<=50K,1
1783,29,White,Male,Private,<=50K,0
1784,39,White,Male,Private,>50K,1
1785,31,White,Male,Private,<=50K,1
1786,42,White,Female,Local-gov,>50K,0
1787,35,White,Female,Local-gov,>50K,0
1788,39,Asian-Pac-Islander,Male,Private,>50K,1
1789,40,White,Female,Private,<=50K,0
1790,66,White,Female,Private,<=50K,1
1791,30,White,Male,Federal-gov,<=50K,0
1792,43,White,Male,Private,<=50K,0
1793,47,White,Female,Private,<=50K,1
1794,45,Asian-Pac-Islander,Female,Private,<=50K,0
1795,31,Black,Male,Private,<=50K,1
1796,33,White,Male,Private,>50K,0
1797,32,White,Male,Private,<=50K,0
1798,28,Black,Male,Private,<=50K,0
1799,50,White,Male,Federal-gov,>50K,1
1800,63,White,Female,Private,<=50K,1
1801,28,White,Male,Private,<=50K,0
1802,38,Black,Female,Private,<=50K,1
1803,52,White,Female,Private,<=50K,1
1804,38,Asian-Pac-Islander,Male,Self-emp-inc,>50K,0
1805,41,White,Male,Private,<=50K,0
1806,50,White,Male,State-gov,<=50K,1
1807,59,White,Male,Private,<=50K,1
1808,32,White,Male,Private,<=50K,0
1809,73,White,Male,Local-gov,<=50K,1
1810,52,White,Male,Self-emp-inc,<=50K,1
1811,57,White,Male,Private,<=50K,1
1812,35,White,Male,Private,>50K,0
1813,51,White,Male,Private,>50K,0
1814,22,Black,Female,Private,<=50K,1
1815,49,White,Male,Private,>50K,1
1816,22,Black,Male,Private,<=50K,0
1817,46,White,Male,Local-gov,<=50K,0
1818,48,White,Female,Private,<=50K,1
1819,52,White,Male,Private,<=50K,1
1820,43,White,Male,State-gov,>50K,0
1821,25,White,Male,Private,<=50K,1
1822,31,White,Male,Private,<=50K,1
1823,19,White,Male,Private,<=50K,0
1824,19,White,Male,?,<=50K,0
1825,51,White,Male,Private,>50K,1
1826,51,White,Male,Private,>50K,1
1827,22,White,Female,Self-emp-not-inc,>50K,0
1828,37,Black,Female,Local-gov,<=50K,0
1829,19,White,Female,Private,<=50K,1
1830,45,White,Female,Private,<=50K,0
1831,21,White,Male,State-gov,<=50K,0
1832,52,White,Female,Private,<=50K,1
1833,46,White,Male,Local-gov,<=50K,1
1834,42,White,Female,State-gov,<=50K,0
1835,56,White,Male,Private,<=50K,0
1836,23,White,Female,Private,<=50K,1
1837,58,White,Male,Private,<=50K,1
1838,70,White,Male,Private,<=50K,0
1839,30,White,Male,Private,<=50K,1
1840,45,Asian-Pac-Islander,Male,Private,<=50K,1
1841,23,White,Male,Private,<=50K,0
1842,34,White,Male,Local-gov,<=50K,0
1843,38,White,Female,Private,<=50K,1
1844,24,White,Male,Private,<=50K,1
1845,53,Amer-Indian-Eskimo,Male,Private,<=50K,0
1846,45,Black,Male,Federal-gov,<=50K,0
1847,21,White,Female,?,<=50K,1
1848,21,White,Female,Private,<=50K,1
1849,34,White,Female,Private,<=50K,0
1850,32,White,Male,Self-emp-inc,>50K,1
1851,21,White,Male,Private,<=50K,1
1852,63,White,Male,?,<=50K,0
1853,23,Black,Male,Private,<=50K,1
1854,28,White,Male,Private,<=50K,1
1855,29,Black,Male,Self-emp-not-inc,<=50K,0
1856,25,White,Female,Local-gov,<=50K,0
1857,44,White,Female,State-gov,<=50K,1
1858,18,White,Female,Private,<=50K,1
1859,26,White,Male,Private,<=50K,0
1860,47,White,Female,Local-gov,>50K,1
1861,23,White,Male,Private,<=50K,1
1862,46,White,Male,Private,<=50K,1
1863,61,White,Male,Local-gov,>50K,0
1864,25,White,Male,Private,<=50K,1
1865,38,Asian-Pac-Islander,Male,Local-gov,>50K,1
1866,60,Black,Female,?,<=50K,0
1867,23,White,Male,Private,<=50K,0
1868,36,White,Female,Federal-gov,<=50K,1
1869,46,White,Male,Private,<=50K,1
1870,32,White,Male,Self-emp-not-inc,>50K,1
1871,40,White,Male,Private,<=50K,1
1872,31,Black,Male,Private,<=50K,1
1873,31,White,Male,Private,>50K,1
1874,32,White,Male,State-gov,<=50K,0
1875,21,White,Male,Private,<=50K,1
1876,63,Black,Male,Private,>50K,1
1877,44,White,Male,Private,>50K,0
1878,42,White,Male,Self-emp-not-inc,<=50K,0
1879,23,White,Male,?,<=50K,1
1880,30,White,Female,Private,<=50K,0
1881,24,White,Male,Private,<=50K,1
1882,42,White,Male,Private,>50K,1
1883,44,White,Female,Self-emp-not-inc,>50K,1
1884,27,Black,Male,Federal-gov,<=50K,0
1885,27,White,Male,Local-gov,<=50K,0
1886,22,White,Female,Private,<=50K,1
1887,68,White,Female,Private,<=50K,1
1888,55,White,Male,Self-emp-not-inc,>50K,0
1889,22,White,Male,Self-emp-not-inc,<=50K,0
1890,25,White,Female,Private,<=50K,0
1891,68,White,Male,Self-emp-not-inc,<=50K,0
1892,62,White,Female,Private,<=50K,1
1893,26,White,Male,Private,<=50K,0
1894,34,White,Male,Private,>50K,1
1895,68,White,Male,Private,<=50K,1
1896,42,White,Male,Local-gov,>50K,0
1897,45,White,Male,Private,<=50K,0
1898,26,White,Male,Private,<=50K,1
1899,25,White,Male,Private,<=50K,1
1900,23,White,Male,Private,<=50K,1
1901,29,Other,Male,Private,<=50K,1
1902,65,White,Female,Without-pay,<=50K,0
1903,31,White,Male,Private,<=50K,0
1904,26,White,Female,Private,<=50K,1
1905,39,White,Male,Private,>50K,1
1906,44,White,Male,Private,>50K,0
1907,45,White,Female,Local-gov,<=50K,1
1908,26,White,Female,Self-emp-not-inc,<=50K,1
1909,26,White,Male,Private,<=50K,1
1910,36,White,Male,Private,<=50K,0
1911,38,White,Male,Private,<=50K,1
1912,39,White,Male,Private,<=50K,1
1913,52,White,Male,Self-emp-inc,<=50K,0
1914,39,White,Male,Private,<=50K,1
1915,41,White,Male,Self-emp-not-inc,<=50K,1
1916,42,White,Male,Local-gov,>50K,0
1917,47,White,Male,Private,<=50K,0
1918,28,Black,Male,Local-gov,<=50K,1
1919,25,White,Male,Local-gov,<=50K,1
1920,35,White,Female,Private,<=50K,0
1921,32,White,Female,Private,<=50K,0
1922,38,Black,Male,Private,>50K,1
1923,44,White,Male,Private,>50K,1
1924,21,White,Female,?,<=50K,0
1925,27,White,Female,Private,<=50K,1
1926,30,White,Male,Private,>50K,1
1927,30,White,Male,Private,<=50K,1
1928,45,White,Male,Private,<=50K,0
1929,20,White,Male,Private,<=50K,1
1930,57,White,Male,Private,<=50K,1
1931,43,White,Male,Private,<=50K,0
1932,50,Black,Female,?,<=50K,0
1933,28,Asian-Pac-Islander,Female,Private,<=50K,1
1934,25,White,Female,Private,>50K,1
1935,25,White,Male,Private,<=50K,0
1936,90,White,Male,Private,<=50K,0
1937,38,Black,Male,Local-gov,<=50K,1
1938,35,White,Female,Private,<=50K,1
1939,50,White,Male,State-gov,>50K,0
1940,26,White,Female,Local-gov,<=50K,1
1941,39,White,Male,Private,<=50K,1
1942,56,White,Male,Private,<=50K,0
1943,24,Black,Female,Local-gov,<=50K,0
1944,46,White,Female,Private,>50K,1
1945,18,White,Female,Local-gov,<=50K,1
1946,37,White,Male,Private,>50K,0
1947,57,White,Female,Private,<=50K,0
1948,43,Black,Female,State-gov,<=50K,1
1949,29,White,Male,State-gov,<=50K,1
1950,40,White,Male,Private,>50K,0
1951,44,White,Male,Self-emp-not-inc,<=50K,1
1952,77,White,Male,Local-gov,<=50K,1
1953,30,Black,Male,Private,<=50K,0
1954,21,White,Male,Private,<=50K,0
1955,66,White,Male,Private,<=50K,1
1956,40,White,Male,Private,<=50K,1
1957,68,White,Male,Private,<=50K,0
1958,64,White,Female,Private,<=50K,0
1959,26,White,Female,Private,<=50K,1
1960,32,White,Male,Private,>50K,0
1961,32,White,Male,Private,<=50K,0
1962,51,White,Male,Local-gov,>50K,1
1963,50,White,Male,Private,>50K,1
1964,49,White,Male,Private,>50K,0
1965,28,White,Male,Private,<=50K,0
1966,29,White,Female,Private,<=50K,1
1967,21,White,Male,Private,<=50K,1
1968,28,Black,Female,Private,<=50K,0
1969,55,White,Male,Private,<=50K,0
1970,45,Asian-Pac-Islander,Male,Self-emp-not-inc,>50K,1
1971,35,White,Male,Private,<=50K,0
1972,31,Black,Male,?,<=50K,1
1973,26,White,Male,Private,>50K,1
1974,30,White,Male,Private,<=50K,1
1975,33,White,Male,Private,<=50K,0
1976,40,Asian-Pac-Islander,Male,Private,>50K,1
1977,23,White,Male,Private,<=50K,1
1978,35,White,Female,Private,<=50K,0
1979,48,White,Male,Self-emp-not-inc,>50K,0
1980,39,Black,Male,Local-gov,<=50K,0
1981,53,White,Female,Local-gov,<=50K,1
1982,49,White,Male,Federal-gov,>50K,0
1983,31,Black,Female,Private,<=50K,0
1984,36,White,Male,Private,>50K,1
1985,60,White,Male,Self-emp-inc,>50K,1
1986,29,White,Male,Private,<=50K,0
1987,54,White,Male,Self-emp-inc,>50K,1
1988,28,White,Female,?,<=50K,1
1989,34,White,Male,Private,<=50K,0
1990,30,Black,Female,Private,<=50K,1
1991,19,White,Female,Private,<=50K,0
1992,26,White,Male,Private,<=50K,1
1993,47,White,Male,Private,>50K,0
1994,50,White,Male,Private,<=50K,1
1995,30,White,Female,Private,>50K,1
1996,44,White,Male,Private,<=50K,0
1997,49,White,Male,Private,>50K,0
1998,75,White,Female,Self-emp-not-inc,<=50K,1
1999,37,White,Male,Private,>50K,0
2000,51,White,Male,State-gov,<=50K,1
2001,35,White,Male,Private,<=50K,0
2002,28,White,Female,Private,<=50K,0
2003,66,White,Male,Self-emp-not-inc,<=50K,0
2004,72,Asian-Pac-Islander,Female,Private,>50K,0
2005,39,White,Male,Private,<=50K,1
2006,27,Black,Male,Private,<=50K,1
2007,57,Black,Female,Private,<=50K,0
2008,24,White,Male,Private,<=50K,0
2009,28,White,Male,Private,<=50K,1
2010,23,White,Female,Private,<=50K,1
2011,31,White,Female,Private,<=50K,0
2012,23,White,Female,Private,<=50K,0
2013,31,White,Female,Private,<=50K,0
2014,27,White,Female,Local-gov,<=50K,0
2015,30,White,Male,Private,<=50K,0
2016,31,White,Female,Private,<=50K,1
2017,34,White,Male,Private,<=50K,1
2018,57,White,Male,Federal-gov,<=50K,0
2019,39,White,Male,Private,>50K,0
2020,23,White,Male,Private,<=50K,0
2021,24,White,Female,Local-gov,<=50K,1
2022,36,White,Male,Private,<=50K,0
2023,32,White,Male,Private,<=50K,0
2024,35,White,Female,Private,<=50K,0
2025,36,White,Male,Private,<=50K,0
2026,23,White,Female,?,<=50K,1
2027,47,White,Male,Private,>50K,1
2028,35,White,Male,Private,<=50K,0
2029,44,White,Male,Federal-gov,<=50K,0
2030,32,White,Male,State-gov,<=50K,0
2031,32,White,Female,Private,>50K,1
2032,63,White,Female,Self-emp-not-inc,>50K,1
2033,34,White,Male,Private,<=50K,0
2034,47,Black,Male,Private,<=50K,0
2035,27,Black,Male,Private,<=50K,1
2036,23,White,Female,Private,<=50K,0
2037,19,Amer-Indian-Eskimo,Female,?,<=50K,1
2038,50,White,Male,Private,<=50K,1
2039,49,White,Male,State-gov,<=50K,0
2040,36,White,Male,Private,>50K,1
2041,23,White,Male,Private,<=50K,0
2042,61,Black,Female,Private,<=50K,1
2043,41,White,Male,Private,<=50K,1
2044,27,White,Male,Self-emp-not-inc,>50K,0
2045,53,White,Male,Private,<=50K,0
2046,17,White,Male,Self-emp-not-inc,<=50K,1
2047,23,White,Male,?,<=50K,0
2048,53,White,Male,Private,<=50K,1
2049,28,White,Male,Private,>50K,1
2050,24,White,Female,Private,<=50K,1
2051,22,White,Female,Private,<=50K,1
2052,53,White,Male,Private,>50K,0
2053,18,Black,Male,Private,<=50K,1
2054,24,White,Male,Private,<=50K,1
2055,20,White,Female,Private,<=50K,0
2056,30,White,Male,Local-gov,<=50K,0
2057,37,White,Male,State-gov,>50K,1
2058,34,White,Male,Private,<=50K,0
2059,19,White,Male,Private,<=50K,1
2060,20,White,Female,Private,<=50K,0
2061,47,Asian-Pac-Islander,Female,Private,<=50K,1
2062,20,White,Male,?,<=50K,1
2063,22,White,Female,Private,<=50K,0
2064,42,White,Male,Local-gov,>50K,1
2065,60,White,Female,Private,<=50K,1
2066,32,White,Female,Private,<=50K,0
2067,46,White,Male,Private,>50K,0
2068,66,White,Female,Private,<=50K,1
2069,37,Asian-Pac-Islander,Female,Private,>50K,0
2070,34,White,Male,Private,<=50K,1
2071,45,White,Male,Private,<=50K,0
2072,35,White,Male,Private,<=50K,0
2073,63,White,Male,?,<=50K,1
2074,51,Black,Male,Local-gov,>50K,0
2075,36,White,Male,Local-gov,>50K,1
2076,25,Black,Male,Federal-gov,<=50K,1
2077,51,White,Female,Private,<=50K,0
2078,25,White,Male,Self-emp-not-inc,<=50K,0
2079,19,White,Male,Private,<=50K,1
2080,47,White,Male,Private,<=50K,1
2081,59,Black,Female,Local-gov,<=50K,1
2082,34,White,Male,Private,>50K,0
2083,40,White,Female,Private,<=50K,0
2084,42,White,Male,Private,<=50K,1
2085,28,White,Female,?,<=50K,1
2086,37,White,Male,Private,>50K,0
2087,51,White,Male,Self-emp-inc,>50K,0
2088,25,White,Male,Private,<=50K,1
2089,31,White,Female,Federal-gov,>50K,1
2090,37,White,Male,Private,>50K,0
2091,42,White,Male,Private,>50K,0
2092,29,White,Male,?,<=50K,0
2093,35,White,Male,Private,<=50K,1
2094,51,White,Male,Private,>50K,1
2095,22,White,Male,?,<=50K,0
2096,49,White,Male,Private,>50K,1
2097,26,Asian-Pac-Islander,Male,Private,<=50K,0
2098,56,White,Female,Local-gov,<=50K,0
2099,52,White,Male,Private,>50K,1
2100,61,White,Male,Self-emp-not-inc,<=50K,1
2101,47,White,Female,State-gov,>50K,0
2102,52,White,Male,Private,<=50K,1
2103,30,White,Female,Private,<=50K,1
2104,43,White,Male,Self-emp-inc,>50K,0
2105,35,Asian-Pac-Islander,Male,Private,<=50K,0
2106,17,White,Male,?,<=50K,1
2107,42,White,Male,Private,>50K,1
2108,26,Black,Female,Private,<=50K,0
2109,58,White,Male,Local-gov,<=50K,0
2110,66,White,Male,Private,>50K,0
2111,30,White,Male,Private,>50K,1
2112,46,White,Female,Private,<=50K,1
2113,45,White,Female,Private,>50K,1
2114,57,White,Female,Private,<=50K,1
2115,25,White,Male,Private,<=50K,0
2116,21,White,Female,State-gov,<=50K,0
2117,37,White,Male,Private,<=50K,1
2118,45,White,Female,Local-gov,<=50K,1
2119,61,White,Female,?,<=50K,0
2120,39,White,Male,Private,<=50K,0
2121,42,White,Female,Private,<=50K,0
2122,20,White,Female,Private,<=50K,1
2123,23,Black,Male,Private,<=50K,1
2124,25,White,Male,Private,<=50K,1
2125,47,White,Female,Private,<=50K,1
2126,24,White,Male,Private,<=50K,0
2127,20,Asian-Pac-Islander,Female,?,<=50K,0
2128,35,White,Male,Private,<=50K,1
2129,44,Black,Female,Local-gov,>50K,1
2130,47,White,Male,State-gov,<=50K,1
2131,28,Asian-Pac-Islander,Female,State-gov,<=50K,0
2132,41,White,Female,Local-gov,<=50K,0
2133,31,White,Female,Private,<=50K,1
2134,27,White,Female,Private,<=50K,0
2135,47,White,Male,Private,<=50K,1
2136,44,Asian-Pac-Islander,Female,Private,<=50K,1
2137,61,White,Female,Private,<=50K,0
2138,42,White,Female,Federal-gov,<=50K,0
2139,46,White,Female,Private,<=50K,1
2140,46,White,Male,Private,>50K,0
2141,54,White,Female,Local-gov,<=50K,1
2142,49,White,Male,Private,<=50K,0
2143,56,White,Female,Local-gov,<=50K,0
2144,52,White,Female,Private,<=50K,1
2145,34,White,Male,Private,<=50K,0
2146,25,White,Male,Self-emp-not-inc,<=50K,1
2147,18,White,Female,Private,<=50K,0
2148,58,White,Male,Private,<=50K,0
2149,31,White,Male,State-gov,<=50K,1
2150,29,White,Male,Private,<=50K,0
2151,28,Black,Male,Private,<=50K,1
2152,30,White,Male,Private,<=50K,1
2153,21,White,Male,?,<=50K,0
2154,44,White,Male,Private,>50K,1
2155,75,White,Female,Private,<=50K,1
2156,66,White,Male,?,<=50K,0
2157,26,Black,Male,Private,<=50K,1
2158,33,White,Male,Self-emp-inc,>50K,0
2159,57,White,Male,Self-emp-inc,>50K,0
2160,47,White,Male,Self-emp-not-inc,>50K,1
2161,41,White,Male,Private,>50K,0
2162,21,White,Female,Private,<=50K,1
2163,17,White,Male,Private,<=50K,1
2164,61,White,Male,?,<=50K,0
2165,47,White,Female,?,>50K,1
2166,22,Black,Female,Private,<=50K,1
2167,47,White,Male,Private,<=50K,0
2168,45,White,Male,Private,>50K,1
2169,32,White,Male,Self-emp-not-inc,<=50K,0
2170,59,Black,Female,Private,<=50K,1
2171,38,White,Male,Private,<=50K,0
2172,33,White,Female,Private,<=50K,0
2173,41,White,Male,Private,<=50K,1
2174,51,White,Male,Private,<=50K,1
2175,42,White,Male,Private,<=50K,0
2176,27,White,Female,Private,>50K,1
2177,60,White,Male,Private,<=50K,1
2178,64,White,Female,Local-gov,<=50K,0
2179,37,White,Male,Private,>50K,1
2180,54,White,Male,Self-emp-not-inc,>50K,1
2181,36,White,Female,Private,>50K,1
2182,34,White,Male,Private,>50K,0
2183,41,White,Male,Self-emp-not-inc,>50K,0
2184,35,White,Male,Self-emp-not-inc,<=50K,1
2185,63,White,Male,Self-emp-inc,>50K,1
2186,46,White,Male,Private,<=50K,0
2187,47,White,Male,Self-emp-not-inc,<=50K,1
2188,24,White,Male,Private,<=50K,0
2189,29,White,Male,Private,<=50K,0
2190,74,White,Female,Federal-gov,<=50K,0
2191,50,White,Male,Private,>50K,0
2192,22,White,Female,Private,<=50K,1
2193,48,Black,Female,Private,<=50K,1
2194,30,White,Male,Private,<=50K,0
2195,32,White,Male,Private,<=50K,0
2196,39,White,Male,Private,<=50K,1
2197,49,White,Male,Private,>50K,0
2198,25,White,Female,Private,<=50K,1
2199,50,White,Female,Private,>50K,1
2200,44,White,Male,Private,<=50K,0
2201,65,White,Male,Private,<=50K,0
2202,28,White,Male,Federal-gov,<=50K,0
2203,55,White,Female,Private,<=50K,1
2204,49,White,Female,Local-gov,<=50K,1
2205,31,White,Female,Private,<=50K,0
2206,47,Black,Female,Private,>50K,0
2207,45,White,Male,Private,>50K,1
2208,35,Black,Female,Private,<=50K,1
2209,34,Asian-Pac-Islander,Male,Self-emp-not-inc,<=50K,0
2210,49,Black,Male,Local-gov,<=50K,0
2211,39,White,Female,?,<=50K,0
2212,27,White,Female,Private,<=50K,0
2213,42,White,Male,Private,<=50K,0
2214,60,White,Male,?,>50K,1
2215,64,White,Male,Self-emp-not-inc,<=50K,1
2216,33,White,Male,Private,>50K,0
2217,23,White,Female,Private,<=50K,0
2218,45,White,Male,Private,>50K,1
2219,34,Black,Female,Private,<=50K,1
2220,53,White,Female,Private,<=50K,1
2221,22,White,Male,Private,<=50K,0
2222,57,White,Female,State-gov,<=50K,0
2223,20,White,Female,?,<=50K,0
2224,23,Black,Male,Private,<=50K,1
2225,31,White,Male,Private,<=50K,1
2226,23,White,Male,State-gov,<=50K,0
2227,30,White,Female,Private,<=50K,0
2228,32,White,Female,Local-gov,>50K,1
2229,42,Black,Female,Private,>50K,1
2230,51,White,Male,Private,<=50K,0
2231,59,White,Male,Self-emp-not-inc,>50K,1
2232,36,White,Female,Private,<=50K,0
2233,45,Black,Male,Private,<=50K,1
2234,35,White,Male,Private,>50K,0
2235,33,White,Male,Private,<=50K,1
2236,43,White,Female,Private,<=50K,1
2237,60,White,Female,Private,>50K,1
2238,37,White,Male,State-gov,>50K,0
2239,35,White,Female,Private,<=50K,1
2240,36,White,Male,Private,<=50K,0
2241,38,White,Male,Federal-gov,>50K,0
2242,54,White,Male,Private,<=50K,1
2243,51,White,Male,Private,>50K,0
2244,45,White,Male,Private,>50K,1
2245,63,White,Female,Federal-gov,<=50K,0
2246,51,White,Male,Private,>50K,1
2247,58,White,Male,Self-emp-not-inc,<=50K,1
2248,64,White,Female,Local-gov,<=50K,1
2249,20,White,Male,Private,<=50K,0
2250,44,Asian-Pac-Islander,Male,Federal-gov,>50K,1
2251,39,White,Female,Private,<=50K,0
2252,45,White,Female,State-gov,<=50K,0
2253,44,White,Male,Private,>50K,1
2254,22,White,Female,Federal-gov,<=50K,0
2255,63,White,Male,Self-emp-inc,>50K,1
2256,26,Black,Male,Private,<=50K,0
2257,42,White,Male,Self-emp-not-inc,<=50K,1
2258,20,White,Female,Private,<=50K,1
2259,29,White,Male,Private,>50K,1
2260,38,Asian-Pac-Islander,Male,Local-gov,<=50K,1
2261,25,White,Male,Private,<=50K,1
2262,27,White,Male,Private,<=50K,0
2263,46,White,Female,Private,<=50K,0
2264,31,White,Male,Private,<=50K,1
2265,24,White,Male,Private,<=50K,0
2266,43,White,Male,Private,>50K,1
2267,23,White,Male,Private,<=50K,0
2268,32,Black,Female,Local-gov,<=50K,1
2269,44,White,Male,Private,<=50K,1
2270,40,White,Male,Self-emp-not-inc,<=50K,1
2271,38,White,Male,Private,<=50K,1
2272,23,White,Male,Private,<=50K,1
2273,19,White,Female,Private,<=50K,0
2274,41,White,Male,Private,<=50K,0
2275,48,White,Male,Private,<=50K,1
2276,23,White,Male,Private,<=50K,0
2277,47,White,Female,Private,<=50K,1
2278,42,White,Male,Private,<=50K,0
2279,17,White,Female,Private,<=50K,1
2280,29,White,Female,Local-gov,<=50K,0
2281,21,White,Female,State-gov,<=50K,1
2282,18,White,Male,?,<=50K,1
2283,31,White,Male,Private,>50K,1
2284,27,White,Female,Local-gov,<=50K,0
2285,29,White,Male,Private,<=50K,0
2286,23,White,Female,Private,<=50K,1
2287,41,Asian-Pac-Islander,Male,Private,>50K,0
2288,46,White,Male,Local-gov,>50K,1
2289,34,Black,Female,Private,<=50K,0
2290,42,White,Male,Self-emp-not-inc,<=50K,1
2291,18,White,Female,Private,<=50K,0
2292,46,White,Male,Private,<=50K,1
2293,18,White,Male,?,<=50K,1
2294,52,White,Male,Private,>50K,1
2295,56,White,Female,Private,<=50K,0
2296,21,White,Male,Private,<=50K,0
2297,22,White,Male,Self-emp-not-inc,<=50K,1
2298,31,White,Female,Private,<=50K,0
2299,41,White,Male,Self-emp-not-inc,<=50K,1
2300,25,White,Female,Private,<=50K,1
2301,43,White,Male,Self-emp-not-inc,<=50K,1
2302,45,White,Female,Private,<=50K,0
2303,26,White,Male,Private,<=50K,1
2304,90,Asian-Pac-Islander,Male,Private,<=50K,1
2305,45,White,Male,Private,>50K,1
2306,30,White,Female,Private,>50K,0
2307,42,White,Male,Private,<=50K,0
2308,20,White,Male,Private,<=50K,1
2309,53,White,Male,Private,>50K,1
2310,64,White,Female,State-gov,<=50K,1
2311,56,White,Male,Private,<=50K,1
2312,42,White,Male,Private,>50K,0
2313,26,White,Female,Private,>50K,0
2314,31,Amer-Indian-Eskimo,Female,Local-gov,<=50K,1
2315,40,White,Female,Private,<=50K,1
2316,58,White,Male,Private,<=50K,1
2317,41,White,Male,Private,<=50K,0
2318,58,White,Male,Self-emp-inc,<=50K,0
2319,62,White,Male,State-gov,>50K,1
2320,65,White,Male,Self-emp-inc,>50K,0
2321,40,White,Male,Private,<=50K,1
2322,45,White,Male,Local-gov,>50K,1
2323,22,White,Male,Private,<=50K,1
2324,23,Asian-Pac-Islander,Male,?,<=50K,0
2325,63,White,Male,Federal-gov,>50K,0
2326,39,White,Male,Private,>50K,1
2327,37,White,Male,Private,<=50K,1
2328,25,White,Male,?,<=50K,0
2329,56,White,Male,Private,<=50K,0
2330,32,White,Male,Private,<=50K,0
2331,53,Asian-Pac-Islander,Female,Federal-gov,>50K,0
2332,32,White,Male,Private,<=50K,1
2333,23,White,Male,Self-emp-not-inc,>50K,1
