id,age,race,sex,workclass,income,max_age,min_age,Cluster
2732,62,White,Male,Private,>50K,62,62,Cluster 592
1882,42,White,Male,Private,>50K,42,42,Cluster 615
1831,21,White,Male,State-gov,<=50K,21,21,Cluster 796
188,53,White,Female,?,<=50K,53,53,Cluster 810
990,51,White,Female,Private,<=50K,51,51,Cluster 875
3771,40,White,Female,State-gov,<=50K,40,40,Cluster 876
1177,22,White,Female,Private,<=50K,22,22,Cluster 935
4501,35,White,Female,?,<=50K,35,35,Cluster 999
4585,54,White,Male,Private,>50K,54,54,Cluster 1013
772,37,White,Male,Private,<=50K,37,37,Cluster 1022
2742,47,White,Male,State-gov,<=50K,47,47,Cluster 1060
4236,26,White,Male,State-gov,<=50K,26,26,Cluster 1130
3741,46,White,Male,State-gov,>50K,46,46,Cluster 1189
1854,28,White,Male,Private,<=50K,28,28,Cluster 1231
2867,30,White,Male,Private,<=50K,30,30,Cluster 1282
2526,43,White,Male,Private,<=50K,43,43,Cluster 1389
1662,44,White,Male,Private,>50K,44,44,Cluster 1467
3268,37,White,Male,Private,>50K,37,37,Cluster 1482
6,37,White,Female,Private,<=50K,37,37,Cluster 1496
4762,32,White,Male,Federal-gov,>50K,32,32,Cluster 1520
701,36,White,Male,Local-gov,<=50K,36,36,Cluster 1538
1085,31,White,Male,Private,<=50K,31,31,Cluster 1577
3168,38,White,Male,Private,>50K,38,38,Cluster 1586
995,35,White,Male,Private,<=50K,35,35,Cluster 1664
2128,35,White,Male,Private,<=50K,35,35,Cluster 1666
979,78,Black,Female,Private,<=50K,78,77,Cluster 20
4729,22,White,Female,State-gov,<=50K,22,22,Cluster 143
1171,51,White,Female,Private,<=50K,51,51,Cluster 171
4726,23,White,Male,Private,<=50K,23,23,Cluster 187
2313,26,White,Female,Private,>50K,26,26,Cluster 237
449,20,White,Male,Private,<=50K,20,20,Cluster 333
4217,34,Black,Male,Private,<=50K,34,34,Cluster 335
921,23,White,Male,Private,<=50K,23,23,Cluster 439
3308,58,White,Female,Private,<=50K,58,58,Cluster 501
2333,23,White,Male,Self-emp-not-inc,>50K,23,23,Cluster 542
2555,36,White,Male,Private,<=50K,36,36,Cluster 569
1807,59,White,Male,Private,<=50K,59,59,Cluster 658
1365,31,White,Female,Federal-gov,<=50K,31,31,Cluster 794
3028,42,White,Male,Self-emp-inc,>50K,42,42,Cluster 852
1323,27,White,Male,Private,>50K,27,27,Cluster 1194
2341,27,White,Female,?,<=50K,27,27,Cluster 1206
4256,44,White,Male,Private,>50K,44,44,Cluster 1220
3657,43,White,Male,Private,<=50K,43,43,Cluster 1244
1763,41,White,Female,Private,<=50K,41,41,Cluster 1304
1536,30,White,Female,Private,<=50K,30,30,Cluster 1306
4923,30,White,Male,Local-gov,<=50K,30,30,Cluster 1309
2582,40,White,Female,Private,<=50K,40,40,Cluster 1350
1239,31,White,Female,Private,<=50K,31,31,Cluster 1352
4479,37,White,Female,Private,>50K,37,37,Cluster 1497
3925,50,White,Male,Private,<=50K,51,50,Cluster 1550
3367,39,White,Male,Private,<=50K,39,39,Cluster 1566
3230,45,White,Male,Private,<=50K,45,45,Cluster 1580
2673,38,White,Male,Private,<=50K,38,38,Cluster 1635
749,29,Black,Male,Private,<=50K,29,29,Cluster 60
1828,37,Black,Female,Local-gov,<=50K,37,37,Cluster 140
2719,51,Amer-Indian-Eskimo,Male,Private,<=50K,51,51,Cluster 215
4626,47,Asian-Pac-Islander,Male,Private,>50K,47,47,Cluster 244
3536,18,Black,Male,Private,<=50K,18,18,Cluster 268
3340,31,White,Female,Private,<=50K,31,31,Cluster 365
3606,17,Amer-Indian-Eskimo,Female,Private,<=50K,17,17,Cluster 383
4014,20,White,Female,Private,<=50K,20,20,Cluster 424
2721,40,Amer-Indian-Eskimo,Female,Local-gov,<=50K,40,40,Cluster 482
581,65,White,Male,?,>50K,65,65,Cluster 517
4833,53,White,Male,Private,>50K,53,53,Cluster 546
613,24,White,Male,Private,<=50K,24,24,Cluster 548
3209,47,White,Male,Private,<=50K,47,47,Cluster 580
1553,56,White,Female,Private,<=50K,56,56,Cluster 601
363,43,White,Male,Private,<=50K,43,43,Cluster 652
4678,61,White,Male,Private,<=50K,61,61,Cluster 732
285,21,White,Male,Private,<=50K,21,21,Cluster 897
2012,23,White,Female,Private,<=50K,23,23,Cluster 992
1173,25,White,Male,Private,>50K,25,25,Cluster 1081
4286,59,White,Male,Private,>50K,59,59,Cluster 1128
3739,27,White,Male,Private,<=50K,27,27,Cluster 1181
277,44,White,Male,Private,>50K,44,44,Cluster 1340
1721,31,White,Female,Private,<=50K,31,31,Cluster 1362
4344,33,White,Male,Local-gov,>50K,33,33,Cluster 1430
4253,35,White,Male,Private,<=50K,35,35,Cluster 1481
4915,35,White,Male,Private,>50K,35,35,Cluster 1490
4245,42,White,Male,Self-emp-not-inc,<=50K,42,42,Cluster 1492
1135,42,White,Male,?,<=50K,42,42,Cluster 1576
892,35,White,Male,Self-emp-not-inc,<=50K,35,35,Cluster 1588
1723,38,White,Male,Private,>50K,38,38,Cluster 1594
873,71,White,Male,Self-emp-not-inc,>50K,71,71,Cluster 4
3964,83,White,Female,?,<=50K,83,81,Cluster 12
555,33,Black,Female,Federal-gov,>50K,33,33,Cluster 130
3192,51,Black,Female,Private,<=50K,51,51,Cluster 166
3609,23,Black,Female,Private,<=50K,23,23,Cluster 170
3868,68,White,Male,Private,>50K,68,68,Cluster 193
3774,74,White,Female,?,<=50K,74,74,Cluster 199
3261,34,White,Male,Private,>50K,34,34,Cluster 331
4837,57,White,Male,Federal-gov,>50K,57,57,Cluster 377
4469,24,White,Female,Private,<=50K,24,24,Cluster 667
972,28,White,Female,Private,<=50K,28,28,Cluster 681
1819,52,White,Male,Private,<=50K,52,52,Cluster 847
3234,52,White,Female,Private,<=50K,52,52,Cluster 848
2387,33,White,Male,Self-emp-not-inc,>50K,33,33,Cluster 882
2762,34,White,Male,?,<=50K,34,34,Cluster 996
443,24,White,Male,Federal-gov,<=50K,24,24,Cluster 1066
4620,25,White,Male,State-gov,<=50K,25,25,Cluster 1084
2253,44,White,Male,Private,>50K,44,44,Cluster 1093
1308,26,White,Female,Private,<=50K,26,26,Cluster 1143
83,46,White,Female,Private,<=50K,46,46,Cluster 1148
1276,51,White,Male,Local-gov,>50K,51,51,Cluster 1153
2160,47,White,Male,Self-emp-not-inc,>50K,47,47,Cluster 1237
729,31,White,Male,Private,<=50K,31,31,Cluster 1346
4676,32,White,Male,Private,>50K,32,32,Cluster 1374
460,32,White,Male,?,<=50K,32,32,Cluster 1405
4420,35,White,Male,Private,<=50K,35,35,Cluster 1665
1802,38,Black,Female,Private,<=50K,38,38,Cluster 30
4042,44,Black,Female,Federal-gov,<=50K,44,44,Cluster 108
1436,58,White,Female,Self-emp-inc,<=50K,58,58,Cluster 334
4102,57,White,Male,Private,<=50K,57,57,Cluster 430
2220,53,White,Female,Private,<=50K,53,53,Cluster 443
2320,65,White,Male,Self-emp-inc,>50K,65,65,Cluster 533
2191,50,White,Male,Private,>50K,50,50,Cluster 562
1898,26,White,Male,Private,<=50K,26,26,Cluster 584
2035,27,Black,Male,Private,<=50K,27,27,Cluster 669
2069,37,Asian-Pac-Islander,Female,Private,>50K,37,37,Cluster 719
3660,30,White,Male,Private,>50K,30,30,Cluster 724
3019,21,White,Male,Private,<=50K,21,21,Cluster 908
3492,33,White,Female,Private,<=50K,33,33,Cluster 975
3128,25,White,Male,Private,<=50K,25,25,Cluster 1095
4883,29,White,Male,Private,<=50K,29,29,Cluster 1307
2189,29,White,Male,Private,<=50K,29,29,Cluster 1450
4078,59,White,Male,Private,<=50K,59,57,Cluster 1459
4146,36,White,Female,Private,>50K,36,36,Cluster 1516
4264,36,White,Female,Private,<=50K,36,36,Cluster 1534
2015,30,White,Male,Private,<=50K,31,30,Cluster 1605
3425,37,White,Male,Private,<=50K,37,37,Cluster 1645
4044,57,White,Female,Local-gov,<=50K,57,57,Cluster 80
4337,22,Black,Female,Private,<=50K,22,22,Cluster 151
4733,23,Other,Male,Private,<=50K,23,23,Cluster 174
4503,49,White,Male,Private,>50K,49,49,Cluster 185
176,27,White,Female,Private,<=50K,27,27,Cluster 449
3417,39,White,Male,Local-gov,<=50K,39,39,Cluster 504
2000,51,White,Male,State-gov,<=50K,51,51,Cluster 585
2372,61,White,Male,Local-gov,<=50K,61,61,Cluster 608
3861,43,White,Male,Private,>50K,43,43,Cluster 809
3442,20,White,Male,Private,<=50K,20,20,Cluster 857
571,24,White,Male,Private,<=50K,24,24,Cluster 923
4545,22,White,Male,Private,<=50K,22,22,Cluster 939
1600,24,White,Male,Private,<=50K,24,24,Cluster 1052
1934,25,White,Female,Private,>50K,25,25,Cluster 1084
3585,27,White,Female,Private,>50K,27,27,Cluster 1190
4444,45,White,Male,Private,>50K,45,45,Cluster 1192
585,31,White,Male,Self-emp-not-inc,<=50K,31,31,Cluster 1368
3401,39,White,Male,Self-emp-not-inc,<=50K,39,39,Cluster 1410
4874,35,White,Male,Private,>50K,35,35,Cluster 1476
2239,35,White,Female,Private,<=50K,35,35,Cluster 1493
2334,35,White,Male,Private,<=50K,35,35,Cluster 1493
1111,35,White,Male,Self-emp-inc,>50K,35,35,Cluster 1592
3974,21,Black,Female,Private,<=50K,21,21,Cluster 93
4423,56,Black,Female,?,<=50K,56,56,Cluster 94
3808,23,White,Female,Private,<=50K,23,23,Cluster 181
2219,34,Black,Female,Private,<=50K,34,34,Cluster 346
4229,38,Black,Female,Private,<=50K,38,38,Cluster 403
1895,68,White,Male,Private,<=50K,68,68,Cluster 422
1637,27,White,Female,Private,<=50K,27,27,Cluster 449
4983,22,White,Male,?,<=50K,22,22,Cluster 492
1514,66,White,Male,Self-emp-not-inc,<=50K,66,66,Cluster 502
1762,65,White,Male,?,<=50K,65,65,Cluster 505
609,36,Black,Male,Local-gov,<=50K,36,36,Cluster 586
3595,59,White,Female,?,>50K,59,59,Cluster 640
504,58,White,Female,Private,<=50K,58,58,Cluster 668
3867,54,White,Male,Private,>50K,54,54,Cluster 785
3390,51,White,Male,Private,>50K,51,51,Cluster 893
1488,25,White,Female,Private,<=50K,25,25,Cluster 1122
1148,46,White,Male,Private,<=50K,46,46,Cluster 1123
2970,27,White,Male,Private,<=50K,27,27,Cluster 1201
388,44,White,Female,Private,>50K,44,44,Cluster 1226
4334,28,White,Male,Self-emp-inc,<=50K,28,28,Cluster 1227
4900,44,White,Male,Local-gov,<=50K,44,44,Cluster 1372
3440,40,White,Female,?,<=50K,40,40,Cluster 1400
15,40,Asian-Pac-Islander,Male,Private,>50K,40,40,Cluster 1404
1914,39,White,Male,Private,<=50K,39,39,Cluster 1422
394,34,White,Male,State-gov,>50K,34,34,Cluster 1461
2927,35,Asian-Pac-Islander,Male,Private,<=50K,35,35,Cluster 1479
1513,37,White,Male,Self-emp-inc,>50K,37,37,Cluster 1496
2022,36,White,Male,Private,<=50K,36,36,Cluster 1535
2054,24,White,Male,Private,<=50K,24,24,Cluster 38
3954,44,Black,Male,Private,<=50K,44,44,Cluster 218
402,28,White,Female,Private,<=50K,28,28,Cluster 250
3644,31,White,Male,State-gov,<=50K,31,31,Cluster 289
4073,34,Black,Female,?,<=50K,34,34,Cluster 326
2844,41,White,Male,Local-gov,>50K,41,41,Cluster 391
1165,50,White,Female,Private,>50K,50,50,Cluster 507
855,48,White,Male,State-gov,>50K,48,48,Cluster 513
4370,22,White,Female,?,<=50K,22,22,Cluster 520
3314,23,White,Female,Private,<=50K,23,23,Cluster 545
4459,26,White,Male,Self-emp-not-inc,<=50K,26,26,Cluster 579
4295,28,White,Female,Private,<=50K,28,28,Cluster 613
2664,48,White,Female,State-gov,>50K,48,48,Cluster 638
3108,61,White,Male,State-gov,>50K,61,61,Cluster 643
4841,20,White,Male,Private,<=50K,20,20,Cluster 820
1357,40,Black,Male,Private,<=50K,40,40,Cluster 958
4277,23,White,Female,Private,<=50K,23,23,Cluster 1010
3094,48,White,Male,Self-emp-inc,>50K,48,48,Cluster 1033
957,44,White,Male,Self-emp-inc,>50K,44,44,Cluster 1093
4884,26,White,Male,Private,<=50K,26,26,Cluster 1138
4049,51,White,Male,Self-emp-not-inc,<=50K,51,51,Cluster 1154
4738,29,White,Male,Private,<=50K,29,29,Cluster 1256
3888,31,White,Female,?,>50K,31,31,Cluster 1347
3161,43,White,Male,Local-gov,<=50K,43,43,Cluster 1408
2676,34,White,Male,Private,<=50K,34,34,Cluster 1447
3067,20,White,Male,Private,<=50K,20,19,Cluster 1528
3141,44,White,Male,Private,>50K,44,44,Cluster 1598
606,48,Black,Female,Private,<=50K,48,48,Cluster 232
3627,44,White,Female,Private,<=50K,44,44,Cluster 322
3524,52,White,Male,Private,>50K,52,52,Cluster 571
2157,26,Black,Male,Private,<=50K,26,26,Cluster 591
785,40,Other,Female,Private,>50K,40,40,Cluster 660
4060,39,Asian-Pac-Islander,Female,Private,<=50K,39,39,Cluster 678
4854,18,White,Male,Private,<=50K,18,18,Cluster 704
880,19,White,Female,Private,<=50K,19,19,Cluster 728
2045,53,White,Male,Private,<=50K,53,53,Cluster 810
1672,43,White,Male,Private,<=50K,43,43,Cluster 811
2192,22,White,Female,Private,<=50K,22,22,Cluster 948
4339,34,White,Male,Self-emp-inc,>50K,34,34,Cluster 967
1777,23,White,Male,Private,<=50K,23,23,Cluster 1036
4449,52,White,Male,Federal-gov,<=50K,52,52,Cluster 1083
4847,45,White,Male,Private,<=50K,45,45,Cluster 1187
525,44,White,Male,Private,>50K,44,44,Cluster 1219
50,29,White,Male,Private,<=50K,29,29,Cluster 1260
1261,30,White,Male,Private,<=50K,30,30,Cluster 1319
4076,35,White,Male,Private,>50K,35,35,Cluster 1501
2963,42,White,Male,Private,>50K,42,42,Cluster 1579
444,44,White,Male,Private,>50K,44,44,Cluster 1589
2907,81,Black,Female,Private,<=50K,81,81,Cluster 7
919,81,White,Male,Self-emp-not-inc,<=50K,81,81,Cluster 7
981,49,White,Female,Private,<=50K,49,49,Cluster 66
1509,20,Black,Female,Private,<=50K,20,20,Cluster 81
408,46,White,Male,Self-emp-not-inc,<=50K,46,46,Cluster 266
2796,34,Black,Female,Private,<=50K,34,34,Cluster 327
2363,36,White,Male,Private,>50K,36,36,Cluster 374
987,41,Black,Female,Private,<=50K,41,41,Cluster 382
111,24,White,Male,Private,<=50K,24,24,Cluster 577
2352,31,White,Female,Private,>50K,31,31,Cluster 798
2788,20,White,Female,Private,<=50K,20,20,Cluster 837
2023,32,White,Male,Private,<=50K,32,32,Cluster 869
3650,21,White,Male,Private,<=50K,21,21,Cluster 909
4493,37,White,Female,Local-gov,>50K,37,37,Cluster 1020
3256,47,White,Male,?,<=50K,47,47,Cluster 1077
4694,26,White,Male,Private,<=50K,26,26,Cluster 1162
911,27,White,Male,Private,<=50K,27,27,Cluster 1240
624,29,White,Male,Private,<=50K,29,29,Cluster 1256
248,32,White,Female,Private,<=50K,32,32,Cluster 1401
4999,26,White,Male,Private,<=50K,26,26,Cluster 1402
1501,37,White,Male,Self-emp-inc,>50K,37,37,Cluster 1515
4903,47,White,Male,Private,<=50K,47,47,Cluster 1571
1063,54,White,Male,Private,<=50K,54,54,Cluster 44
2885,71,Black,Male,Private,<=50K,71,71,Cluster 57
4401,25,White,Female,Private,<=50K,25,25,Cluster 144
4990,52,Black,Female,Private,<=50K,52,52,Cluster 158
910,53,White,Male,Private,<=50K,53,53,Cluster 163
3613,52,Black,Male,Federal-gov,>50K,52,52,Cluster 164
1604,57,Black,Male,Private,>50K,57,57,Cluster 285
1259,43,White,Male,Federal-gov,>50K,43,43,Cluster 535
284,60,White,Female,Private,<=50K,60,60,Cluster 625
3936,17,White,Female,Private,<=50K,17,17,Cluster 641
4473,46,White,Female,Private,<=50K,46,46,Cluster 688
424,29,White,Male,Private,<=50K,29,29,Cluster 689
1141,19,White,Female,Private,<=50K,19,19,Cluster 760
1857,44,White,Female,State-gov,<=50K,44,44,Cluster 762
862,43,White,Male,Private,<=50K,43,43,Cluster 776
4171,54,White,Male,Self-emp-not-inc,<=50K,54,54,Cluster 795
342,38,White,Male,Private,>50K,38,38,Cluster 964
4723,24,White,Male,Private,<=50K,24,24,Cluster 1053
4032,36,White,Male,Private,>50K,36,36,Cluster 1071
743,42,White,Female,Private,>50K,42,42,Cluster 1262
4141,43,White,Male,State-gov,<=50K,43,43,Cluster 1263
470,30,White,Female,Private,>50K,30,30,Cluster 1278
1490,37,White,Male,Private,>50K,37,37,Cluster 1514
4612,41,Amer-Indian-Eskimo,Male,Private,<=50K,41,41,Cluster 1553
2072,35,White,Male,Private,<=50K,35,35,Cluster 1588
3922,29,White,Male,Private,<=50K,29,29,Cluster 1593
3198,51,White,Male,Self-emp-inc,<=50K,51,51,Cluster 166
3347,27,White,Female,Private,<=50K,27,27,Cluster 249
4783,67,White,Male,?,>50K,67,67,Cluster 311
4347,54,White,Female,Private,<=50K,54,54,Cluster 354
3747,38,Black,Female,Private,<=50K,38,38,Cluster 398
2248,64,White,Female,Local-gov,<=50K,64,64,Cluster 411
3826,21,Black,Male,Private,<=50K,21,21,Cluster 477
2718,42,White,Male,Private,<=50K,42,42,Cluster 550
4284,64,White,Male,Private,<=50K,64,64,Cluster 554
2228,32,White,Female,Local-gov,>50K,32,32,Cluster 801
2213,42,White,Male,Private,<=50K,42,42,Cluster 806
2702,34,White,Female,Private,<=50K,34,34,Cluster 870
2671,51,White,Male,Private,>50K,51,51,Cluster 901
335,53,White,Male,Private,<=50K,53,53,Cluster 1062
4877,25,White,Male,Local-gov,<=50K,25,25,Cluster 1072
1525,26,White,Male,Local-gov,<=50K,26,26,Cluster 1131
3576,43,White,Male,Private,>50K,43,43,Cluster 1248
3546,29,White,Female,Private,<=50K,29,29,Cluster 1277
3378,39,White,Male,Private,<=50K,39,39,Cluster 1409
346,43,White,Male,Self-emp-not-inc,<=50K,43,43,Cluster 1417
321,39,White,Male,Self-emp-not-inc,<=50K,39,39,Cluster 1564
1183,36,White,Male,Private,<=50K,36,36,Cluster 1630
1318,35,White,Male,?,<=50K,35,35,Cluster 1665
381,54,White,Male,Private,<=50K,54,54,Cluster 23
2802,17,Black,Female,Private,<=50K,17,17,Cluster 35
946,54,Black,Female,Local-gov,<=50K,54,54,Cluster 44
3415,52,White,Male,Self-emp-not-inc,<=50K,52,52,Cluster 157
3562,47,White,Male,Self-emp-inc,>50K,47,47,Cluster 247
3717,44,Black,Male,Private,>50K,44,44,Cluster 298
649,58,White,Male,?,<=50K,58,58,Cluster 355
3749,35,White,Male,Private,<=50K,35,35,Cluster 358
392,27,White,Male,Private,<=50K,27,27,Cluster 460
1147,30,White,Female,Self-emp-inc,<=50K,30,30,Cluster 476
3984,64,White,Male,State-gov,>50K,64,64,Cluster 554
2284,27,White,Female,Local-gov,<=50K,27,27,Cluster 611
1552,17,White,Male,Private,<=50K,17,17,Cluster 627
2018,57,White,Male,Federal-gov,<=50K,57,57,Cluster 712
2608,45,White,Male,Private,>50K,45,45,Cluster 741
3418,19,White,Female,Private,<=50K,19,19,Cluster 790
3752,41,White,Male,Private,<=50K,41,41,Cluster 807
3022,57,Asian-Pac-Islander,Male,Private,>50K,57,57,Cluster 887
1422,40,Black,Male,Private,<=50K,40,40,Cluster 936
3507,23,White,Male,Self-emp-not-inc,<=50K,23,23,Cluster 977
1941,39,White,Male,Private,<=50K,39,39,Cluster 1002
2393,35,White,Male,Private,<=50K,35,35,Cluster 1007
1658,47,White,Male,Private,<=50K,47,47,Cluster 1107
4494,25,White,Female,Private,<=50K,25,25,Cluster 1119
2610,45,White,Male,State-gov,<=50K,45,45,Cluster 1192
4890,28,White,Male,Private,<=50K,28,28,Cluster 1203
3699,44,White,Male,Self-emp-not-inc,>50K,44,44,Cluster 1214
2465,69,White,Male,?,<=50K,70,68,Cluster 1218
306,43,White,Female,Private,<=50K,43,43,Cluster 1257
1481,43,White,Male,Self-emp-not-inc,<=50K,43,43,Cluster 1441
2826,38,White,Female,Private,<=50K,38,38,Cluster 1452
4548,37,White,Male,Private,<=50K,37,37,Cluster 1657
4342,36,White,Male,Private,>50K,36,36,Cluster 1660
3185,54,Asian-Pac-Islander,Female,State-gov,>50K,54,54,Cluster 226
1500,19,White,Male,Private,<=50K,19,19,Cluster 286
530,44,White,Male,Self-emp-not-inc,<=50K,44,44,Cluster 306
3286,19,White,Male,Private,<=50K,19,19,Cluster 314
3014,64,White,Female,State-gov,>50K,64,64,Cluster 343
2738,58,White,Female,Private,<=50K,58,58,Cluster 355
251,41,White,Female,Private,>50K,41,41,Cluster 390
3890,53,Black,Male,Private,>50K,53,53,Cluster 407
597,23,Amer-Indian-Eskimo,Female,?,<=50K,23,23,Cluster 435
851,61,White,Female,Private,>50K,61,61,Cluster 607
4788,46,White,Male,Private,<=50K,46,46,Cluster 680
793,18,White,Male,?,<=50K,18,18,Cluster 700
4555,18,White,Male,Private,<=50K,19,18,Cluster 718
2645,19,White,Female,Private,<=50K,19,19,Cluster 752
4868,58,White,Male,Private,<=50K,58,58,Cluster 831
1803,52,White,Female,Private,<=50K,52,52,Cluster 850
2159,57,White,Male,Self-emp-inc,>50K,57,57,Cluster 887
4041,38,White,Female,State-gov,<=50K,38,38,Cluster 966
4293,49,White,Female,Private,<=50K,49,49,Cluster 1001
715,36,White,Female,Local-gov,<=50K,36,36,Cluster 1063
2126,24,White,Male,Private,<=50K,24,24,Cluster 1068
3489,26,White,Female,Private,<=50K,26,26,Cluster 1125
2139,46,White,Female,Private,<=50K,46,46,Cluster 1161
483,28,White,Male,State-gov,<=50K,28,28,Cluster 1170
2322,45,White,Male,Local-gov,>50K,45,45,Cluster 1196
2768,41,White,Male,Private,>50K,41,41,Cluster 1314
3380,30,White,Female,Private,<=50K,30,30,Cluster 1322
870,29,White,Male,Self-emp-not-inc,<=50K,29,29,Cluster 1330
4692,56,White,Male,Private,<=50K,56,54,Cluster 1523
3617,26,White,Male,Private,<=50K,26,26,Cluster 1559
1109,41,White,Male,Private,>50K,41,41,Cluster 1596
4092,33,White,Male,Private,<=50K,33,32,Cluster 1621
2817,36,White,Male,Private,<=50K,36,35,Cluster 1663
1688,37,White,Male,Private,>50K,37,37,Cluster 122
2166,22,Black,Female,Private,<=50K,22,22,Cluster 143
2291,18,White,Female,Private,<=50K,18,18,Cluster 248
1880,30,White,Female,Private,<=50K,30,30,Cluster 292
1677,64,White,Male,?,>50K,64,64,Cluster 343
1886,22,White,Female,Private,<=50K,22,22,Cluster 378
215,54,White,Male,Self-emp-inc,>50K,54,54,Cluster 410
2463,64,White,Male,Private,>50K,64,64,Cluster 411
3912,61,White,Male,Private,>50K,61,61,Cluster 455
584,27,White,Male,Private,<=50K,27,27,Cluster 460
371,26,White,Female,Federal-gov,<=50K,26,26,Cluster 591
326,63,White,Male,Self-emp-not-inc,<=50K,63,63,Cluster 631
3529,17,White,Male,Private,<=50K,17,17,Cluster 646
516,57,White,Female,?,<=50K,57,57,Cluster 717
2324,23,Asian-Pac-Islander,Male,?,<=50K,23,23,Cluster 979
1438,36,White,Female,Federal-gov,>50K,36,36,Cluster 1069
4180,36,White,Female,Local-gov,<=50K,36,36,Cluster 1071
3543,46,White,Female,Private,<=50K,46,46,Cluster 1123
2699,50,White,Male,Self-emp-not-inc,<=50K,50,50,Cluster 1158
393,46,White,Male,Self-emp-not-inc,<=50K,46,46,Cluster 1161
4340,46,White,Male,Federal-gov,>50K,46,46,Cluster 1176
1966,29,White,Female,Private,<=50K,29,29,Cluster 1265
4748,42,White,Male,Private,>50K,42,42,Cluster 1276
2321,40,White,Male,Private,<=50K,40,40,Cluster 1286
838,41,White,Female,Private,>50K,41,41,Cluster 1290
3181,30,White,Male,Local-gov,>50K,30,30,Cluster 1313
2205,31,White,Female,Private,<=50K,31,31,Cluster 1368
2714,39,White,Female,Private,>50K,39,39,Cluster 1433
2528,34,White,Female,Private,<=50K,34,34,Cluster 1449
662,35,White,Male,Private,<=50K,35,35,Cluster 1588
4796,34,White,Male,Private,<=50K,34,34,Cluster 1628
4197,76,White,Male,Self-emp-inc,<=50K,76,76,Cluster 25
4052,29,Black,Male,Self-emp-not-inc,<=50K,29,29,Cluster 26
1363,22,White,Female,Private,<=50K,22,22,Cluster 125
3302,53,White,Female,Private,<=50K,53,53,Cluster 133
2389,27,White,Male,Private,<=50K,27,27,Cluster 198
3266,31,White,Male,Private,>50K,31,31,Cluster 299
1011,51,White,Female,Private,<=50K,51,51,Cluster 345
3275,52,White,Male,Local-gov,>50K,52,52,Cluster 431
3642,23,White,Female,Private,<=50K,23,23,Cluster 540
435,27,Asian-Pac-Islander,Male,Private,<=50K,27,27,Cluster 609
4637,46,White,Male,Private,>50K,46,46,Cluster 690
165,45,White,Male,Self-emp-not-inc,>50K,45,45,Cluster 745
1750,45,White,Female,Private,<=50K,45,45,Cluster 749
3165,41,White,Male,Private,>50K,41,41,Cluster 830
4462,20,White,Male,Private,<=50K,20,20,Cluster 865
1729,49,White,Female,Private,>50K,49,49,Cluster 995
2180,54,White,Male,Self-emp-not-inc,>50K,54,54,Cluster 1017
97,48,White,Male,Self-emp-not-inc,>50K,48,48,Cluster 1046
837,25,White,Male,Private,<=50K,25,25,Cluster 1102
3866,46,White,Female,Private,>50K,46,46,Cluster 1150
76,27,White,Male,Private,<=50K,27,27,Cluster 1169
3295,43,White,Female,Private,<=50K,43,43,Cluster 1245
4046,29,White,Male,Private,<=50K,29,29,Cluster 1265
1789,40,White,Female,Private,<=50K,40,40,Cluster 1344
2066,32,White,Female,Private,<=50K,32,32,Cluster 1387
1470,40,White,Male,Private,>50K,40,40,Cluster 1406
2104,43,White,Male,Self-emp-inc,>50K,43,43,Cluster 1442
1928,45,White,Male,Private,<=50K,45,45,Cluster 1478
2142,49,White,Male,Private,<=50K,49,49,Cluster 1556
4535,20,White,Female,Private,<=50K,20,20,Cluster 85
3563,56,White,Male,Private,<=50K,56,56,Cluster 98
3103,22,White,Female,Private,<=50K,22,22,Cluster 143
1715,31,Black,Male,Private,<=50K,31,31,Cluster 289
60,30,White,Male,Private,<=50K,30,30,Cluster 291
786,42,Black,Female,Private,<=50K,42,42,Cluster 360
4478,22,White,Male,State-gov,<=50K,22,22,Cluster 497
4963,31,Other,Male,Private,<=50K,31,31,Cluster 499
2954,34,Black,Male,Private,<=50K,34,34,Cluster 538
2124,25,White,Male,Private,<=50K,25,25,Cluster 594
3755,46,White,Male,Self-emp-not-inc,>50K,46,46,Cluster 661
1062,61,White,Male,Private,<=50K,61,61,Cluster 708
3831,57,White,Male,Private,<=50K,57,57,Cluster 711
4285,45,White,Female,Private,<=50K,45,45,Cluster 756
2380,42,White,Male,Private,<=50K,42,42,Cluster 804
497,20,White,Male,Private,<=50K,20,20,Cluster 821
3242,41,Black,Male,Private,<=50K,41,41,Cluster 892
3745,22,White,Male,?,<=50K,22,22,Cluster 930
273,50,White,Male,Self-emp-not-inc,<=50K,50,50,Cluster 941
334,55,White,Male,Local-gov,<=50K,55,55,Cluster 978
43,24,White,Male,Private,<=50K,24,24,Cluster 1038
2805,25,White,Female,Private,<=50K,25,25,Cluster 1081
1617,46,White,Male,Private,>50K,46,46,Cluster 1132
2008,24,White,Male,Private,<=50K,24,24,Cluster 1221
4439,68,White,Male,Private,>50K,68,66,Cluster 1223
1676,43,White,Male,Private,<=50K,43,43,Cluster 1248
779,43,White,Male,Private,>50K,43,43,Cluster 1252
4766,30,White,Male,Private,>50K,30,30,Cluster 1310
73,29,White,Male,Self-emp-not-inc,>50K,29,29,Cluster 1393
1649,35,White,Male,Private,>50K,35,35,Cluster 1504
3359,41,White,Male,Private,>50K,41,41,Cluster 1505
2615,41,White,Male,Private,>50K,41,39,Cluster 1617
513,32,White,Male,Private,<=50K,32,32,Cluster 1618
