id,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,NAME_INCOME_TYPE,prediction
1956,-12021,-130,Sales staff,Working,0.0
1957,-12021,-130,Sales staff,Working,0.0
1958,-16558,-3235,Drivers,State servant,0.0
1959,-16558,-3235,Drivers,State servant,0.0
1960,-16558,-3235,Drivers,State servant,0.0
1961,-16558,-3235,Drivers,State servant,0.0
1962,-16558,-3235,Drivers,State servant,0.0
1963,-16558,-3235,Drivers,State servant,0.0
1964,-16558,-3235,Drivers,State servant,0.0
1965,-16588,-1013,Sales staff,Working,0.0
1966,-16588,-1013,Sales staff,Working,0.0
1967,-17489,-7557,"",Working,1.0
1968,-17489,-7557,"",Working,1.0
1969,-17489,-7557,"",Working,1.0
1970,-20298,365243,"",Pensioner,0.0
1971,-20298,365243,"",Pensioner,0.0
1972,-20298,365243,"",Pensioner,0.0
1973,-20298,365243,"",Pensioner,0.0
1974,-20298,365243,"",Pensioner,0.0
1975,-20298,365243,"",Pensioner,0.0
1976,-20298,365243,"",Pensioner,0.0
1977,-20298,365243,"",Pensioner,0.0
1978,-20298,365243,"",Pensioner,0.0
1979,-20298,365243,"",Pensioner,0.0
1980,-22784,365243,"",Pensioner,0.0
1981,-22784,365243,"",Pensioner,0.0
1982,-14184,-5295,Sales staff,Commercial associate,0.0
1983,-14184,-5295,Sales staff,Commercial associate,0.0
1984,-18414,-5203,Sales staff,Commercial associate,1.0
1985,-18414,-5203,Sales staff,Commercial associate,1.0
1986,-18414,-5203,Sales staff,Commercial associate,1.0
1987,-18817,-1094,Laborers,Commercial associate,1.0
1988,-18817,-1094,Laborers,Commercial associate,1.0
1989,-18817,-1094,Laborers,Commercial associate,1.0
1990,-18817,-1094,Laborers,Commercial associate,1.0
1991,-18817,-1094,Laborers,Commercial associate,1.0
1992,-12626,-5295,Laborers,Working,0.0
1993,-12626,-5295,Laborers,Working,0.0
1994,-17067,-243,Drivers,Working,1.0
1995,-17067,-243,Drivers,Working,1.0
1996,-17067,-243,Drivers,Working,1.0
1997,-17067,-243,Drivers,Working,1.0
1998,-20227,-5416,Core staff,Working,1.0
1999,-20227,-5416,Core staff,Working,1.0
2000,-20227,-5416,Core staff,Working,1.0
2001,-20227,-5416,Core staff,Working,1.0
2002,-20227,-5416,Core staff,Working,1.0
2003,-18490,365243,"",Pensioner,0.0
2004,-15843,-1398,Sales staff,Commercial associate,1.0
2005,-15843,-1398,Sales staff,Commercial associate,1.0
2006,-15843,-1398,Sales staff,Commercial associate,1.0
2007,-15843,-1398,Sales staff,Commercial associate,1.0
2008,-15843,-1398,Sales staff,Commercial associate,1.0
2009,-15843,-1398,Sales staff,Commercial associate,1.0
2010,-15843,-1398,Sales staff,Commercial associate,1.0
2011,-15843,-1398,Sales staff,Commercial associate,1.0
2012,-22059,365243,"",Pensioner,0.0
2013,-22059,365243,"",Pensioner,0.0
2014,-22059,365243,"",Pensioner,0.0
2015,-22059,365243,"",Pensioner,0.0
2016,-22059,365243,"",Pensioner,0.0
2017,-22059,365243,"",Pensioner,0.0
2018,-22059,365243,"",Pensioner,0.0
2019,-20208,-8033,"",Working,1.0
2020,-20208,-8033,"",Working,1.0
2021,-20208,-8033,"",Working,1.0
2022,-20208,-8033,"",Working,1.0
2023,-20208,-8033,"",Working,1.0
2024,-20208,-8033,"",Working,1.0
2025,-20208,-8033,"",Working,1.0
2026,-20208,-8033,"",Working,1.0
2027,-20208,-8033,"",Working,1.0
2028,-20208,-8033,"",Working,1.0
2029,-20208,-8033,"",Working,1.0
2030,-19156,-4504,"",Working,1.0
2031,-19156,-4504,"",Working,1.0
2032,-19156,-4504,"",Working,1.0
2033,-17935,-363,Laborers,Commercial associate,1.0
2034,-22319,365243,"",Pensioner,0.0
2035,-22319,365243,"",Pensioner,0.0
2036,-22319,365243,"",Pensioner,0.0
2037,-22319,365243,"",Pensioner,0.0
2038,-22319,365243,"",Pensioner,0.0
2039,-22319,365243,"",Pensioner,0.0
2040,-22319,365243,"",Pensioner,0.0
2041,-22319,365243,"",Pensioner,0.0
2042,-16338,-4654,Managers,Working,1.0
2043,-16338,-4654,Managers,Working,1.0
2044,-16338,-4654,Managers,Working,1.0
2045,-20621,365243,"",Pensioner,0.0
2046,-18950,-1002,Cooking staff,Working,1.0
2047,-18950,-1002,Cooking staff,Working,1.0
2048,-18950,-1002,Cooking staff,Working,1.0
2049,-18950,-1002,Cooking staff,Working,1.0
2050,-18950,-1002,Cooking staff,Working,1.0
2051,-20970,365243,"",Pensioner,0.0
2052,-20970,365243,"",Pensioner,0.0
2053,-20970,365243,"",Pensioner,0.0
2054,-10141,-2531,Cooking staff,Commercial associate,0.0
2055,-10141,-2531,Cooking staff,Commercial associate,0.0
2056,-10141,-2531,Cooking staff,Commercial associate,0.0
2057,-10141,-2531,Cooking staff,Commercial associate,0.0
2058,-15172,-2374,Sales staff,Commercial associate,1.0
2059,-15172,-2374,Sales staff,Commercial associate,1.0
2060,-15172,-2374,Sales staff,Commercial associate,1.0
2061,-15172,-2374,Sales staff,Commercial associate,1.0
2062,-15172,-2374,Sales staff,Commercial associate,1.0
2063,-10517,-1801,Core staff,State servant,1.0
2064,-12904,-4297,Laborers,Working,1.0
2065,-12904,-4297,Laborers,Working,1.0
2066,-12904,-4297,Laborers,Working,1.0
2067,-12904,-4297,Laborers,Working,1.0
2068,-18802,-913,"",Commercial associate,1.0
2069,-18802,-913,"",Commercial associate,1.0
2070,-18802,-913,"",Commercial associate,1.0
2071,-18802,-913,"",Commercial associate,1.0
2072,-18802,-913,"",Commercial associate,1.0
2073,-18802,-913,"",Commercial associate,1.0
2074,-18802,-913,"",Commercial associate,1.0
2075,-18802,-913,"",Commercial associate,1.0
2076,-18802,-913,"",Commercial associate,1.0
2077,-18680,365243,"",Pensioner,0.0
2078,-13621,-1127,Drivers,Working,1.0
2079,-13621,-1127,Drivers,Working,1.0
2080,-13621,-1127,Drivers,Working,1.0
2081,-13621,-1127,Drivers,Working,1.0
2082,-13621,-1127,Drivers,Working,1.0
2083,-12763,-2255,Core staff,State servant,1.0
2084,-12763,-2255,Core staff,State servant,1.0
2085,-12763,-2255,Core staff,State servant,1.0
2086,-12763,-2255,Core staff,State servant,1.0
2087,-12763,-2255,Core staff,State servant,1.0
2088,-12763,-2255,Core staff,State servant,1.0
2089,-9930,-674,Laborers,Working,1.0
2090,-9930,-674,Laborers,Working,1.0
2091,-9930,-674,Laborers,Working,1.0
2092,-9930,-674,Laborers,Working,1.0
2093,-9930,-674,Laborers,Working,1.0
2094,-9930,-674,Laborers,Working,1.0
2095,-9930,-674,Laborers,Working,1.0
2096,-9930,-674,Laborers,Working,1.0
2097,-9930,-674,Laborers,Working,1.0
2098,-9930,-674,Laborers,Working,1.0
2099,-10881,-122,Sales staff,Working,0.0
2100,-10881,-122,Sales staff,Working,0.0
2101,-10604,-2374,Sales staff,Working,0.0
2102,-10604,-2374,Sales staff,Working,0.0
2103,-10604,-2374,Sales staff,Working,0.0
2104,-12450,-1466,Laborers,Commercial associate,1.0
2105,-12450,-1466,Laborers,Commercial associate,1.0
2106,-12450,-1466,Laborers,Commercial associate,1.0
2107,-22747,365243,"",Pensioner,0.0
2108,-22747,365243,"",Pensioner,0.0
2109,-22747,365243,"",Pensioner,0.0
2110,-22747,365243,"",Pensioner,0.0
2111,-22747,365243,"",Pensioner,0.0
2112,-22747,365243,"",Pensioner,0.0
2113,-22747,365243,"",Pensioner,0.0
2114,-22747,365243,"",Pensioner,0.0
2115,-22747,365243,"",Pensioner,0.0
2116,-22747,365243,"",Pensioner,0.0
2117,-22747,365243,"",Pensioner,0.0
2118,-22747,365243,"",Pensioner,0.0
2119,-22747,365243,"",Pensioner,0.0
2120,-22747,365243,"",Pensioner,0.0
2121,-22747,365243,"",Pensioner,0.0
2122,-22747,365243,"",Pensioner,0.0
2123,-22747,365243,"",Pensioner,0.0
2124,-18456,-6791,Managers,Working,1.0
2125,-18456,-6791,Managers,Working,1.0
2126,-18456,-6791,Managers,Working,1.0
2127,-18456,-6791,Managers,Working,1.0
2128,-18456,-6791,Managers,Working,1.0
2129,-18456,-6791,Managers,Working,1.0
2130,-19121,-735,Sales staff,Working,0.0
2131,-11448,-1982,Accountants,Working,1.0
2132,-11448,-1982,Accountants,Working,1.0
2133,-14512,-4596,Laborers,Working,1.0
2134,-14512,-4596,Laborers,Working,1.0
2135,-14512,-4596,Laborers,Working,1.0
2136,-14512,-4596,Laborers,Working,1.0
2137,-14512,-4596,Laborers,Working,1.0
2138,-14129,-5758,"",Working,1.0
2139,-14129,-5758,"",Working,1.0
2140,-14129,-5758,"",Working,1.0
2141,-14129,-5758,"",Working,1.0
2142,-14129,-5758,"",Working,1.0
2143,-14129,-5758,"",Working,1.0
2144,-14129,-5758,"",Working,1.0
2145,-14129,-5758,"",Working,1.0
2146,-14129,-5758,"",Working,1.0
2147,-15594,-705,Cooking staff,Working,1.0
2148,-22087,365243,"",Pensioner,0.0
2149,-22087,365243,"",Pensioner,0.0
2150,-22087,365243,"",Pensioner,0.0
2151,-11901,-183,Core staff,Commercial associate,1.0
2152,-11901,-183,Core staff,Commercial associate,1.0
2153,-11901,-183,Core staff,Commercial associate,1.0
2154,-11901,-183,Core staff,Commercial associate,1.0
2155,-11901,-183,Core staff,Commercial associate,1.0
2156,-11901,-183,Core staff,Commercial associate,1.0
2157,-15329,-1371,Core staff,Working,0.0
2158,-15329,-1371,Core staff,Working,0.0
2159,-15329,-1371,Core staff,Working,0.0
2160,-15329,-1371,Core staff,Working,0.0
2161,-15329,-1371,Core staff,Working,0.0
2162,-8907,-913,"",Commercial associate,0.0
2163,-16896,-248,Laborers,Working,1.0
2164,-16896,-248,Laborers,Working,1.0
2165,-16896,-248,Laborers,Working,1.0
2166,-16896,-248,Laborers,Working,1.0
2167,-16896,-248,Laborers,Working,1.0
2168,-16896,-248,Laborers,Working,1.0
2169,-16896,-248,Laborers,Working,1.0
2170,-16896,-248,Laborers,Working,1.0
2171,-16896,-248,Laborers,Working,1.0
2172,-16896,-248,Laborers,Working,1.0
2173,-16896,-248,Laborers,Working,1.0
2174,-16896,-248,Laborers,Working,1.0
2175,-16896,-248,Laborers,Working,1.0
2176,-16896,-248,Laborers,Working,1.0
2177,-16896,-248,Laborers,Working,1.0
2178,-16896,-248,Laborers,Working,1.0
2179,-16896,-248,Laborers,Working,1.0
2180,-16896,-248,Laborers,Working,1.0
2181,-17767,-3804,Cooking staff,State servant,1.0
2182,-17767,-3804,Cooking staff,State servant,1.0
2183,-17767,-3804,Cooking staff,State servant,1.0
2184,-17767,-3804,Cooking staff,State servant,1.0
2185,-17767,-3804,Cooking staff,State servant,1.0
2186,-17767,-3804,Cooking staff,State servant,1.0
2187,-17767,-3804,Cooking staff,State servant,1.0
2188,-17767,-3804,Cooking staff,State servant,1.0
2189,-17767,-3804,Cooking staff,State servant,1.0
2190,-17767,-3804,Cooking staff,State servant,1.0
2191,-15174,-582,"",Working,1.0
2192,-15174,-582,"",Working,1.0
2193,-15174,-582,"",Working,1.0
2194,-15174,-582,"",Working,1.0
2195,-15174,-582,"",Working,1.0
2196,-14940,-1644,Laborers,Working,1.0
2197,-14172,-2131,Sales staff,Working,1.0
2198,-11448,-1066,"",Working,1.0
2199,-11448,-1066,"",Working,1.0
2200,-11448,-1066,"",Working,1.0
2201,-19972,-6610,Laborers,Working,1.0
2202,-19972,-6610,Laborers,Working,1.0
2203,-19972,-6610,Laborers,Working,1.0
2204,-19972,-6610,Laborers,Working,1.0
2205,-19972,-6610,Laborers,Working,1.0
2206,-19972,-6610,Laborers,Working,1.0
2207,-19972,-6610,Laborers,Working,1.0
2208,-19972,-6610,Laborers,Working,1.0
2209,-19972,-6610,Laborers,Working,1.0
2210,-13259,-213,Core staff,State servant,1.0
2211,-13259,-213,Core staff,State servant,1.0
2212,-13259,-213,Core staff,State servant,1.0
2213,-13259,-213,Core staff,State servant,1.0
2214,-18454,-7518,Drivers,Commercial associate,1.0
2215,-18454,-7518,Drivers,Commercial associate,1.0
2216,-18454,-7518,Drivers,Commercial associate,1.0
2217,-18454,-7518,Drivers,Commercial associate,1.0
2218,-22100,-578,Managers,Working,1.0
2219,-22100,-578,Managers,Working,1.0
2220,-22100,-578,Managers,Working,1.0
2221,-22100,-578,Managers,Working,1.0
2222,-22100,-578,Managers,Working,1.0
2223,-22100,-578,Managers,Working,1.0
2224,-22100,-578,Managers,Working,1.0
2225,-22100,-578,Managers,Working,1.0
2226,-22100,-578,Managers,Working,1.0
2227,-22100,-578,Managers,Working,1.0
2228,-11007,-762,"",Working,0.0
2229,-11007,-762,"",Working,0.0
2230,-11007,-762,"",Working,0.0
2231,-11007,-762,"",Working,0.0
2232,-11007,-762,"",Working,0.0
2233,-11007,-762,"",Working,0.0
2234,-11007,-762,"",Working,0.0
2235,-11007,-762,"",Working,0.0
2236,-11007,-762,"",Working,0.0
2237,-11007,-762,"",Working,0.0
2238,-11007,-762,"",Working,0.0
2239,-11007,-762,"",Working,0.0
2240,-11007,-762,"",Working,0.0
2241,-21845,365243,"",Pensioner,0.0
2242,-21845,365243,"",Pensioner,0.0
2243,-21845,365243,"",Pensioner,0.0
2244,-21845,365243,"",Pensioner,0.0
2245,-21845,365243,"",Pensioner,0.0
2246,-21845,365243,"",Pensioner,0.0
2247,-21845,365243,"",Pensioner,0.0
2248,-21845,365243,"",Pensioner,0.0
2249,-21845,365243,"",Pensioner,0.0
2250,-21845,365243,"",Pensioner,0.0
2251,-21845,365243,"",Pensioner,0.0
2252,-20066,-3988,Private service staff,Working,1.0
2253,-20066,-3988,Private service staff,Working,1.0
2254,-20066,-3988,Private service staff,Working,1.0
2255,-20066,-3988,Private service staff,Working,1.0
2256,-20066,-3988,Private service staff,Working,1.0
2257,-20066,-3988,Private service staff,Working,1.0
2258,-20066,-3988,Private service staff,Working,1.0
2259,-20066,-3988,Private service staff,Working,1.0
2260,-20066,-3988,Private service staff,Working,1.0
2261,-20066,-3988,Private service staff,Working,1.0
2262,-21982,365243,"",Pensioner,0.0
2263,-18907,-2470,Sales staff,Commercial associate,0.0
2264,-18907,-2470,Sales staff,Commercial associate,0.0
2265,-18907,-2470,Sales staff,Commercial associate,0.0
2266,-17110,-370,Laborers,State servant,1.0
2267,-17110,-370,Laborers,State servant,1.0
2268,-17110,-370,Laborers,State servant,1.0
2269,-9547,-1340,Drivers,Working,1.0
2270,-9547,-1340,Drivers,Working,1.0
2271,-9547,-1340,Drivers,Working,1.0
2272,-9547,-1340,Drivers,Working,1.0
2273,-9547,-1340,Drivers,Working,1.0
2274,-9547,-1340,Drivers,Working,1.0
2275,-9547,-1340,Drivers,Working,1.0
2276,-9547,-1340,Drivers,Working,1.0
2277,-9547,-1340,Drivers,Working,1.0
2278,-13315,-5204,Core staff,Working,0.0
2279,-13315,-5204,Core staff,Working,0.0
2280,-13315,-5204,Core staff,Working,0.0
2281,-13315,-5204,Core staff,Working,0.0
2282,-21415,-2744,Cleaning staff,Commercial associate,1.0
2283,-21415,-2744,Cleaning staff,Commercial associate,1.0
2284,-21148,365243,"",Pensioner,0.0
2285,-21148,365243,"",Pensioner,0.0
2286,-21148,365243,"",Pensioner,0.0
2287,-21148,365243,"",Pensioner,0.0
2288,-21148,365243,"",Pensioner,0.0
2289,-19040,-1070,Sales staff,Working,0.0
2290,-19040,-1070,Sales staff,Working,0.0
2291,-19040,-1070,Sales staff,Working,0.0
2292,-11501,-735,Core staff,Working,0.0
2293,-11501,-735,Core staff,Working,0.0
2294,-11501,-735,Core staff,Working,0.0
2295,-11501,-735,Core staff,Working,0.0
2296,-11501,-735,Core staff,Working,0.0
2297,-11501,-735,Core staff,Working,0.0
2298,-11782,-705,Core staff,Working,1.0
2299,-11782,-705,Core staff,Working,1.0
2300,-8378,-370,Core staff,Commercial associate,0.0
2301,-8378,-370,Core staff,Commercial associate,0.0
2302,-8378,-370,Core staff,Commercial associate,0.0
2303,-20407,365243,"",Pensioner,0.0
2304,-20407,365243,"",Pensioner,0.0
2305,-10450,-1218,Laborers,Working,1.0
2306,-10450,-1218,Laborers,Working,1.0
2307,-10450,-1218,Laborers,Working,1.0
2308,-11905,-2470,Cooking staff,Working,1.0
2309,-11905,-2470,Cooking staff,Working,1.0
2310,-11905,-2470,Cooking staff,Working,1.0
2311,-11905,-2470,Cooking staff,Working,1.0
2312,-11905,-2470,Cooking staff,Working,1.0
2313,-11905,-2470,Cooking staff,Working,1.0
2314,-11905,-2470,Cooking staff,Working,1.0
2315,-11905,-2470,Cooking staff,Working,1.0
2316,-11905,-2470,Cooking staff,Working,1.0
2317,-11905,-2470,Cooking staff,Working,1.0
2318,-11905,-2470,Cooking staff,Working,1.0
2319,-10665,-1493,Laborers,Commercial associate,0.0
2320,-10665,-1493,Laborers,Commercial associate,0.0
2321,-10665,-1493,Laborers,Commercial associate,0.0
2322,-10682,-609,Sales staff,Working,0.0
2323,-10682,-609,Sales staff,Working,0.0
2324,-10682,-609,Sales staff,Working,0.0
2325,-15760,-1858,Sales staff,Working,0.0
2326,-15760,-1858,Sales staff,Working,0.0
2327,-15096,-2862,"",Working,1.0
2328,-15096,-2862,"",Working,1.0
2329,-15096,-2862,"",Working,1.0
2330,-15096,-2862,"",Working,1.0
2331,-14150,-401,Laborers,Working,0.0
2332,-14150,-401,Laborers,Working,0.0
2333,-20958,365243,"",Pensioner,0.0
2334,-20958,365243,"",Pensioner,0.0
2335,-20958,365243,"",Pensioner,0.0
2336,-20958,365243,"",Pensioner,0.0
2337,-18136,-10110,High skill tech staff,State servant,1.0
2338,-18136,-10110,High skill tech staff,State servant,1.0
2339,-18136,-10110,High skill tech staff,State servant,1.0
2340,-18136,-10110,High skill tech staff,State servant,1.0
2341,-18136,-10110,High skill tech staff,State servant,1.0
2342,-18136,-10110,High skill tech staff,State servant,1.0
2343,-18136,-10110,High skill tech staff,State servant,1.0
2344,-18136,-10110,High skill tech staff,State servant,1.0
2345,-18136,-10110,High skill tech staff,State servant,1.0
2346,-18136,-10110,High skill tech staff,State servant,1.0
2347,-18136,-10110,High skill tech staff,State servant,1.0
2348,-19271,-4839,Core staff,Working,1.0
2349,-19271,-4839,Core staff,Working,1.0
2350,-19271,-4839,Core staff,Working,1.0
2351,-19271,-4839,Core staff,Working,1.0
2352,-19271,-4839,Core staff,Working,1.0
2353,-19271,-4839,Core staff,Working,1.0
2354,-19271,-4839,Core staff,Working,1.0
2355,-22231,365243,"",Pensioner,0.0
2356,-22231,365243,"",Pensioner,0.0
2357,-22231,365243,"",Pensioner,0.0
2358,-12807,-2404,Laborers,Working,0.0
2359,-22917,365243,"",Pensioner,0.0
2360,-22917,365243,"",Pensioner,0.0
2361,-22917,365243,"",Pensioner,0.0
2362,-22917,365243,"",Pensioner,0.0
2363,-9310,-1678,"",Working,0.0
2364,-9310,-1678,"",Working,0.0
2365,-9310,-1678,"",Working,0.0
2366,-9310,-1678,"",Working,0.0
2367,-9310,-1678,"",Working,0.0
2368,-9310,-1678,"",Working,0.0
2369,-9310,-1678,"",Working,0.0
2370,-20870,-1583,Medicine staff,Commercial associate,1.0
2371,-20870,-1583,Medicine staff,Commercial associate,1.0
2372,-20870,-1583,Medicine staff,Commercial associate,1.0
2373,-20870,-1583,Medicine staff,Commercial associate,1.0
2374,-20870,-1583,Medicine staff,Commercial associate,1.0
2375,-20870,-1583,Medicine staff,Commercial associate,1.0
2376,-20870,-1583,Medicine staff,Commercial associate,1.0
2377,-20870,-1583,Medicine staff,Commercial associate,1.0
2378,-20870,-1583,Medicine staff,Commercial associate,1.0
2379,-14335,-856,Sales staff,Commercial associate,1.0
2380,-11843,-429,Drivers,Commercial associate,1.0
2381,-18188,-578,Drivers,Working,0.0
2382,-18188,-578,Drivers,Working,0.0
2383,-9906,-122,Sales staff,Working,0.0
2384,-9906,-122,Sales staff,Working,0.0
2385,-9906,-122,Sales staff,Working,0.0
2386,-9906,-122,Sales staff,Working,0.0
2387,-9906,-122,Sales staff,Working,0.0
2388,-9906,-122,Sales staff,Working,0.0
2389,-9906,-122,Sales staff,Working,0.0
2390,-9906,-122,Sales staff,Working,0.0
2391,-9906,-122,Sales staff,Working,0.0
2392,-15097,-5027,"",Working,1.0
2393,-12428,-4900,High skill tech staff,Working,1.0
2394,-12428,-4900,High skill tech staff,Working,1.0
2395,-12428,-4900,High skill tech staff,Working,1.0
2396,-12428,-4900,High skill tech staff,Working,1.0
2397,-9787,-1674,"",State servant,0.0
2398,-9787,-1674,"",State servant,0.0
2399,-9787,-1674,"",State servant,0.0
2400,-9787,-1674,"",State servant,0.0
2401,-9787,-1674,"",State servant,0.0
2402,-9787,-1674,"",State servant,0.0
2403,-9787,-1674,"",State servant,0.0
2404,-9787,-1674,"",State servant,0.0
2405,-9787,-1674,"",State servant,0.0
2406,-9787,-1674,"",State servant,0.0
2407,-13052,-1952,Cooking staff,State servant,1.0
2408,-13052,-1952,Cooking staff,State servant,1.0
2409,-13052,-1952,Cooking staff,State servant,1.0
2410,-13052,-1952,Cooking staff,State servant,1.0
2411,-19672,-1375,Accountants,Working,1.0
2412,-19672,-1375,Accountants,Working,1.0
2413,-19672,-1375,Accountants,Working,1.0
2414,-19672,-1375,Accountants,Working,1.0
2415,-19672,-1375,Accountants,Working,1.0
2416,-21589,365243,"",Pensioner,0.0
2417,-19201,-1309,Managers,Commercial associate,1.0
2418,-19201,-1309,Managers,Commercial associate,1.0
2419,-21269,365243,"",Pensioner,0.0
2420,-21269,365243,"",Pensioner,0.0
2421,-21269,365243,"",Pensioner,0.0
2422,-21269,365243,"",Pensioner,0.0
2423,-21269,365243,"",Pensioner,0.0
2424,-21269,365243,"",Pensioner,0.0
2425,-21269,365243,"",Pensioner,0.0
2426,-19309,-2435,"",State servant,1.0
2427,-19309,-2435,"",State servant,1.0
2428,-19309,-2435,"",State servant,1.0
2429,-19309,-2435,"",State servant,1.0
2430,-19309,-2435,"",State servant,1.0
2431,-19309,-2435,"",State servant,1.0
2432,-19309,-2435,"",State servant,1.0
2433,-19309,-2435,"",State servant,1.0
2434,-16893,-1521,Sales staff,Commercial associate,1.0
2435,-11038,-2408,"",Working,1.0
2436,-15250,-517,Cooking staff,Working,1.0
2437,-15003,-122,Managers,Working,0.0
2438,-15003,-122,Managers,Working,0.0
2439,-15003,-122,Managers,Working,0.0
2440,-15003,-122,Managers,Working,0.0
2441,-21918,365243,"",Pensioner,0.0
2442,-21918,365243,"",Pensioner,0.0
2443,-21918,365243,"",Pensioner,0.0
2444,-21918,365243,"",Pensioner,0.0
2445,-11701,-3262,"",Working,1.0
2446,-11701,-3262,"",Working,1.0
2447,-11701,-3262,"",Working,1.0
2448,-11701,-3262,"",Working,1.0
2449,-11701,-3262,"",Working,1.0
2450,-11701,-3262,"",Working,1.0
2451,-21456,-425,Medicine staff,Commercial associate,0.0
2452,-21456,-425,Medicine staff,Commercial associate,0.0
2453,-21456,-425,Medicine staff,Commercial associate,0.0
2454,-21456,-425,Medicine staff,Commercial associate,0.0
2455,-13367,365243,"",Pensioner,0.0
2456,-13367,365243,"",Pensioner,0.0
2457,-22831,365243,"",Pensioner,0.0
2458,-12554,-5326,Managers,Working,0.0
2459,-12554,-5326,Managers,Working,0.0
2460,-12554,-5326,Managers,Working,0.0
2461,-12554,-5326,Managers,Working,0.0
2462,-12554,-5326,Managers,Working,0.0
2463,-12554,-5326,Managers,Working,0.0
2464,-12554,-5326,Managers,Working,0.0
2465,-12554,-5326,Managers,Working,0.0
2466,-13207,-1401,Low-skill Laborers,Working,1.0
2467,-13207,-1401,Low-skill Laborers,Working,1.0
2468,-13207,-1401,Low-skill Laborers,Working,1.0
2469,-13207,-1401,Low-skill Laborers,Working,1.0
2470,-13207,-1401,Low-skill Laborers,Working,1.0
2471,-13207,-1401,Low-skill Laborers,Working,1.0
2472,-13207,-1401,Low-skill Laborers,Working,1.0
2473,-13207,-1401,Low-skill Laborers,Working,1.0
2474,-13207,-1401,Low-skill Laborers,Working,1.0
2475,-13207,-1401,Low-skill Laborers,Working,1.0
2476,-13788,-640,Laborers,Working,1.0
2477,-13788,-640,Laborers,Working,1.0
2478,-13788,-640,Laborers,Working,1.0
2479,-13788,-640,Laborers,Working,1.0
2480,-13788,-640,Laborers,Working,1.0
2481,-13788,-640,Laborers,Working,1.0
2482,-13788,-640,Laborers,Working,1.0
2483,-13788,-640,Laborers,Working,1.0
2484,-13788,-640,Laborers,Working,1.0
2485,-13788,-640,Laborers,Working,1.0
2486,-13788,-640,Laborers,Working,1.0
2487,-13788,-640,Laborers,Working,1.0
2488,-13788,-640,Laborers,Working,1.0
2489,-18745,-3653,Cleaning staff,Commercial associate,0.0
2490,-18745,-3653,Cleaning staff,Commercial associate,0.0
2491,-18745,-3653,Cleaning staff,Commercial associate,0.0
2492,-18745,-3653,Cleaning staff,Commercial associate,0.0
2493,-18745,-3653,Cleaning staff,Commercial associate,0.0
2494,-18745,-3653,Cleaning staff,Commercial associate,0.0
2495,-18745,-3653,Cleaning staff,Commercial associate,0.0
2496,-18745,-3653,Cleaning staff,Commercial associate,0.0
2497,-13205,-248,Managers,Working,0.0
2498,-13205,-248,Managers,Working,0.0
2499,-13205,-248,Managers,Working,0.0
2500,-12418,-1678,Laborers,Working,0.0
2501,-12418,-1678,Laborers,Working,0.0
2502,-12418,-1678,Laborers,Working,0.0
2503,-18520,-2101,Core staff,Commercial associate,1.0
2504,-18520,-2101,Core staff,Commercial associate,1.0
2505,-18520,-2101,Core staff,Commercial associate,1.0
2506,-18520,-2101,Core staff,Commercial associate,1.0
2507,-18520,-2101,Core staff,Commercial associate,1.0
2508,-18520,-2101,Core staff,Commercial associate,1.0
2509,-18520,-2101,Core staff,Commercial associate,1.0
2510,-15174,-3292,Sales staff,Working,1.0
2511,-15174,-3292,Sales staff,Working,1.0
2512,-15174,-3292,Sales staff,Working,1.0
2513,-15174,-3292,Sales staff,Working,1.0
2514,-15174,-3292,Sales staff,Working,1.0
2515,-15174,-3292,Sales staff,Working,1.0
2516,-13483,-5204,Laborers,Working,0.0
2517,-13483,-5204,Laborers,Working,0.0
2518,-13483,-5204,Laborers,Working,0.0
2519,-13483,-5204,Laborers,Working,0.0
2520,-13483,-5204,Laborers,Working,0.0
2521,-14295,-5966,Core staff,Working,1.0
2522,-14295,-5966,Core staff,Working,1.0
2523,-14295,-5966,Core staff,Working,1.0
2524,-17039,-2986,Sales staff,Commercial associate,1.0
2525,-17039,-2986,Sales staff,Commercial associate,1.0
2526,-17755,-401,"",Working,1.0
2527,-17755,-401,"",Working,1.0
2528,-17755,-401,"",Working,1.0
2529,-17755,-401,"",Working,1.0
2530,-17755,-401,"",Working,1.0
2531,-17755,-401,"",Working,1.0
2532,-17755,-401,"",Working,1.0
2533,-17755,-401,"",Working,1.0
2534,-17755,-401,"",Working,1.0
2535,-17755,-401,"",Working,1.0
2536,-17755,-401,"",Working,1.0
2537,-16971,-1375,Cleaning staff,Commercial associate,0.0
2538,-16971,-1375,Cleaning staff,Commercial associate,0.0
2539,-13471,-1797,Sales staff,Commercial associate,1.0
2540,-20858,365243,"",Pensioner,0.0
2541,-20858,365243,"",Pensioner,0.0
2542,-20858,365243,"",Pensioner,0.0
2543,-20858,365243,"",Pensioner,0.0
2544,-20858,365243,"",Pensioner,0.0
2545,-10406,-2774,Core staff,Working,1.0
2546,-10406,-2774,Core staff,Working,1.0
2547,-10406,-2774,Core staff,Working,1.0
2548,-10406,-2774,Core staff,Working,1.0
2549,-10406,-2774,Core staff,Working,1.0
2550,-10406,-2774,Core staff,Working,1.0
2551,-10406,-2774,Core staff,Working,1.0
2552,-10406,-2774,Core staff,Working,1.0
2553,-10406,-2774,Core staff,Working,1.0
2554,-10406,-2774,Core staff,Working,1.0
